operon_no.	single/multi	strand	start_gene	last_gene	operon_left_cord	operon_right_cord	locus_tag	gene/RNA_type	name_gene	kegg_nomenclature	start_position	last_position	first_gene/in_operon	form	leaderless?	changed
516		+			3096393	3108651	MSMEG_3026				3099680	3100192		1	N	
516		+			3096393	3108651	MSMEG_3027				3100185	3101429		1	N	
516		+			3096393	3108651	MSMEG_3028				3101419	3102249		1	N	
516		+			3096393	3108651	MSMEG_3029				3102259	3102702		1	N	
516		+			3096393	3108651	MSMEG_3030				3102792	3103991		1	Y	
516		+			3096393	3108651	MSMEG_3031				3103991	3104725		1	N	
516		+			3096393	3108651	MSMEG_3033				3104730	3105851		1	N	
516		+			3096393	3108651	MSMEG_3034				3106451	3107587		1	Y	
516		+			3096393	3108651	MSMEG_3035				3107613	3108176		1	N	
516		+			3096393	3108651	MSMEG_3036				3108169	3108651		1	N	
518		-			3111781	3114259	MSMEG_3039				3112989	3111781		1	N	
518		-			3111781	3114259	MSMEG_3040				3114259	3113057		1	Y	
519		+			3115075	3123838	MSMEG_3042				3115075	3115632		1	N	
519		+			3115075	3123838	MSMEG_3043				3115629	3116585		1	N	
519		+			3115075	3123838	MSMEG_3044				3116582	3117916		1	N	
519		+			3115075	3123838	MSMEG_3045				3117913	3118413		1	N	
519		+			3115075	3123838	MSMEG_3046				3118410	3119558		1	N	
519		+			3115075	3123838	MSMEG_3047				3119664	3123011		1	N	
519		+			3115075	3123838	MSMEG_3048				3123008	3123838		1	N	
520		+			3124973	3131709	MSMEG_3050				3124973	3125290		1	N	
520		+			3124973	3131709	MSMEG_3051				3125301	3125903		1	N	
520		+			3124973	3131709	MSMEG_3053				3126019	3126342		1	N	
520		+			3124973	3131709	MSMEG_3054				3126361	3127605		1	N	
520		+			3124973	3131709	MSMEG_3055				3127746	3128945		1	N	
520		+			3124973	3131709	MSMEG_3056				3129093	3130088		1	N	
520		+			3124973	3131709	MSMEG_3057				3130085	3130825		1	N	
520		+			3124973	3131709	MSMEG_3058				3130870	3131709		1	N	
522		+			3132768	3141922	MSMEG_3060				3132768	3133439		1	N	
522		+			3132768	3141922	MSMEG_3061				3133436	3135436		1	N	
522		+			3132768	3141922	MSMEG_3062				3135497	3137305		1	N	
522		+			3132768	3141922	MSMEG_3063				3137299	3137835		1	N	
522		+			3132768	3141922	MSMEG_3064				3137866	3138804		1	Y	
522		+			3132768	3141922	MSMEG_3065				3138801	3140195		1	N	
522		+			3132768	3141922	MSMEG_3066				3140241	3140918		1	Y	
522		+			3132768	3141922	MSMEG_3067				3140915	3141922		1	N	
523		-			3142257	3144667	MSMEG_3069				3143939	3142257		1	N	
523		-			3142257	3144667	MSMEG_3070				3144667	3143957		1	Y	
524		+			3144739	3147721	MSMEG_3071				3144739	3145338		1	Y	
524		+			3144739	3147721	MSMEG_3072				3145459	3146778		1	N	
524		+			3144739	3147721	MSMEG_3073				3146775	3147251		1	N	
524		+			3144739	3147721	MSMEG_3074				3147248	3147721		1	N	
525		-			3147737	3150126	MSMEG_3075				3148219	3147737		1	N	
525		-			3147737	3150126	MSMEG_3076				3150126	3148216		1	N	
526		+			3150228	3160601	MSMEG_3078				3150228	3152348		1	Y	
526		+			3150228	3160601	MSMEG_3079				3152446	3153321		1	N	
526		+			3150228	3160601	MSMEG_3080				3153318	3154382		1	N	
526		+			3150228	3160601	MSMEG_3081				3154391	3155356		1	N	
526		+			3150228	3160601	MSMEG_3084				3157277	3158299		1	N	
526		+			3150228	3160601	MSMEG_3085				3158305	3159531		1	N	
526		+			3150228	3160601	MSMEG_3086				3159535	3160320		1	N	
526		+			3150228	3160601	MSMEG_3087				3160365	3160601		1	N	
527		-			3161830	3169684	MSMEG_3089				3162525	3161830		1	N	
527		-			3161830	3169684	MSMEG_3090				3163551	3162550		1	N	
527		-			3161830	3169684	MSMEG_3091				3165091	3163544		1	N	
527		-			3161830	3169684	MSMEG_3092				3166037	3165093		1	N	
527		-			3161830	3169684	MSMEG_3093				3167596	3166037		1	N	
527		-			3161830	3169684	MSMEG_3094				3168691	3167600		1	N	
527		-			3161830	3169684	MSMEG_3095				3169684	3168749		1	N	
528		-			3172746	3179617	MSMEG_3098				3173117	3172746		1	Y	
528		-			3172746	3179617	MSMEG_3099				3173905	3173171		1	N	
528		-			3172746	3179617	MSMEG_3100				3174813	3173902		1	N	
528		-			3172746	3179617	MSMEG_3101				3176380	3174830		1	N	
528		-			3172746	3179617	MSMEG_3102				3177492	3176377		1	N	
528		-			3172746	3179617	MSMEG_3103				3179617	3177527		1	N	
529		-			3180841	3189278	MSMEG_3106				3181821	3180841		1	Y	
529		-			3180841	3189278	MSMEG_3108				3183879	3182812		1	N	
529		-			3180841	3189278	MSMEG_3109				3184715	3183900		1	N	
529		-			3180841	3189278	MSMEG_3110				3185575	3184712		1	N	
529		-			3180841	3189278	MSMEG_3111				3186944	3185616		1	N	
529		-			3180841	3189278	MSMEG_3112				3187794	3187000		1	N	
529		-			3180841	3189278	MSMEG_3113				3189278	3187791		1	N	
531		+			3189456	3191017	MSMEG_3114				3189456	3190271		1	N	
531		+			3189456	3191017	MSMEG_3116				3190268	3191017		1	N	
532		-			3191000	3196310	MSMEG_3115				3191818	3191000		1	N	
532		-			3191000	3196310	MSMEG_3117				3192839	3191877		1	Y	
532		-			3191000	3196310	MSMEG_3118				3193669	3192884		1	N	
532		-			3191000	3196310	MSMEG_3119				3194634	3193666		1	Y	
532		-			3191000	3196310	MSMEG_3120				3196310	3194631		1	N	
533		+			3196382	3202720	MSMEG_3121				3196382	3197227		1	N	
533		+			3196382	3202720	MSMEG_3122				3197224	3198657		1	N	
533		+			3196382	3202720	MSMEG_3123				3198660	3199871		1	N	
533		+			3196382	3202720	MSMEG_3124				3199871	3200644		1	N	
533		+			3196382	3202720	MSMEG_3125				3200647	3201891		1	N	
533		+			3196382	3202720	MSMEG_3126				3201888	3202382		1	N	
533		+			3196382	3202720	MSMEG_3127				3202379	3202720		1	N	
534		+			3210665	3215056	MSMEG_3137				3210665	3211774		1	N	
534		+			3210665	3215056	MSMEG_3138				3211820	3212194		1	Y	
534		+			3210665	3215056	MSMEG_3139				3212249	3213070		1	N	
534		+			3210665	3215056	MSMEG_3140				3213101	3214729		1	N	
534		+			3210665	3215056	MSMEG_3141				3214859	3215056		1	N	
535		-			3215094	3218591	MSMEG_3142				3215708	3215094		1	N	
535		-			3215094	3218591	MSMEG_3143				3218591	3215760		1	N	
536		+			3218854	3238818	MSMEG_3144				3218854	3219456		1	Y	
536		+			3218854	3238818	MSMEG_3145				3219661	3221154		1	N	
536		+			3218854	3238818	MSMEG_3146				3221174	3221863		1	N	
536		+			3218854	3238818	MSMEG_3147				3222173	3223219		1	N	
536		+			3218854	3238818	MSMEG_3148				3223216	3224163		1	N	
536		+			3218854	3238818	MSMEG_3149				3224240	3225223		1	N	
536		+			3218854	3238818	MSMEG_3150				3225346	3226113		1	N	
536		+			3218854	3238818	MSMEG_3151				3226161	3226970		1	N	
536		+			3218854	3238818	MSMEG_3152				3226977	3227999		1	N	
536		+			3218854	3238818	MSMEG_3154				3228967	3229401		1	N	
536		+			3218854	3238818	MSMEG_3155				3229445	3230671		1	N	
536		+			3218854	3238818	MSMEG_3156				3230729	3231052		1	N	
536		+			3218854	3238818	MSMEG_3158				3231961	3233832		1	N	
536		+			3218854	3238818	MSMEG_3159				3233834	3236089		1	N	
536		+			3218854	3238818	MSMEG_3160				3236097	3237074		1	N	
536		+			3218854	3238818	MSMEG_3162				3237553	3238818		1	Y	
539		-			3238864	3239999	MSMEG_3163				3239595	3238864		1	N	
539		-			3238864	3239999	MSMEG_3164				3239999	3239637		1	N	
540		+			3242433	3248089	MSMEG_3168				3242433	3242996		1	N	
540		+			3242433	3248089	MSMEG_3169				3243269	3246391		1	N	
540		+			3242433	3248089	MSMEG_3172				3246698	3248089		1	N	
541		+			3249596	3257483	MSMEG_3174				3249596	3250303		1	Y	
541		+			3249596	3257483	MSMEG_3175				3250303	3251232		1	N	
541		+			3249596	3257483	MSMEG_3176				3251229	3252143		1	N	
541		+			3249596	3257483	MSMEG_3177				3252280	3252924		1	N	
541		+			3249596	3257483	MSMEG_3178				3253007	3256561		1	N	
541		+			3249596	3257483	MSMEG_3180				3257094	3257483		1	N	
542		-			3263798	3268118	MSMEG_3186				3265954	3263798		1	N	
542		-			3263798	3268118	MSMEG_3187				3268118	3265959		1	N	
543		+			3268212	3271995	MSMEG_3188				3268212	3269510		1	Y	
543		+			3268212	3271995	MSMEG_3189				3269639	3270787		1	N	
543		+			3268212	3271995	MSMEG_3190				3270784	3271461		1	N	
543		+			3268212	3271995	MSMEG_3191				3271486	3271995		1	N	
544		+			3273453	3275455	MSMEG_3194				3273453	3274514		1	N	
544		+			3273453	3275455	MSMEG_3195				3274521	3274763		1	N	
544		+			3273453	3275455	MSMEG_3196				3274778	3275455		1	N	
545		-			3275485	3277524	MSMEG_3197				3276816	3275485		1	Y	
545		-			3275485	3277524	MSMEG_3198				3277524	3276859		1	N	
546		+			3277598	3281093	MSMEG_3199				3277598	3278641		1	N	
546		+			3277598	3281093	MSMEG_3200				3278638	3280233		1	N	
546		+			3277598	3281093	MSMEG_3201				3280227	3281093		1	N	
547		-			3283047	3284072	MSMEG_3203				3283682	3283047		1	Y	
547		-			3283047	3284072	MSMEG_3204				3284072	3283704		1	N	
548		+			3284200	3293334	MSMEG_3205				3284209	3285537		1	Y (1 nt leader)	
548		+			3284200	3293334	MSMEG_3206				3285537	3286676		1	N	
548		+			3284200	3293334	MSMEG_3207				3286673	3287293		1	N	
548		+			3284200	3293334	MSMEG_3208				3287290	3287907		1	N	
548		+			3284200	3293334	MSMEG_3209				3287922	3288698		1	N	
548		+			3284200	3293334	MSMEG_3210				3288695	3289525		1	N	
548		+			3284200	3293334	MSMEG_3211				3289522	3290307		1	N	
548		+			3284200	3293334	MSMEG_3212				3290318	3290665		1	N	
548		+			3284200	3293334	MSMEG_3213				3290727	3292352		1	Y	
548		+			3284200	3293334	MSMEG_3214				3292342	3293334		1	N	
549		-			3293342	3294721	MSMEG_3215				3294139	3293342		1	N	
549		-			3293342	3294721	MSMEG_3216				3294721	3294257		1	Y	
550		+			3294784	3311108	MSMEG_3217				3294784	3296358		1	Y	
550		+			3294784	3311108	MSMEG_3218				3296355	3296969		1	N	
550		+			3294784	3311108	MSMEG_3219				3297046	3297864		1	N	
550		+			3294784	3311108	MSMEG_3220				3297900	3299177		1	N	
550		+			3294784	3311108	MSMEG_3221				3299174	3299962		1	N	
550		+			3294784	3311108	MSMEG_3223				3301936	3302223		1	N	
550		+			3294784	3311108	MSMEG_3224				3302213	3302626		1	N	
550		+			3294784	3311108	MSMEG_3225				3302712	3307268		1	N	
550		+			3294784	3311108	MSMEG_3226				3307261	3308763		1	N	
550		+			3294784	3311108	MSMEG_3227				3308803	3310221		1	Y	
550		+			3294784	3311108	MSMEG_3228				3310245	3311108		1	N	
551		-			3313470	3318295	MSMEG_3231				3314999	3313470		1	N	
551		-			3313470	3318295	MSMEG_3232				3316147	3315095		1	N	
551		-			3313470	3318295	MSMEG_3233				3317624	3316161		1	N	
551		-			3313470	3318295	MSMEG_3234				3318295	3317720		1	N	
552		+			3318528	3335274	MSMEG_3235				3318528	3319415		1	N	
552		+			3318528	3335274	MSMEG_3236				3319425	3320357		1	N	
552		+			3318528	3335274	MSMEG_3237				3320354	3321139		1	N	
552		+			3318528	3335274	MSMEG_3238				3321162	3322022		1	Y	
552		+			3318528	3335274	MSMEG_3239				3322077	3323213		1	Y	
552		+			3318528	3335274	MSMEG_3240				3323210	3323869		1	N	
552		+			3318528	3335274	MSMEG_3241				3323913	3325754		1	N	
552		+			3318528	3335274	MSMEG_3242				3325818	3326303		1	N	
552		+			3318528	3335274	MSMEG_3246				3328852	3329478		1	Y	
552		+			3318528	3335274	MSMEG_3247				3329756	3330919		1	N	
552		+			3318528	3335274	MSMEG_3248				3330998	3332035		1	N	
552		+			3318528	3335274	MSMEG_3249				3332032	3333246		1	N	
552		+			3318528	3335274	MSMEG_3250				3333243	3334097		1	N	
552		+			3318528	3335274	MSMEG_3251				3334081	3334827		1	N	
552		+			3318528	3335274	MSMEG_3252				3334948	3335274		1	N	
553		-			3335279	3337652	MSMEG_3253				3336166	3335279		1	Y	
553		-			3335279	3337652	MSMEG_3254				3336767	3336282		1	N	
553		-			3335279	3337652	MSMEG_3255				3337652	3336777		1	N	
554		+			3341757	3344113	MSMEG_3261				3341757	3342605		1	N	
554		+			3341757	3344113	MSMEG_3263				3342704	3344113		1	N	
555		-			3344098	3345905	MSMEG_3262				3344886	3344098		1	N	
555		-			3344098	3345905	MSMEG_3264				3345905	3344883		1	Y	
556		+			3346024	3359566	MSMEG_3265				3346024	3347112		1	N	
556		+			3346024	3359566	MSMEG_3266				3347124	3348557		1	N	
556		+			3346024	3359566	MSMEG_3267				3348569	3349522		1	N	
556		+			3346024	3359566	MSMEG_3268				3349525	3350397		1	N	
556		+			3346024	3359566	MSMEG_3269				3350397	3351506		1	N	
556		+			3346024	3359566	MSMEG_3270				3351503	3352636		1	N	
556		+			3346024	3359566	MSMEG_3271				3352633	3354375		1	N	
556		+			3346024	3359566	MSMEG_3272				3354375	3354836		1	N	
556		+			3346024	3359566	MSMEG_3276				3358295	3359179		1	N	
556		+			3346024	3359566	MSMEG_3278				3359219	3359566		1	N	
557		-			3359563	3365477	MSMEG_3277				3360411	3359563		1	N	
557		-			3359563	3365477	MSMEG_3279				3361229	3360408		1	N	
557		-			3359563	3365477	MSMEG_3280				3362480	3361287		1	N	
557		-			3359563	3365477	MSMEG_3281				3363814	3362546		1	N	
557		-			3359563	3365477	MSMEG_3283				3365477	3364011		1	N	
558		-			3366127	3368817	MSMEG_3285				3367197	3366127		1	N	
558		-			3366127	3368817	MSMEG_3287				3368817	3367954		1	N	
559		+			3379139	3383518	MSMEG_3300				3379139	3380224		1	N	
559		+			3379139	3383518	MSMEG_3301				3380231	3381091		1	N	
559		+			3379139	3383518	MSMEG_3302				3381095	3381979		1	N	
559		+			3379139	3383518	MSMEG_3303				3382070	3383518		1	N	
560		+			3422532	3427083	MSMEG_3346				3422532	3423314		1	N	
560		+			3422532	3427083	MSMEG_3347				3423311	3424108		1	N	
560		+			3422532	3427083	MSMEG_3348				3424110	3425210		1	N	
560		+			3422532	3427083	MSMEG_3350				3425722	3427083		1	N	
561		+			3437657	3441657	MSMEG_3365				3437657	3438670		1	N	
561		+			3437657	3441657	MSMEG_3366				3438709	3439404		1	N	
561		+			3437657	3441657	MSMEG_3367				3439442	3440194		1	N	
561		+			3437657	3441657	MSMEG_3369				3440359	3441657		1	N	
562		+			3445911	3448519	MSMEG_3375				3445911	3447587		1	N	
562		+			3445911	3448519	MSMEG_3376				3447605	3448519		1	Y	
563		-			3455477	3459635	MSMEG_3386				3456817	3455477		1	N	
563		-			3455477	3459635	MSMEG_3387				3458378	3456825		1	N	
563		-			3455477	3459635	MSMEG_3388				3459635	3458388		1	N	
564		+			3459807	3466808	MSMEG_3389				3459807	3461426		1	N	
564		+			3459807	3466808	MSMEG_3390				3461441	3462214		1	N	
564		+			3459807	3466808	MSMEG_3391				3462268	3463464		1	N	
564		+			3459807	3466808	MSMEG_3392				3463461	3464594		1	N	
564		+			3459807	3466808	MSMEG_3393				3464591	3465574		1	N	
564		+			3459807	3466808	MSMEG_3395				3466032	3466808		1	N	
565		-			3467633	3470343	MSMEG_3397				3468964	3467633		1	N	
565		-			3467633	3470343	MSMEG_3398				3470343	3469021		1	N	
566		+			3474657	3477016	MSMEG_3402				3474657	3476018		1	N	
566		+			3474657	3477016	MSMEG_3403				3476015	3477016		1	N	
567		-			3478441	3484115	MSMEG_3405				3479892	3478441		1	N	
567		-			3478441	3484115	MSMEG_3407				3481794	3480577		1	N	
567		-			3478441	3484115	MSMEG_3409				3483530	3482577		1	N	
567		-			3478441	3484115	MSMEG_3410				3484115	3483534		1	N	
570		-			3491197	3493388	MSMEG_3420				3491967	3491197		1	N	
570		-			3491197	3493388	MSMEG_3421				3493388	3491964		1	N	
571		+			3493671	3495541	MSMEG_3422				3493671	3494702		1	N	
571		+			3493671	3495541	MSMEG_3423				3494759	3495541		1	N	
572		-			3496425	3497915	MSMEG_3425				3497039	3496425		1	N	
572		-			3496425	3497915	MSMEG_3426				3497915	3497064		1	N	
573		+			3506198	3507194	MSMEG_3435				3506198	3506590		1	N	
573		+			3506198	3507194	MSMEG_3436				3506616	3507194		1	N	
574		-			3517620	3519946	MSMEG_3449				3518267	3517620		1	N	
574		-			3517620	3519946	MSMEG_3451				3519946	3519095		1	N	
575		+			3526436	3529162	MSMEG_3460				3526436	3526876		1	Y	
575		+			3526436	3529162	MSMEG_3461				3526916	3529162		1	N	
576		-			3529999	3533981	MSMEG_3463				3530907	3529999		1	N	
576		-			3529999	3533981	MSMEG_3464				3532043	3531027		1	Y	
576		-			3529999	3533981	MSMEG_3465				3533981	3532122		1	N	
577		+			3537873	3540992	MSMEG_3471				3537873	3539153		1	N	
577		+			3537873	3540992	MSMEG_3472				3539153	3540352		1	N	
577		+			3537873	3540992	MSMEG_3473				3540363	3540992		1	N	
578		-			3550348	3552478	MSMEG_3486				3551805	3550348		1	N	
578		-			3550348	3552478	MSMEG_3487				3552478	3551822		1	N	
579		-			3553689	3555722	MSMEG_3489				3554375	3553689		1	N	
579		-			3553689	3555722	MSMEG_3490				3555722	3554508		1	N	
580		+			3557926	3562502	MSMEG_3493				3557926	3558267		1	Y	
580		+			3557926	3562502	MSMEG_3494				3558309	3558770		1	N	
580		+			3557926	3562502	MSMEG_3495				3559120	3559596		1	N	
580		+			3557926	3562502	MSMEG_3496				3559593	3562502		1	N	
581		+			3568572	3572664	MSMEG_3506				3568572	3569969		1	Y	
581		+			3568572	3572664	MSMEG_3507				3570092	3570985		1	N	
581		+			3568572	3572664	MSMEG_3508				3571016	3571939		1	N	
581		+			3568572	3572664	MSMEG_3509				3572011	3572664		1	N	
582		-			3577888	3578910	MSMEG_3514				3578115	3577888		1	Y	
582		-			3577888	3578910	MSMEG_3515				3578910	3578173		1	Y	
583		+			3581377	3590848	MSMEG_3519				3581377	3582507		1	N	
583		+			3581377	3590848	MSMEG_3520				3582635	3583222		1	N	
583		+			3581377	3590848	MSMEG_3521				3583219	3585468		1	N	
583		+			3581377	3590848	MSMEG_3524				3586215	3587507		1	N	
583		+			3581377	3590848	MSMEG_3525				3587930	3588706		1	Y	
583		+			3581377	3590848	MSMEG_3526				3588785	3589417		1	N	
583		+			3581377	3590848	MSMEG_3527				3589470	3590201		1	N	
583		+			3581377	3590848	MSMEG_3529				3590198	3590848		1	N	
586		-			3590832	3592342	MSMEG_3528				3591611	3590832		1	Y	
586		-			3590832	3592342	MSMEG_3530				3592342	3591737		1	N	
587		+			3596576	3600066	MSMEG_3534				3596576	3597016		1	N	
587		+			3596576	3600066	MSMEG_3535				3597069	3598112		1	Y	
587		+			3596576	3600066	MSMEG_3536				3598192	3600066		1	N	
588		-			3601917	3603345	MSMEG_3541				3602810	3601917		1	N	
588		-			3601917	3603345	MSMEG_3543				3603345	3602815		1	N	
589		+			3607110	3611469	MSMEG_3547				3607110	3607949		1	N	
589		+			3607110	3611469	MSMEG_3548				3607960	3608673		1	N	
589		+			3607110	3611469	MSMEG_3549				3608670	3609350		1	N	
589		+			3607110	3611469	MSMEG_3550				3609381	3610136		1	N	
589		+			3607110	3611469	MSMEG_3551				3610192	3611469		1	N	
590		+			3612964	3617897	MSMEG_3553				3612964	3614376		1	N	
590		+			3612964	3617897	MSMEG_3554				3614417	3615436		1	N	
590		+			3612964	3617897	MSMEG_3555				3615464	3616312		1	N	
590		+			3612964	3617897	MSMEG_3556				3616326	3617897		1	N	
591		-			3621908	3626669	MSMEG_3561				3623269	3621908		1	Y	
591		-			3621908	3626669	MSMEG_3562				3623794	3623312		1	Y	
591		-			3621908	3626669	MSMEG_3563				3626027	3623967		1	N	
591		-			3621908	3626669	MSMEG_3564				3626669	3626184		1	N	
592		+			3626921	3627768	MSMEG_3566				3626921	3627553		1	N	
592		+			3626921	3627768	MSMEG_3568				3627559	3627768		1	N	
593		-			3627765	3629335	MSMEG_3567				3628532	3627765		1	N	
593		-			3627765	3629335	MSMEG_3569				3629335	3628592		1	Y	
594		+			3629411	3637426	MSMEG_3570				3629411	3631426		1	Y	
594		+			3629411	3637426	MSMEG_3572				3632220	3632795		1	N	
594		+			3629411	3637426	MSMEG_3573				3632831	3633964		1	N	
594		+			3629411	3637426	MSMEG_3574				3633987	3635588		1	N	
594		+			3629411	3637426	MSMEG_3575				3635643	3636122		1	Y	
594		+			3629411	3637426	MSMEG_3576				3636119	3637426		1	N	
596		+			3638039	3646068	MSMEG_3578				3638039	3640156		1	N	
596		+			3638039	3646068	MSMEG_3579				3640153	3641547		1	N	
596		+			3638039	3646068	MSMEG_3580				3641776	3642765		1	N	
596		+			3638039	3646068	MSMEG_3582				3643729	3646068		1	N	
597		-			3647366	3650718	MSMEG_3584				3650245	3647366		1	N	
597		-			3647366	3650718	MSMEG_3585				3650718	3650224		1	N	
598		+			3654331	3662089	MSMEG_3590				3654331	3655206		1	N	
598		+			3654331	3662089	MSMEG_3591				3655206	3655454		1	N	
598		+			3654331	3662089	MSMEG_3593				3656099	3656827		1	N	
598		+			3654331	3662089	MSMEG_3594				3656839	3658068		1	N	
598		+			3654331	3662089	MSMEG_3595				3658215	3658883		1	N	
598		+			3654331	3662089	MSMEG_3596				3658883	3662089		1	N	
599		-			3662144	3669759	MSMEG_3598				3663193	3662144		1	N	
599		-			3662144	3669759	MSMEG_3599				3664277	3663228		1	N	
599		-			3662144	3669759	MSMEG_3601				3665353	3664319		1	N	
599		-			3662144	3669759	MSMEG_3602				3666888	3665350		1	N	
599		-			3662144	3669759	MSMEG_3603				3667931	3666885		1	N	
599		-			3662144	3669759	MSMEG_3604				3668692	3667925		1	N	
599		-			3662144	3669759	MSMEG_3605				3669759	3668719		1	N	
601		+			3669958	3671717	MSMEG_3606				3669958	3670938		1	N	
601		+			3669958	3671717	MSMEG_3607				3670935	3671717		1	N	
602		+			3674267	3678690	MSMEG_3611				3674267	3676639		1	N	
602		+			3674267	3678690	MSMEG_3612				3676719	3677468		1	N	
602		+			3674267	3678690	MSMEG_3614				3678199	3678690		1	N	
603		-			3677470	3680041	MSMEG_3613				3678081	3677470		1	Y	
603		-			3677470	3680041	MSMEG_3615				3679718	3678705		1	N	
603		-			3677470	3680041	MSMEG_3616				3680041	3679739		1	N	
605		+			3682273	3685369	MSMEG_3619				3682273	3682944		1	N	
605		+			3682273	3685369	MSMEG_3620				3682967	3683896		1	Y	
605		+			3682273	3685369	MSMEG_3621				3683996	3685369		1	N	
606		-			3685389	3691169	MSMEG_3622				3686027	3685389		1	N	
606		-			3685389	3691169	MSMEG_3623				3686713	3686027		1	N	
606		-			3685389	3691169	MSMEG_3624				3687379	3686744		1	N	
606		-			3685389	3691169	MSMEG_3625				3689113	3687380		1	N	
606		-			3685389	3691169	MSMEG_3626				3689442	3689113		1	N	
606		-			3685389	3691169	MSMEG_3627				3689754	3689452		1	Y	
606		-			3685389	3691169	MSMEG_3628				3690232	3689837		1	N	
606		-			3685389	3691169	MSMEG_3629				3691169	3690396		1	N	
607		+			3691404	3695750	MSMEG_3630				3691404	3691811		1	N	
607		+			3691404	3695750	MSMEG_3631				3691826	3692782		1	Y	
607		+			3691404	3695750	MSMEG_3632				3692833	3694299		1	N	
607		+			3691404	3695750	MSMEG_3634				3694314	3695750		1	Y	
608		-			3695733	3699386	MSMEG_3633				3696785	3695733		1	N	
608		-			3695733	3699386	MSMEG_3635				3698292	3696787		1	N	
608		-			3695733	3699386	MSMEG_3636				3699386	3698337		1	N	
609		+			3699761	3707785	MSMEG_3637				3699761	3701146		1	N	
609		+			3699761	3707785	MSMEG_3638				3701139	3702233		1	N	
609		+			3699761	3707785	MSMEG_3639				3702226	3703254		1	N	
609		+			3699761	3707785	MSMEG_3640				3703284	3705449		1	N	
609		+			3699761	3707785	MSMEG_3641				3705497	3707785		1	N	
610		-			3707851	3719510	MSMEG_3642				3710691	3707851		1	N	
610		-			3707851	3719510	MSMEG_3644				3711610	3711023		1	N	
610		-			3707851	3719510	MSMEG_3645				3712385	3711891		1	N	
610		-			3707851	3719510	MSMEG_3646				3713243	3712479		1	N	
610		-			3707851	3719510	MSMEG_3647				3713710	3713279		1	N	
610		-			3707851	3719510	MSMEG_3648				3714327	3713932		1	N	
610		-			3707851	3719510	MSMEG_3649				3715183	3714350		1	N	
610		-			3707851	3719510	MSMEG_3650				3715542	3715210		1	N	
610		-			3707851	3719510	MSMEG_3651				3716495	3715572		1	N	
610		-			3707851	3719510	MSMEG_3652				3717096	3716506		1	N	
610		-			3707851	3719510	MSMEG_3654				3719510	3717156		1	Y	
613		+			3719609	3723488	MSMEG_3655				3719609	3721534		1	N	
613		+			3719609	3723488	MSMEG_3656				3721548	3723488		1	N	
614		-			3723502	3734104	MSMEG_3657				3725001	3723502		1	N	
614		-			3723502	3734104	MSMEG_3658				3725492	3724998		1	Y	
614		-			3723502	3734104	MSMEG_3659				3726226	3725537		1	Y	
614		-			3723502	3734104	MSMEG_3661				3727496	3726804		1	N	
614		-			3723502	3734104	MSMEG_3663				3729863	3728448		1	Y	
614		-			3723502	3734104	MSMEG_3664				3731060	3729915		1	N	
614		-			3723502	3734104	MSMEG_3665				3731569	3731063		1	N	
614		-			3723502	3734104	MSMEG_3666				3732520	3731597		1	Y (1 nt leader)	
614		-			3723502	3734104	MSMEG_3667				3734104	3732542		1	N	
616		+			3734280	3737358	MSMEG_3668				3734280	3735554		1	N	
616		+			3734280	3737358	MSMEG_3669				3735585	3736673		1	N	
616		+			3734280	3737358	MSMEG_3670				3736700	3737035		1	Y	
616		+			3734280	3737358	MSMEG_3672				3737032	3737358		1	N	
617		+			3738781	3743655	MSMEG_3673				3738781	3740985		1	N	
617		+			3738781	3743655	MSMEG_3674				3741065	3741475		1	N	
617		+			3738781	3743655	MSMEG_3675				3741641	3742540		1	N	
617		+			3738781	3743655	MSMEG_3676				3742546	3743655		1	N	
618		-			3748660	3750151	MSMEG_3683				3749223	3748660		1	N	
618		-			3748660	3750151	MSMEG_3684				3750151	3749291		1	N	
619		+			3750230	3752916	MSMEG_3685				3750230	3750661		1	N	
619		+			3750230	3752916	MSMEG_3686				3750763	3751188		1	N	
619		+			3750230	3752916	MSMEG_3687				3751261	3752916		1	N	
620		+			3755928	3758101	MSMEG_3691				3755928	3757010		1	N	
620		+			3755928	3758101	MSMEG_3692				3757013	3758101		1	N	
621		+			3759496	3762354	MSMEG_3694				3759496	3760995		1	N	
621		+			3759496	3762354	MSMEG_3696				3761653	3762354		1	N	
622		+			3763971	3774766	MSMEG_3700				3763971	3765302		1	N	
622		+			3763971	3774766	MSMEG_3701				3765299	3766309		1	N	
622		+			3763971	3774766	MSMEG_3708				3773112	3774191		1	Y	
622		+			3763971	3774766	MSMEG_3710				3774188	3774766		1	N	
623		-			3787674	3794488	MSMEG_3719				3788843	3787674		1	N	
623		-			3787674	3794488	MSMEG_3721				3790188	3789058		1	N	
623		-			3787674	3794488	MSMEG_3722				3790459	3790181		1	N	
623		-			3787674	3794488	MSMEG_3723				3791162	3790446		1	N	
623		-			3787674	3794488	MSMEG_3724				3792074	3791172		1	N	
623		-			3787674	3794488	MSMEG_3726				3794004	3792319		1	N	
623		-			3787674	3794488	MSMEG_3727				3794488	3794018		1	N	
624		-			3800703	3827446	MSMEG_3735				3801659	3800703		1	N	
624		-			3800703	3827446	MSMEG_3737				3802703	3801921		1	Y	
624		-			3800703	3827446	MSMEG_3738				3804189	3802774		1	N	
624		-			3800703	3827446	MSMEG_3739				3804872	3804186		1	N	
