Gene	Start	Stop	Strand	Leaderless?
MSMEG_1681	1774570	1774127	-	N
MSMEG_1682	1775832	1774567	-	N
MSMEG_1683	1777435	1775984	-	N
MSMEG_1684	1778873	1777578	-	Y
MSMEG_1685	1779114	1778947	-	N
MSMEG_1686	1780178	1779111	-	N
MSMEG_1687	1780475	1780185	-	N
MSMEG_1688	1780937	1780527	-	N
MSMEG_1689	1781672	1780950	-	N
MSMEG_1690	1782320	1781688	-	N
MSMEG_1691	1785062	1782369	-	N
MSMEG_1692	1785177	1786091	+	Y
MSMEG_1693	1787828	1786092	-	N
MSMEG_1694	1787883	1788506	+	N
MSMEG_1695	1790147	1788531	-	N
MSMEG_1696	1790620	1790144	-	N
MSMEG_1698	1790726	1791835	+	N
MSMEG_1697	1792557	1791793	-	N
MSMEG_1699	1793730	1792582	-	N
MSMEG_1700	1793829	1794374	+	N
MSMEG_1701	1795175	1794381	-	Y
MSMEG_1702	1795223	1796407	+	Y
MSMEG_1703	1796404	1797576	+	N
MSMEG_1704	1797877	1798974	+	N
MSMEG_1705	1798971	1800500	+	N
MSMEG_1706	1800501	1801760	+	N
MSMEG_1707	1802463	1801804	-	N
MSMEG_1708	1803478	1802474	-	Y
MSMEG_1709	1804524	1803499	-	N
MSMEG_1710	1805594	1804521	-	N
MSMEG_1711	1807099	1805591	-	N
MSMEG_1712	1808108	1807122	-	N
MSMEG_1713	1808508	1810199	+	N
MSMEG_1714	1810196	1810891	+	N
MSMEG_1715	1810894	1812399	+	N
MSMEG_1716	1812681	1812956	+	N
MSMEG_1718	1813034	1813573	+	N
MSMEG_1717	1814966	1813566	-	N
MSMEG_1719	1814987	1815334	+	N
MSMEG_1720	1815873	1816148	+	N
MSMEG_1721	1816151	1817104	+	N
MSMEG_1722	1817806	1817135	-	N
MSMEG_1723	1818047	1818370	+	N
MSMEG_1724	1818885	1818478	-	N
MSMEG_1725	1819287	1819676	+	Y
MSMEG_1726	1819676	1820689	+	N
MSMEG_1727	1821124	1820885	-	N
MSMEG_1728	1821176	1821511	+	Y
MSMEG_1730	1821508	1822437	+	N
MSMEG_1729	1823294	1822434	-	N
MSMEG_1732	1823395	1824546	+	N
MSMEG_1731	1825807	1824488	-	N
MSMEG_1733	1826089	1826988	+	N
MSMEG_1734	1827543	1827076	-	Y
MSMEG_1735	1827585	1829000	+	Y
MSMEG_1736	1829060	1830805	+	Y
MSMEG_1737	1830802	1831677	+	N
MSMEG_1738	1832286	1831699	-	N
MSMEG_1740	1832435	1833205	+	Y
MSMEG_1739	1833962	1833174	-	Y
MSMEG_1741	1834660	1833986	-	Y (1 nt leader)
MSMEG_1742	1834732	1835823	+	Y
MSMEG_1743	1835832	1836980	+	N
MSMEG_1744	1837967	1837050	-	N
MSMEG_1745	1838657	1838043	-	Y
MSMEG_1746	1838767	1840137	+	N
MSMEG_1747	1840251	1840865	+	N
MSMEG_1748	1840862	1841299	+	N
MSMEG_1750	1841151	1841429	+	N
MSMEG_1749	1842214	1841333	-	N
MSMEG_1751	1843281	1842253	-	Y (1 nt leader)
MSMEG_1753	1843365	1844117	+	Y
MSMEG_1752	1843448	1843338	-	N
MSMEG_1754	1844249	1844629	+	N
MSMEG_1755	1845010	1844642	-	N
MSMEG_1756	1845816	1845058	-	N
MSMEG_1757	1850342	1845819	-	Y
MSMEG_1759	1850576	1850854	+	N
MSMEG_1758	1850577	1850404	-	N
MSMEG_1761	1850826	1852142	+	N
MSMEG_1760	1852925	1852110	-	N
MSMEG_1762	1854547	1852964	-	N
MSMEG_1763	1854619	1855083	+	Y
MSMEG_1764	1855136	1856500	+	N
MSMEG_1765	1857038	1856508	-	N
MSMEG_1766	1857176	1857421	+	N
MSMEG_1767	1857437	1857826	+	N
MSMEG_1768	1857823	1858440	+	N
MSMEG_1769	1858494	1858793	+	N
MSMEG_1770	1859117	1858875	-	N
MSMEG_1771	1859306	1859974	+	N
MSMEG_1772	1859971	1860186	+	N
MSMEG_1773	1861290	1860268	-	N
MSMEG_1774	1862041	1861547	-	N
MSMEG_1775	1862204	1863577	+	N
MSMEG_1776	1864526	1863597	-	N
MSMEG_1777	1864669	1864974	+	N
MSMEG_1778	1865326	1864985	-	N
MSMEG_1779	1865714	1865313	-	N
MSMEG_1780	1866940	1865711	-	N
MSMEG_1781	1867401	1866940	-	N
MSMEG_1782	1868306	1867419	-	N
MSMEG_1783	1868551	1868321	-	N
MSMEG_1785	1868617	1869747	+	N
MSMEG_1784	1869657	1868641	-	N
MSMEG_1787	1869761	1870345	+	N
MSMEG_1786	1870770	1870342	-	N
MSMEG_1788	1871258	1871512	+	N
MSMEG_1789	1871520	1871675	+	N
MSMEG_1790	1871713	1871970	+	N
MSMEG_1791	1872145	1872453	+	N
MSMEG_1792	1872858	1872508	-	N
MSMEG_1794	1872888	1873895	+	N
MSMEG_1793	1874426	1873863	-	N
MSMEG_1795	1875648	1874566	-	N
MSMEG_1796	1877078	1875645	-	N
MSMEG_1797	1877791	1877075	-	N
MSMEG_1798	1879104	1877776	-	N
MSMEG_1799	1879301	1880209	+	N
MSMEG_1800	1880365	1880234	-	N
MSMEG_1801	1880491	1880622	+	N
MSMEG_1802	1880724	1881143	+	N
MSMEG_1803	1881247	1881663	+	N
MSMEG_1804	1881660	1882412	+	N
MSMEG_1806	1882438	1882986	+	N
MSMEG_1805	1883332	1882976	-	N
MSMEG_1807	1885229	1883433	-	N
MSMEG_1808	1886034	1885624	-	N
MSMEG_1809	1886924	1886037	-	Y
MSMEG_1810	1887283	1887074	-	N
MSMEG_1811	1888092	1887457	-	N
MSMEG_1812	1888473	1888189	-	N
MSMEG_1813	1890125	1888497	-	Y
MSMEG_1814	1890327	1890539	+	N
MSMEG_1815	1891139	1890966	-	N
MSMEG_1816	1891196	1892388	+	N
MSMEG_1818	1892734	1893252	+	Y
MSMEG_1817	1893878	1893207	-	Y
MSMEG_1819	1893955	1895181	+	Y
MSMEG_1820	1895208	1895687	+	N
MSMEG_1821	1896033	1897202	+	N
MSMEG_1822	1897225	1898037	+	Y
MSMEG_1823	1898817	1898113	-	N
MSMEG_1824	1900321	1898840	-	N
MSMEG_1825	1900401	1901291	+	Y
MSMEG_1826	1901315	1902184	+	N
MSMEG_1828	1902184	1903262	+	N
MSMEG_1827	1903792	1903244	-	N
MSMEG_1829	1905153	1903789	-	N
MSMEG_1830	1906133	1905150	-	Y
MSMEG_1831	1906425	1906814	+	N
MSMEG_1832	1907319	1906855	-	Y
MSMEG_1833	1907407	1907826	+	Y
MSMEG_1834	1907957	1909375	+	N
MSMEG_1835	1909372	1910454	+	N
MSMEG_1836	1910546	1911685	+	N
MSMEG_1837	1913103	1911718	-	Y (1 nt leader)
MSMEG_1838	1913166	1914650	+	N
MSMEG_1839	1914807	1916039	+	N
MSMEG_1840	1916036	1916209	+	N
MSMEG_1841	1916206	1916388	+	N
MSMEG_1842	1916498	1917121	+	Y
MSMEG_1843	1917272	1918728	+	N
MSMEG_1844	1919315	1918791	-	N
MSMEG_1845	1919999	1919373	-	Y
MSMEG_1846	1921031	1920009	-	N
MSMEG_1847	1921969	1921055	-	N
MSMEG_1848	1925233	1921966	-	N
MSMEG_1849	1927136	1925424	-	N
MSMEG_1850	1928404	1927124	-	N
MSMEG_1851	1928522	1928428	-	N
MSMEG_1852	1928562	1929554	+	Y
MSMEG_1853	1931401	1929588	-	N
MSMEG_1854	1931586	1932791	+	N
MSMEG_1855	1932788	1933810	+	N
MSMEG_1856	1934534	1933836	-	N
MSMEG_1857	1934812	1936173	+	N
MSMEG_1858	1936170	1937024	+	N
MSMEG_1859	1937322	1937032	-	N
MSMEG_1860	1937530	1937342	-	N
MSMEG_1861	1938472	1937660	-	N
MSMEG_1862	1939568	1938555	-	N
MSMEG_1863	1939957	1939568	-	Y
MSMEG_1864	1940354	1940145	-	N
MSMEG_1865	1940497	1941963	+	N
MSMEG_1866	1943023	1942190	-	N
MSMEG_1867	1943334	1943053	-	Y
MSMEG_1868	1943838	1943545	-	N
MSMEG_1869	1944624	1943875	-	N
MSMEG_1870	1948496	1944699	-	N
MSMEG_1871	1948774	1948496	-	N
MSMEG_1872	1949663	1948794	-	N
MSMEG_1873	1949753	1950385	+	Y
MSMEG_1874	1950437	1951123	+	N
MSMEG_1875	1951266	1952852	+	N
MSMEG_1876	1952849	1954606	+	N
MSMEG_1877	1954646	1955299	+	N
MSMEG_1878	1955596	1956288	+	N
MSMEG_1879	1956488	1956363	-	N
MSMEG_1881	1956525	1959386	+	N
MSMEG_1880	1959925	1959383	-	N
MSMEG_1882	1960095	1961504	+	N
MSMEG_1883	1961567	1963423	+	N
MSMEG_1884	1963433	1963930	+	Y
MSMEG_1885	1963982	1965133	+	Y
MSMEG_1886	1965203	1966459	+	N
MSMEG_1887	1966654	1967082	+	N
MSMEG_1888	1968031	1967099	-	N
MSMEG_1889	1969131	1968124	-	N
MSMEG_1890	1970459	1969128	-	Y
MSMEG_1891	1970515	1971303	+	N
MSMEG_1892	1971300	1972799	+	N
MSMEG_1893	1973613	1972807	-	Y
MSMEG_1894	1974510	1973653	-	Y
MSMEG_1895	1975435	1974521	-	N
MSMEG_1896	1975509	1976741	+	N
MSMEG_1897	1976738	1977514	+	N
MSMEG_1898	1977511	1978308	+	N
MSMEG_1899	1978305	1978955	+	N
MSMEG_1900	1979517	1978960	-	N
MSMEG_1901	1982224	1979558	-	Y
MSMEG_1902	1983185	1982232	-	N
MSMEG_1903	1985660	1983261	-	N
MSMEG_1904	1986859	1985666	-	N
MSMEG_1905	1987976	1986861	-	N
MSMEG_1906	1990903	1988141	-	N
MSMEG_1907	1991428	1990913	-	N
MSMEG_1908	1992794	1991430	-	N
MSMEG_1909	1993004	1993930	+	N
MSMEG_1910	1993927	1995030	+	N
MSMEG_1911	1995064	1995957	+	N
MSMEG_1912	1995965	1996249	+	N
MSMEG_1913	1996745	1996254	-	Y
MSMEG_1914	1997014	1997673	+	N
MSMEG_1915	1997670	1997975	+	N
MSMEG_1916	1998062	1997988	-	N
MSMEG_1917	1998180	1998401	+	N
MSMEG_1918	1998476	1999975	+	N
MSMEG_1919	2000397	2000143	-	N
MSMEG_1920	2001608	2000646	-	Y
MSMEG_1921	2002043	2001654	-	Y
MSMEG_1922	2002144	2002581	+	Y
MSMEG_1923	2002578	2002958	+	N
MSMEG_1924	2003444	2002965	-	N
MSMEG_1925	2004532	2003441	-	N
MSMEG_1926	2005140	2004529	-	Y
MSMEG_1927	2005199	2005996	+	Y
MSMEG_1928	2006011	2006712	+	N
MSMEG_1929	2007941	2006724	-	N
MSMEG_1930	2009465	2007957	-	N
MSMEG_1931	2009771	2010469	+	Y
MSMEG_1933	2010381	2010563	+	N
MSMEG_1932	2011300	2010476	-	N
MSMEG_1934	2011602	2011841	+	N
MSMEG_1935	2012509	2011850	-	N
MSMEG_1936	2012755	2013789	+	Y
MSMEG_1937	2013931	2015121	+	N
MSMEG_1938	2015158	2016012	+	Y
MSMEG_1939	2016386	2016090	-	N
MSMEG_1940	2017149	2016388	-	N
MSMEG_1941	2017285	2020422	+	N
MSMEG_1943	2020443	2023706	+	Y
MSMEG_1942	2024412	2023699	-	Y
MSMEG_1944	2024932	2024543	-	Y
MSMEG_1945	2025002	2026096	+	N
MSMEG_1946	2026093	2027028	+	N
MSMEG_1947	2027299	2027051	-	Y
MSMEG_1949	2027614	2027757	+	N
MSMEG_1948	2027625	2027434	-	N
MSMEG_1950	2027837	2028406	+	N
MSMEG_1951	2028409	2029071	+	N
MSMEG_1952	2029125	2031275	+	N
MSMEG_1953	2031777	2032088	+	N
MSMEG_1956	2033351	2033593	+	N
MSMEG_1954	2033509	2032190	-	Y
MSMEG_1955	2034406	2033567	-	N
MSMEG_1957	2035873	2034464	-	Y
MSMEG_1958	2035990	2037018	+	Y
MSMEG_1959	2037115	2040126	+	N
MSMEG_1960	2040307	2040828	+	N
MSMEG_1961	2040821	2041996	+	N
MSMEG_1962	2041993	2042538	+	N
MSMEG_1963	2042589	2045987	+	N
MSMEG_1964	2046110	2047510	+	N
MSMEG_1965	2047596	2047672	+	N
MSMEG_1966	2048551	2048141	-	N
MSMEG_1967	2048661	2049275	+	Y
MSMEG_1968	2050320	2049610	-	N
MSMEG_1969	2050405	2050770	+	N
MSMEG_1970	2052537	2050786	-	N
MSMEG_1971	2052753	2054381	+	N
MSMEG_1972	2054473	2055519	+	N
MSMEG_1973	2055543	2056650	+	N
MSMEG_1974	2056647	2056991	+	N
MSMEG_1975	2057028	2058071	+	N
MSMEG_1976	2058068	2058811	+	N
MSMEG_1977	2058811	2059836	+	N
MSMEG_1978	2059864	2061513	+	N
MSMEG_1979	2061539	2061880	+	N
MSMEG_1980	2063062	2061887	-	N
MSMEG_1981	2063547	2063059	-	N
MSMEG_1982	2063768	2065315	+	Y
MSMEG_1983	2066677	2065325	-	N
MSMEG_1984	2067646	2066756	-	N
MSMEG_1985	2067763	2068695	+	N
MSMEG_1986	2068955	2070055	+	N
MSMEG_1987	2070195	2070575	+	N
MSMEG_1988	2070610	2071146	+	N
MSMEG_1989	2071147	2072145	+	N
MSMEG_1990	2072174	2073247	+	N
MSMEG_1991	2073322	2074476	+	N
MSMEG_1992	2074476	2075642	+	N
MSMEG_1993	2075672	2076505	+	N
MSMEG_1994	2076502	2076633	+	N
MSMEG_1995	2077354	2076671	-	Y
MSMEG_1996	2077513	2078376	+	N
MSMEG_1997	2078514	2080274	+	N
MSMEG_1998	2080271	2081164	+	N
MSMEG_1999	2081378	2081235	-	N
MSMEG_2000	2082070	2081621	-	N
MSMEG_2001	2082831	2082169	-	N
MSMEG_2002	2082987	2083688	+	N
MSMEG_2003	2085018	2083696	-	N
MSMEG_2004	2085840	2085076	-	N
MSMEG_2005	2086792	2085866	-	N
MSMEG_2006	2087875	2086952	-	N
MSMEG_2008	2088661	2088927	+	N
MSMEG_2007	2088741	2087878	-	N
MSMEG_2009	2088924	2089604	+	N
MSMEG_2010	2089956	2089639	-	N
MSMEG_2011	2091106	2090102	-	N
MSMEG_2012	2091191	2092510	+	N
MSMEG_2013	2092507	2093262	+	N
MSMEG_2014	2094348	2093263	-	N
MSMEG_2015	2095157	2094345	-	N
MSMEG_2016	2095897	2095154	-	N
MSMEG_2017	2096298	2095894	-	N
MSMEG_2019	2096408	2097154	+	N
MSMEG_2018	2098356	2097139	-	N
MSMEG_2020	2098459	2098789	+	N
MSMEG_2021	2098884	2100914	+	N
MSMEG_2022	2101118	2102572	+	N
MSMEG_2023	2102587	2103825	+	N
MSMEG_2024	2103822	2104766	+	N
MSMEG_2025	2104783	2105565	+	N
MSMEG_2026	2105584	2106414	+	Y
MSMEG_2027	2106894	2106472	-	Y
MSMEG_2028	2108135	2106948	-	N
MSMEG_2029	2108896	2108135	-	N
MSMEG_2030	2108966	2109559	+	N
MSMEG_2031	2109743	2109561	-	N
MSMEG_2032	2109768	2110526	+	Y
MSMEG_2033	2111509	2110538	-	N
MSMEG_2034	2111627	2112715	+	N
MSMEG_2036	2112758	2113684	+	N
MSMEG_2035	2115026	2113659	-	N
MSMEG_2037	2115046	2116035	+	Y
MSMEG_2038	2116080	2117639	+	N
MSMEG_2039	2118420	2117665	-	N
MSMEG_2040	2118476	2118826	+	N
MSMEG_2041	2119956	2118840	-	N
MSMEG_2042	2121094	2119958	-	N
MSMEG_2043	2121141	2121749	+	N
MSMEG_2044	2121822	2123135	+	N
MSMEG_2045	2123135	2124499	+	N
MSMEG_2046	2124514	2125188	+	Y
MSMEG_2048	2125208	2126242	+	Y
MSMEG_2047	2127006	2126239	-	N
MSMEG_2049	2127094	2127675	+	N
MSMEG_2050	2129329	2127764	-	N
MSMEG_2051	2130920	2129331	-	N
MSMEG_2052	2132803	2130914	-	N
MSMEG_2053	2133110	2132811	-	N
MSMEG_2054	2133874	2133116	-	N
MSMEG_2055	2134413	2133871	-	N
MSMEG_2056	2135632	2134406	-	N
MSMEG_2057	2138013	2135629	-	N
MSMEG_2058	2139433	2138102	-	N
MSMEG_2059	2140167	2139430	-	N
MSMEG_2060	2141556	2140228	-	N
MSMEG_2061	2142272	2141556	-	N
MSMEG_2062	2142823	2142269	-	N
MSMEG_2063	2143182	2142814	-	N
MSMEG_2064	2143764	2143366	-	Y
MSMEG_2065	2144346	2143828	-	N
MSMEG_2066	2144779	2144378	-	N
MSMEG_2067	2144836	2145471	+	N
MSMEG_2068	2145835	2145479	-	N
MSMEG_2069	2146821	2145832	-	N
MSMEG_2070	2148062	2146818	-	N
MSMEG_2071	2148684	2148073	-	N
MSMEG_2072	2149593	2148691	-	N
MSMEG_2073	2150795	2149593	-	N
MSMEG_2074	2152021	2150792	-	N
MSMEG_2075	2153125	2152022	-	N
MSMEG_2076	2153841	2153254	-	Y
MSMEG_2077	2155042	2153861	-	N
MSMEG_2078	2155501	2156478	+	N
MSMEG_2079	2157543	2156545	-	Y
MSMEG_2080	2158853	2157633	-	N
MSMEG_2081	2160217	2158889	-	N
MSMEG_2082	2160227	2160346	+	N
MSMEG_2083	2161186	2160404	-	Y
MSMEG_2084	2161210	2161590	+	Y
MSMEG_2085	2162981	2161613	-	N
MSMEG_2086	2163153	2164259	+	Y
MSMEG_2087	2164249	2165229	+	N
MSMEG_2088	2165307	2165747	+	N
MSMEG_2089	2165793	2166482	+	N
MSMEG_2090	2166483	2167379	+	N
MSMEG_2091	2167390	2167875	+	N
MSMEG_2092	2168040	2169143	+	N
MSMEG_2093	2169257	2169625	+	N
MSMEG_2094	2171087	2169678	-	N
MSMEG_2095	2171219	2172142	+	N
MSMEG_2096	2173018	2172275	-	N
MSMEG_2097	2174138	2173038	-	N
MSMEG_2098	2175013	2174138	-	N
MSMEG_2099	2176023	2175058	-	N
MSMEG_2100	2177433	2176102	-	N
MSMEG_2101	2178255	2177447	-	N
MSMEG_2102	2179069	2178248	-	N
MSMEG_2103	2180020	2179121	-	N
MSMEG_2104	2181750	2180401	-	N
MSMEG_2105	2183003	2182038	-	N
MSMEG_2107	2183185	2184645	+	N
MSMEG_2106	2185249	2184617	-	N
MSMEG_2108	2185414	2186352	+	N
MSMEG_2109	2186345	2187502	+	N
MSMEG_2110	2187612	2188592	+	N
MSMEG_2111	2188645	2189190	+	N
MSMEG_2112	2189268	2189852	+	N
MSMEG_2115	2189849	2190382	+	N
MSMEG_2114	2190525	2190361	-	N
MSMEG_2113	2190532	2190275	-	N
MSMEG_2116	2192436	2190853	-	N
MSMEG_2117	2192581	2193051	+	N
MSMEG_2118	2193073	2193858	+	N
MSMEG_2119	2193860	2195017	+	N
MSMEG_2120	2195157	2197775	+	N
MSMEG_2121	2200202	2197776	-	N
MSMEG_2122	2200831	2200199	-	N
MSMEG_2123	2201831	2200833	-	N
MSMEG_2124	2202608	2201841	-	N
MSMEG_2125	2202762	2203508	+	N
MSMEG_2126	2203331	2203729	+	N
MSMEG_2127	2203799	2204158	+	Y
MSMEG_2128	2204236	2204883	+	N
MSMEG_2129	2205039	2205167	+	N
MSMEG_2130	2206385	2205201	-	N
MSMEG_2131	2207962	2206382	-	N
MSMEG_2132	2208228	2207959	-	Y
MSMEG_2133	2209358	2208288	-	N
MSMEG_2134	2209720	2209355	-	N
MSMEG_2135	2210115	2209717	-	N
MSMEG_2136	2210186	2211820	+	Y
MSMEG_2137	2211817	2213085	+	Y
MSMEG_2138	2213142	2213214	+	N
MSMEG_2139	2213484	2213383	-	N
MSMEG_2140	2214726	2213518	-	Y
MSMEG_2141	2214785	2215036	+	N
MSMEG_2142	2215051	2215749	+	N
MSMEG_2143	2216200	2215760	-	N
MSMEG_2144	2216793	2216197	-	Y
MSMEG_2145	2217015	2217425	+	N
MSMEG_2146	2217440	2221084	+	N
MSMEG_2147	2221153	2222246	+	N
MSMEG_2148	2222742	2224376	+	N
MSMEG_2149	2224483	2224938	+	N
MSMEG_2150	2225963	2225109	-	N
MSMEG_2151	2227321	2225960	-	N
MSMEG_2152	2228022	2227457	-	N
MSMEG_2153	2228763	2228170	-	Y
MSMEG_2154	2228863	2229687	+	N
MSMEG_2155	2229760	2230743	+	N
MSMEG_2156	2230794	2231729	+	N
MSMEG_2157	2231876	2232784	+	N
MSMEG_2159	2232790	2233644	+	N
MSMEG_2160	2233641	2233796	+	N
MSMEG_2158	2233865	2233443	-	N
MSMEG_2161	2234027	2237583	+	N
MSMEG_2162	2237715	2238554	+	N
MSMEG_2163	2238574	2240016	+	N
MSMEG_2164	2240142	2240876	+	N
MSMEG_2165	2241113	2241976	+	N
MSMEG_2166	2241973	2243007	+	N
MSMEG_2167	2243141	2244442	+	N
MSMEG_2168	2244465	2244662	+	N
MSMEG_2170	2244650	2245630	+	N
MSMEG_2169	2247044	2245536	-	N
MSMEG_2171	2248261	2247041	-	N
MSMEG_2172	2249870	2248470	-	N
MSMEG_2173	2250029	2250721	+	N
MSMEG_2174	2250877	2253087	+	N
MSMEG_2176	2253121	2253447	+	Y
MSMEG_2175	2254820	2253444	-	N
MSMEG_2177	2256019	2254841	-	N
MSMEG_2178	2256384	2256187	-	N
MSMEG_2179	2256454	2257758	+	N
MSMEG_2180	2258323	2257799	-	N
MSMEG_2182	2258412	2259011	+	Y
MSMEG_2181	2259802	2258987	-	N
MSMEG_2183	2260779	2259796	-	N
MSMEG_2184	2260965	2262506	+	N
MSMEG_2185	2262515	2263351	+	N
MSMEG_2186	2263348	2263971	+	N
MSMEG_2187	2263968	2265989	+	N
MSMEG_2189	2265986	2267656	+	N
MSMEG_2188	2268578	2267604	-	N
MSMEG_2190	2269790	2268648	-	N
MSMEG_2191	2271034	2269802	-	N
MSMEG_2192	2271168	2271569	+	Y
MSMEG_2194	2271642	2272415	+	N
MSMEG_2193	2273065	2272412	-	N
MSMEG_2195	2273773	2273072	-	N
MSMEG_2197	2274343	2275170	+	N
MSMEG_2196	2276997	2275150	-	N
MSMEG_2198	2279198	2277027	-	N
MSMEG_2199	2279959	2279195	-	N
MSMEG_2200	2280439	2281332	+	Y
MSMEG_2201	2281354	2281806	+	N
MSMEG_2202	2281948	2283312	+	N
MSMEG_2203	2283309	2284205	+	N
MSMEG_2204	2285101	2284280	-	N
MSMEG_2205	2286337	2285144	-	N
MSMEG_2206	2286455	2287189	+	N
MSMEG_2207	2287186	2288409	+	N
MSMEG_2208	2288417	2289610	+	N
MSMEG_2209	2289614	2290282	+	N
MSMEG_2210	2290327	2291515	+	N
MSMEG_2211	2292370	2291531	-	N
MSMEG_2212	2292544	2293488	+	N
MSMEG_2213	2293527	2294720	+	N
MSMEG_2214	2294998	2294858	-	N
MSMEG_2215	2296497	2294995	-	N
MSMEG_2216	2297974	2296490	-	N
MSMEG_2217	2299418	2297967	-	N
MSMEG_2218	2300200	2299418	-	N
MSMEG_2219	2301003	2300197	-	N
MSMEG_2220	2301845	2301024	-	N
MSMEG_2221	2301934	2302098	+	N
MSMEG_2222	2301963	2302109	+	N
MSMEG_2223	2302131	2303000	+	N
MSMEG_2224	2303045	2304229	+	N
MSMEG_2225	2305031	2304294	-	N
MSMEG_2226	2305179	2305009	-	N
MSMEG_2227	2305317	2306081	+	N
MSMEG_2228	2306091	2306888	+	N
MSMEG_2229	2307025	2307846	+	N
MSMEG_2230	2307861	2309111	+	N
MSMEG_2231	2309115	2310743	+	N
MSMEG_2232	2310740	2311594	+	N
MSMEG_2233	2311599	2312648	+	N
MSMEG_2234	2312674	2313864	+	N
MSMEG_2235	2315121	2313886	-	N
MSMEG_2236	2316362	2315214	-	N
MSMEG_2237	2316524	2318806	+	N
MSMEG_2238	2318803	2320329	+	N
MSMEG_2239	2321103	2320363	-	N
MSMEG_2240	2322314	2321106	-	N
MSMEG_2242	2322534	2324021	+	N
MSMEG_2241	2325657	2324005	-	N
MSMEG_2243	2326282	2325677	-	N
MSMEG_2244	2327307	2326291	-	N
MSMEG_2245	2327539	2327985	+	N
MSMEG_2246	2328650	2327988	-	Y
MSMEG_2247	2328800	2329819	+	N
MSMEG_2249	2329816	2330946	+	N
MSMEG_2250	2333091	2333234	+	N
MSMEG_2248	2333096	2330943	-	N
MSMEG_2251	2333298	2333648	+	N
MSMEG_2252	2333717	2335201	+	N
MSMEG_2254	2335507	2336553	+	N
MSMEG_2253	2335527	2335246	-	N
MSMEG_2255	2338136	2336583	-	N
MSMEG_2256	2338240	2339292	+	N
MSMEG_2257	2339303	2340538	+	N
MSMEG_2258	2340752	2340549	-	N
MSMEG_2259	2342992	2340686	-	N
MSMEG_2260	2344226	2343165	-	N
MSMEG_2261	2344455	2345024	+	N
MSMEG_2262	2345095	2346066	+	N
MSMEG_2263	2346098	2347705	+	N
MSMEG_2264	2347746	2348543	+	N
MSMEG_2266	2348549	2348812	+	N
MSMEG_2267	2348829	2350079	+	N
MSMEG_2268	2350076	2350963	+	N
MSMEG_2265	2350169	2348802	-	N
MSMEG_2269	2350975	2352150	+	N
MSMEG_2270	2352162	2352983	+	N
MSMEG_2271	2353769	2352990	-	N
MSMEG_2272	2354117	2353782	-	N
MSMEG_2273	2354278	2356566	+	N
MSMEG_2274	2356566	2356826	+	N
MSMEG_2275	2356823	2357926	+	N
MSMEG_2276	2357919	2358992	+	N
MSMEG_2277	2360522	2358993	-	N
MSMEG_2278	2362238	2360646	-	N
MSMEG_2279	2362387	2363154	+	N
MSMEG_2280	2363217	2364947	+	N
MSMEG_2281	2365514	2364966	-	N
MSMEG_2282	2365655	2366356	+	N
MSMEG_2283	2367686	2366364	-	N
MSMEG_2284	2367905	2367744	-	N
MSMEG_2285	2368080	2368895	+	N
MSMEG_2286	2368918	2369979	+	N
MSMEG_2287	2370769	2370008	-	N
MSMEG_2288	2370961	2371452	+	N
MSMEG_2289	2373032	2371548	-	N
MSMEG_2290	2373164	2373823	+	Y
MSMEG_2291	2373847	2374710	+	N
MSMEG_2292	2376248	2374713	-	N
MSMEG_2293	2377534	2376350	-	N
MSMEG_2294	2378615	2377545	-	N
MSMEG_2295	2379234	2378620	-	N
MSMEG_2296	2379342	2379905	+	N
MSMEG_2297	2380379	2380618	+	N
MSMEG_2298	2380654	2381098	+	N
MSMEG_2299	2381113	2383233	+	N
MSMEG_2300	2383423	2384536	+	N
MSMEG_2301	2384956	2384537	-	N
MSMEG_2303	2385228	2386637	+	N
MSMEG_2302	2385353	2385126	-	N
MSMEG_2304	2386634	2386777	+	N
MSMEG_2306	2386828	2387679	+	Y
MSMEG_2305	2388226	2387651	-	N
MSMEG_2307	2388350	2389228	+	N
MSMEG_2308	2390485	2389298	-	N
MSMEG_2309	2390636	2391373	+	Y
MSMEG_2310	2391489	2392988	+	N
MSMEG_2311	2393083	2393598	+	N
MSMEG_2312	2393652	2393801	+	N
MSMEG_2313	2393815	2394789	+	N
MSMEG_2314	2394859	2396241	+	Y (1 nt leader)
MSMEG_2315	2396241	2397821	+	N
MSMEG_2316	2399317	2397867	-	Y
MSMEG_2317	2400481	2399432	-	N
MSMEG_2318	2400944	2400669	-	Y
MSMEG_2319	2402027	2400954	-	Y
MSMEG_2320	2402237	2403963	+	N
MSMEG_2321	2404009	2405250	+	N
MSMEG_2322	2405378	2405671	+	Y
MSMEG_2323	2407112	2405673	-	N
MSMEG_2324	2407176	2407322	+	Y
MSMEG_2325	2407319	2408014	+	N
MSMEG_2326	2407969	2408817	+	Y
MSMEG_2327	2408810	2409631	+	N
MSMEG_2328	2409628	2410335	+	N
MSMEG_2329	2410370	2411350	+	Y
MSMEG_2330	2411359	2412522	+	N
MSMEG_2331	2412595	2413296	+	N
MSMEG_2332	2414872	2413328	-	N
MSMEG_2334	2414879	2415001	+	N
MSMEG_2333	2416273	2414990	-	N
MSMEG_2335	2416370	2417113	+	N
MSMEG_2337	2417887	2418912	+	N
MSMEG_2336	2417951	2417125	-	N
MSMEG_2338	2418945	2419571	+	N
MSMEG_2340	2420692	2421201	+	N
