Gene	Start	Stop	Strand	Leaderless?
Rv0811c	906340	905234	-	Y
Rv0812	906423	907292	+	N
Rv0813c	908018	907338	-	N
Rv0814c	908483	908181	-	N
Rv0815c	909318	908485	-	N
Rv0816c	910033	909611	-	N
Rv0817c	910836	910030	-	Y
Rv0818	910972	911739	+	N
Rv0819	911736	912683	+	N
Rv0820	912726	913502	+	N
Rv0821c	914199	913558	-	Y
Rv0822c	916311	914257	-	N
Rv0823c	917646	916477	-	N
Rv0824c	918750	917734	-	N
Rv0825c	919553	918912	-	N
Rv0826	919634	920689	+	N
Rv0827c	921133	920741	-	Y
Rv0829	921575	921865	+	N
Rv0828c	921613	921191	-	N
Rv0830	921970	922875	+	N
Rv0831c	923709	922894	-	Y
Rvnt10	923875	923803	-	N
Rvnt11	923999	924072	+	N
Rvnt12	924110	924183	+	N
Rvnt13	924213	924286	+	N
Rv0832	924951	925364	+	N
Rv0833	925361	927610	+	N
Rv0834c	930485	927837	-	N
Rv0835	930953	931597	+	N
Rv0836c	932932	932279	-	N
Rv0837c	934031	933003	-	N
Rv0838	934720	935490	+	Y
Rv0839	935577	936389	+	N
Rv0840c	937317	936457	-	N
Rv0841	937593	937835	+	N
Rv0842	938112	939404	+	N
Rv0843	939388	940392	+	N
Rv0844c	941106	940456	-	N
Rv0845	941190	942467	+	N
Rv0846c	944194	942680	-	N
Rv0847	944328	944735	+	Y
Rv0848	944938	946056	+	N
Rv0849	946056	947315	+	N
Rv0850	947312	947644	+	N
Rv0851c	948468	947641	-	Y
Rv0852	948559	949395	+	N
Rv0853c	951118	949436	-	Y
Rv0854	951183	951626	+	Y
Rv0855	951632	952711	+	N
Rv0856	952825	953229	+	N
Rv0857	953257	953730	+	N
Rv0858c	954920	953727	-	Y
Rv0859	955077	956288	+	N
Rv0860	956293	958455	+	N
Rv0861c	960151	958523	-	N
Rv0862c	962612	960342	-	N
Rv0863	962680	962880	+	Y
Rv0864	962890	963393	+	N
Rv0865	963390	963872	+	N
Rv0866	963869	964294	+	N
Rv0867c	965535	964312	-	N
Rv0868c	966261	965983	-	N
Rv0869c	967347	966265	-	N
Rv0870c	967733	967344	-	N
Rv0871	967898	968305	+	N
Rv0872c	970244	968424	-	N
Rv0873	970505	972457	+	N
Rv0874c	973706	972546	-	N
Rv0875c	974294	973806	-	N
Rv0876c	975970	974291	-	Y
Rv0877	976075	976863	+	N
Rv0878c	978203	976872	-	N
Rv0879c	978756	978481	-	N
Rv0880	978934	979365	+	Y
Rv0881	979362	980228	+	N
Rv0882	980225	980509	+	N
Rv0883c	981267	980506	-	N
Rv0884c	982554	981424	-	Y
Rv0885	982762	983784	+	N
Rv0886	983803	985530	+	N
Rv0887c	985971	985513	-	N
Rv0888	987233	988705	+	N
Rv0889c	989861	988740	-	Y
Rv0890c	992596	989948	-	N
Rv0891c	993455	992598	-	N
Rv0892	993853	995340	+	N
Rv0893c	996295	995318	-	Y
Rv0894	996524	997705	+	N
Rv0895	997782	999299	+	N
Rv0896	999472	1000767	+	N
Rv0897c	1002415	1000808	-	N
Rv0898c	1002704	1002441	-	Y
Rv0899	1002812	1003792	+	N
Rv0900	1003805	1003957	+	N
Rv0901	1003957	1004484	+	N
Rv0902c	1005841	1004501	-	N
Rv0903c	1006553	1005852	-	Y
Rv0904c	1008180	1006693	-	Y
Rv0905	1008207	1008938	+	Y
Rv0906	1008944	1010062	+	N
Rv0907	1010136	1011734	+	N
Rv0908	1011731	1014124	+	N
Rv0909	1014681	1014860	+	N
Rv0910	1014866	1015300	+	N
Rv0911	1015398	1016171	+	N
Rv0912	1016236	1016685	+	N
Rv0913c	1018725	1017217	-	N
Rv0914c	1019965	1018727	-	Y
Rv0915c	1021329	1020058	-	N
Rv0916c	1021643	1021344	-	N
Rv0917	1022087	1023868	+	N
Rv0918	1024400	1024687	+	Y
Rv0919	1024684	1025184	+	N
Rvnt14	1025393	1025321	-	N
Rv0920c	1026816	1025497	-	N
Rv0921	1027104	1027685	+	Y
Rv0922	1027685	1029337	+	N
Rv0923c	1030577	1029513	-	N
Rv0924c	1030610	1030578	-	Y
Rv0925c	1032633	1031896	-	N
Rv0926c	1033786	1032710	-	N
Rv0927c	1034736	1033840	-	Y
Rv0928	1034903	1036015	+	N
Rv0929	1036028	1037002	+	N
Rv0930	1036999	1037925	+	N
Rv0931c	1039914	1037920	-	N
Rv0932c	1041048	1039936	-	N
Rv0933	1041264	1042094	+	Y
Rv0934	1042115	1043239	+	N
Rv0935	1043299	1044315	+	N
Rv0936	1044317	1045222	+	N
Rv0937c	1046020	1045199	-	Y
Rv0938	1046136	1048415	+	Y
Rv0939	1048412	1050346	+	N
Rv0940c	1051459	1050593	-	N
Rv0941c	1052317	1051544	-	N
Rv0942	1052360	1052638	+	N
Rv0943c	1053736	1052696	-	N
Rv0944	1053765	1054241	+	N
Rv0945	1054247	1055008	+	N
Rv0946c	1056685	1055024	-	Y
Rv0947c	1057530	1057303	-	N
Rv0948c	1057963	1057646	-	N
Rv0949	1058260	1060575	+	N
Rv0950c	1061654	1060656	-	N
Rv0951	1061964	1063127	+	N
Rv0952	1063140	1064051	+	N
Rv0953c	1064962	1064114	-	N
Rv0954	1065127	1066038	+	N
Rv0955	1066543	1067445	+	Y
Rv0956	1067561	1068208	+	Y
Rv0957	1068205	1069776	+	N
Rv0958	1069883	1071262	+	N
Rv0959	1071255	1073273	+	N
Rv0960	1073545	1073928	+	N
Rv0961	1074080	1074421	+	Y
Rv0962c	1075114	1074440	-	N
Rv0963c	1076097	1075297	-	N
Rv0964c	1076678	1076196	-	N
Rv0965c	1077197	1076778	-	N
Rv0966c	1077835	1077233	-	Y (1 nt leader)
Rv0967	1077975	1078334	+	N
Rv0968	1078391	1078687	+	N
Rv0969	1078743	1081055	+	N
Rv0970	1081052	1081684	+	N
Rv0971c	1082584	1081775	-	N
Rv0972c	1083750	1082584	-	N
Rv0973c	1085750	1083747	-	N
Rv0974c	1087345	1085756	-	N
Rv0975c	1088496	1087348	-	N
Rv0976c	1090175	1088493	-	N
Rv0977	1090373	1093144	+	N
Rv0978c	1094356	1093361	-	N
Rv0979c	1094864	1094670	-	N
Rv0979A	1094886	1095059	+	N
Rv0980c	1096451	1095078	-	N
Rv0981	1096822	1097508	+	Y
Rv0982	1097508	1099022	+	N
Rv0983	1099066	1100460	+	N
Rv0984	1100508	1101005	+	Y
Rv0985c	1101480	1101025	-	N
Rv0986	1101803	1102549	+	N
Rv0987	1102542	1105109	+	N
Rv0988	1105116	1106276	+	N
Rv0989c	1107382	1106405	-	N
Rv0990c	1108099	1107443	-	N
Rv0991c	1108504	1108172	-	N
Rv0992c	1109171	1108578	-	Y
Rv0993	1109272	1110192	+	Y (1 nt leader)
Rv0994	1110269	1111549	+	N
Rv0995	1111612	1112223	+	N
Rv0996	1112384	1113460	+	N
Rvnt15	1113511	1113583	+	N
Rv0997	1114293	1114724	+	N
Rv0998	1114748	1115749	+	N
Rv0999	1115767	1116525	+	N
Rv1000c	1117127	1116531	-	Y
Rv1001	1117185	1118393	+	Y
Rv1002c	1119939	1118428	-	N
Rv1003	1120022	1120879	+	N
Rv1004c	1122148	1120889	-	N
Rv1005c	1123508	1122222	-	Y
Rv1006	1123714	1125417	+	N
Rv1007c	1127003	1125444	-	N
Rv1008	1127029	1127883	+	Y
Rv1009	1128091	1129179	+	N
Rv1010	1129152	1130105	+	N
Rv1011	1130155	1131111	+	Y
Rv1012	1131128	1131421	+	N
Rv1013	1131625	1133259	+	N
Rv1014c	1133908	1133333	-	N
Rv1015c	1134568	1133921	-	N
Rv1016c	1135465	1134785	-	N
Rv1017c	1136481	1135501	-	N
Rv1018c	1138060	1136573	-	N
Rvnt16	1138147	1138076	-	N
Rv1019	1138249	1138908	+	Y
Rv1020	1138967	1142671	+	N
Rv1021	1142671	1143648	+	N
Rv1022	1143736	1144467	+	N
Rv1023	1144564	1145853	+	N
Rv1024	1145858	1146544	+	N
Rv1025	1146561	1147028	+	N
Rv1026	1147019	1147978	+	N
Rv1027c	1149107	1148427	-	N
Rv1028c	1150726	1149104	-	Y
Rv1028A	1151920	1152012	+	N
Rv1029	1152012	1153727	+	N
Rv1030	1153724	1155853	+	N
Rv1031	1155853	1156422	+	N
Rv1032c	1157847	1156426	-	Y
Rv1033c	1158736	1157963	-	N
Rv1034c	1159307	1158918	-	N
Rv1035c	1160061	1159375	-	N
Rv1036c	1160433	1160095	-	Y (1 nt leader)
Rv1037c	1160828	1160544	-	N
Rv1038c	1161151	1160855	-	N
Rv1039c	1162472	1161297	-	N
Rv1040c	1163376	1162549	-	N
Rv1041c	1165435	1164572	-	N
Rv1042c	1165499	1165092	-	N
Rv1043c	1166806	1165781	-	N
Rv1044	1167053	1167676	+	N
Rv1045	1167673	1168554	+	N
Rv1046c	1169228	1168704	-	N
Rv1047	1169423	1170670	+	N
Rv1048c	1172153	1171038	-	N
Rv1049	1172386	1172832	+	Y
Rv1050	1172881	1173786	+	N
Rv1051c	1174700	1173945	-	N
Rv1052	1175723	1176112	+	N
Rv1053c	1176286	1176011	-	N
Rv1054	1176928	1177242	+	N
Rv1055	1177206	1177373	+	Y
Rvnt17	1177396	1177469	+	N
Rv1056	1177628	1178392	+	N
Rv1057	1179396	1180577	+	N
Rv1058	1180684	1182315	+	N
Rv1059	1182397	1183455	+	Y
Rv1060	1183508	1183981	+	N
Rv1061	1184015	1184878	+	N
Rv1062	1184883	1185740	+	N
Rv1063c	1186823	1185741	-	Y
Rv1064c	1187323	1186904	-	N
Rv1065	1187435	1188001	+	N
Rv1066	1187998	1188393	+	N
Rv1067c	1190424	1188421	-	N
Rv1068c	1192148	1190757	-	N
Rv1069c	1194273	1192510	-	N
Rv1070c	1195043	1194270	-	N
Rv1071c	1196092	1195055	-	N
Rv1072	1196279	1197115	+	N
Rv1073	1197231	1198082	+	N
Rv1074c	1199373	1198156	-	N
Rv1075c	1200382	1199426	-	Y
Rv1076	1200767	1201660	+	N
Rv1077	1201717	1203111	+	Y
Rv1078	1203313	1204035	+	N
Rv1079	1204067	1205233	+	N
Rv1080c	1205798	1205304	-	N
Rv1081c	1206418	1205984	-	N
Rv1082	1206520	1207386	+	N
Rv1083	1207383	1207649	+	N
Rv1084	1207636	1209657	+	N
Rv1085c	1210484	1209756	-	N
Rv1086	1210595	1211383	+	Y
Rv1087	1211560	1213863	+	N
Rv1087A	1214040	1214360	+	N
Rv1088	1214513	1214947	+	N
Rv1089	1214769	1215131	+	N
Rv1089A	1215517	1215621	+	N
Rv1090	1215599	1216054	+	N
Rv1091	1216469	1219030	+	N
Rv1092c	1220186	1219248	-	Y
Rv1093	1220538	1221854	+	Y
Rv1094	1221959	1222786	+	Y
Rv1095	1222997	1224298	+	N
Rv1096	1224385	1225260	+	Y
Rv1097c	1226144	1225263	-	N
Rv1098c	1227565	1226141	-	N
Rv1099c	1228684	1227596	-	Y
Rv1100	1228740	1229384	+	Y
Rv1101c	1230548	1229391	-	N
Rv1102c	1230971	1230660	-	N
Rv1103c	1231207	1230971	-	Y
Rv1104	1231301	1231990	+	Y
Rv1105	1232311	1232826	+	N
Rv1106c	1233956	1232844	-	N
Rv1107c	1234223	1233966	-	N
Rv1108c	1235460	1234213	-	N
Rv1109c	1236095	1235457	-	Y
Rv1110	1236185	1237192	+	Y
Rv1111c	1238192	1237209	-	Y
Rv1112	1238255	1239328	+	Y
Rv1113	1239416	1239613	+	N
Rv1114	1239610	1239984	+	N
Rv1115	1240187	1240885	+	N
Rv1116	1241003	1241188	+	N
Rv1116A	1241390	1241115	-	N
Rv1117	1241633	1241956	+	Y (1 nt leader)
Rv1118c	1242669	1241971	-	Y
Rv1119c	1243013	1242864	-	N
Rv1120c	1243504	1243010	-	N
Rv1121	1243707	1245107	+	N
Rv1122	1245129	1246151	+	N
Rv1123c	1247010	1246144	-	Y
Rv1124	1247127	1248077	+	N
Rv1125	1248082	1249326	+	N
Rv1126c	1249935	1249330	-	N
Rv1127c	1251410	1249932	-	Y
Rv1128c	1252972	1251617	-	N
Rv1129c	1254534	1253074	-	N
Rv1130	1254630	1256135	+	Y
Rv1131	1256132	1257313	+	N
Rv1132	1257325	1259055	+	Y
Rv1133c	1261346	1259067	-	N
Rv1134	1261922	1262158	+	N
Rv1135c	1264128	1262272	-	N
Rv1135A	1264314	1264556	+	N
Rv1136	1264606	1264947	+	N
Rv1137c	1265455	1265087	-	N
Rv1138c	1266488	1265472	-	N
Rv1139c	1266985	1266485	-	N
Rv1140	1267347	1268195	+	N
Rv1141c	1269009	1268203	-	Y
Rv1142c	1269958	1269152	-	Y
Rv1143	1270062	1271144	+	N
Rv1144	1271156	1271908	+	N
Rv1145	1272423	1273334	+	N
Rv1146	1273355	1274767	+	N
Rv1147	1274900	1275550	+	N
Rv1148c	1277748	1276300	-	N
Rv1149	1277893	1278300	+	N
Rv1150	1278269	1278817	+	N
Rv1151c	1279617	1278904	-	Y
Rv1152	1279655	1280020	+	Y
Rv1153c	1280846	1279998	-	N
Rv1155	1281429	1281872	+	Y
Rv1154c	1281484	1280843	-	N
Rv1156	1282306	1282893	+	Y
Rv1157c	1284171	1283056	-	N
Rv1158c	1284862	1284179	-	N
Rv1159	1284992	1286287	+	N
Rv1159A	1286568	1286284	-	Y
Rv1160	1286595	1287020	+	Y
Rv1161	1287328	1291026	+	N
Rv1162	1291065	1292741	+	N
Rv1163	1292798	1293403	+	N
Rv1164	1293406	1294146	+	N
Rv1165	1294168	1296054	+	Y
Rv1166	1296152	1298059	+	N
Rv1167c	1298692	1298087	-	Y
Rv1168c	1299804	1298764	-	N
Rv1169c	1300124	1299822	-	N
Rv1170	1300304	1301215	+	Y
Rv1171	1301307	1301747	+	N
Rv1172c	1302681	1301755	-	N
Rv1173	1302931	1305501	+	N
Rv1174c	1306001	1305669	-	N
Rv1175c	1308226	1306202	-	N
Rv1176c	1308792	1308223	-	Y
Rv1177	1309005	1309331	+	N
Rv1178	1309364	1310452	+	N
Rv1179c	1313299	1310480	-	Y
Rv1180	1313725	1315191	+	N
Rv1181	1315234	1319982	+	N
Rv1182	1320035	1321453	+	N
Rv1183	1321520	1324528	+	N
Rv1184c	1325611	1324532	-	N
Rv1185c	1327512	1325776	-	Y
Rv1186c	1329305	1327689	-	Y
Rv1187	1329390	1331021	+	N
Rv1188	1331021	1332010	+	N
Rv1189	1332092	1332964	+	N
Rv1190	1332980	1333858	+	N
Rv1191	1333931	1334845	+	Y
Rv1192	1334939	1335754	+	Y
Rv1193	1335794	1337215	+	N
Rv1194c	1338513	1337248	-	Y
Rv1195	1339003	1339302	+	N
Rv1196	1339349	1340524	+	N
Rv1197	1340659	1340955	+	N
Rv1198	1341006	1341290	+	N
Rv1199c	1342605	1341358	-	N
Rv1200	1342942	1344219	+	N
Rv1201c	1345160	1344216	-	Y
Rv1202	1345260	1346324	+	Y
Rv1203c	1346905	1346321	-	N
Rv1204c	1348624	1346936	-	N
Rv1205	1348719	1349282	+	Y
Rv1206	1349332	1351125	+	N
Rv1207	1351191	1352147	+	Y
Rv1208	1352144	1353118	+	N
Rv1209	1353157	1353525	+	Y
Rv1210	1353522	1354136	+	N
Rv1211	1354243	1354470	+	N
Rv1212c	1355661	1354498	-	N
Rv1213	1355836	1357050	+	Y
Rv1214c	1357625	1357293	-	N
Rv1215c	1359444	1357759	-	Y
Rv1216c	1360146	1359472	-	N
Rv1217c	1361801	1360155	-	N
Rv1218c	1362733	1361798	-	N
Rv1219c	1363361	1362723	-	Y
Rv1220c	1364177	1363503	-	Y
Rv1221	1364413	1365186	+	Y
Rv1222	1365344	1365808	+	N
Rv1223	1365875	1367461	+	N
Rv1224	1367463	1367858	+	N
Rv1225c	1368721	1367891	-	N
Rv1226c	1370295	1368832	-	N
Rv1227c	1370825	1370292	-	N
Rv1228	1370920	1371477	+	N
Rv1229c	1372949	1371777	-	N
Rv1230c	1374197	1372962	-	N
Rv1231c	1374864	1374322	-	N
Rv1232c	1376168	1374861	-	N
Rv1233c	1376826	1376230	-	N
Rv1234	1376976	1377503	+	N
Rv1235	1377524	1378930	+	N
Rv1236	1378927	1379850	+	N
Rv1237	1379855	1380679	+	N
Rv1238	1380684	1381865	+	N
Rv1239c	1383042	1381942	-	N
Rv1240	1383213	1384202	+	N
Rv1241	1384278	1384538	+	Y
Rv1242	1384535	1384966	+	N
Rv1243c	1386677	1384989	-	N
Rv1244	1386857	1387717	+	N
Rv1245c	1388628	1387798	-	N
Rv1246c	1388978	1388685	-	N
Rv1247c	1389244	1388975	-	Y
Rv1248c	1393052	1389357	-	N
Rv1249c	1393982	1393194	-	N
Rv1250	1394179	1395918	+	N
Rv1251c	1399240	1395821	-	N
Rv1252c	1399895	1399296	-	Y
Rv1253	1399970	1401661	+	N
Rv1254	1401658	1402809	+	N
Rv1255c	1403386	1402778	-	N
Rv1256c	1404603	1403386	-	N
Rv1257c	1406084	1404717	-	Y (1 nt leader)
Rv1258c	1407340	1406081	-	N
Rv1259	1407426	1408238	+	Y
Rv1260	1408240	1409358	+	N
Rv1261c	1409933	1409484	-	Y
Rv1262c	1410372	1409938	-	Y
Rv1263	1410431	1411819	+	Y
Rv1264	1411894	1413087	+	N
Rv1265	1413371	1413940	+	Y
Rv1266c	1415840	1413960	-	N
Rv1267c	1417347	1416181	-	N
Rv1268c	1418356	1417658	-	N
Rv1269c	1418953	1418579	-	N
Rv1270c	1419748	1419014	-	N
Rv1271c	1420302	1419961	-	N
Rv1272c	1422305	1420410	-	N
Rv1273c	1424050	1422302	-	N
Rv1274	1424197	1424754	+	N
Rv1275	1424751	1425293	+	N
Rv1276c	1425944	1425438	-	Y
Rv1277	1426164	1427417	+	N
Rv1278	1427414	1430041	+	N
Rv1279	1430062	1431648	+	N
Rv1280c	1433440	1431665	-	N
Rv1281c	1435271	1433433	-	N
Rv1282c	1436143	1435268	-	N
Rv1283c	1437117	1436140	-	N
Rv1284	1437324	1437815	+	N
Rv1285	1437909	1438907	+	N
Rv1286	1438907	1440751	+	N
Rv1287	1440805	1441290	+	N
Rv1288	1441348	1442718	+	N
Rv1289	1442773	1443399	+	Y
Rv1290c	1444900	1443482	-	Y
Rv1290A	1445058	1445372	+	N
Rv1291c	1445834	1445499	-	N
Rvnt18	1446265	1446193	-	N
Rv1292	1446379	1448031	+	Y
Rv1293	1448028	1449371	+	N
Rv1294	1449375	1450700	+	N
Rv1295	1450697	1451779	+	N
Rv1296	1451997	1452947	+	N
Rv1297	1453204	1455012	+	N
Rv1298	1455163	1455405	+	N
Rv1299	1455495	1456568	+	N
Rv1300	1456565	1457542	+	N
Rv1301	1457558	1458211	+	N
Rv1302	1458313	1459509	+	Y
Rv1303	1459766	1460251	+	N
Rv1304	1460244	1460996	+	N
Rv1305	1461045	1461290	+	N
Rv1306	1461321	1461836	+	N
Rv1307	1461843	1463183	+	N
Rv1308	1463228	1464877	+	N
Rv1309	1464884	1465801	+	N
Rv1310	1465841	1467301	+	N
Rv1311	1467315	1467680	+	N
Rv1312	1467688	1468131	+	N
Rv1313c	1469505	1468171	-	N
Rv1314c	1470252	1469671	-	Y
Rv1315	1470321	1471577	+	Y
Rvnr01	1471846	1473382	+	N
Rvnr02	1473658	1476795	+	N
Rvnr03	1476899	1477013	+	N
Rv1316c	1477631	1477134	-	N
Rv1317c	1479118	1477628	-	N
Rv1318c	1480824	1479199	-	N
Rv1319c	1482501	1480894	-	N
Rv1320c	1484217	1482514	-	N
Rv1321	1484288	1484959	+	Y
Rv1322	1484982	1485278	+	Y
Rv1322A	1485768	1485313	-	Y
Rv1323	1485862	1487031	+	N
Rv1324	1487161	1488075	+	Y
Rv1325c	1489965	1488154	-	N
Rv1326c	1492312	1490117	-	N
Rv1327c	1494425	1492320	-	N
Rv1328	1494564	1497155	+	Y
Rv1329c	1499189	1497195	-	N
Rv1330c	1500610	1499213	-	Y
Rv1331	1500661	1500966	+	Y
Rv1332	1500926	1501582	+	N
Rv1333	1501599	1502633	+	N
Rv1334	1502641	1503081	+	N
Rv1335	1503103	1503384	+	N
Rv1336	1503394	1504365	+	N
Rv1337	1504356	1505078	+	N
Rv1338	1505075	1505890	+	N
Rv1339	1505968	1506738	+	Y
Rv1340	1506755	1507534	+	Y
Rv1341	1507573	1508187	+	N
Rv1342c	1508546	1508184	-	N
Rv1343c	1508923	1508543	-	Y
Rv1344	1509034	1509288	+	Y
Rv1345	1509281	1510846	+	N
Rv1346	1510846	1512006	+	N
Rv1347c	1512605	1511973	-	N
Rvnt19	1512728	1512811	+	N
Rv1348	1513047	1515626	+	N
Rv1349	1515623	1517362	+	N
Rv1350	1517491	1518234	+	N
Rv1351	1518231	1518560	+	N
Rv1352	1518763	1519134	+	N
Rv1353c	1519985	1519200	-	N
Rv1354c	1521876	1520005	-	N
Rv1355c	1524032	1521885	-	N
Rv1356c	1524820	1524029	-	N
Rv1357c	1526216	1525293	-	N
Rv1358	1526612	1530091	+	N
Rv1359	1530173	1530925	+	N
Rv1360	1531348	1532370	+	Y
Rv1361c	1533633	1532443	-	N
Rv1362c	1534610	1533948	-	N
Rv1363c	1535392	1534607	-	N
Rv1364c	1537644	1535683	-	N
Rv1365c	1538169	1537783	-	N
Rv1366	1538420	1539211	+	Y
Rv1367c	1540645	1539512	-	N
Rv1368	1541020	1541805	+	N
Rv1369c	1542878	1541994	-	N
Rv1370c	1543255	1542929	-	N
Rv1371	1543359	1544828	+	N
Rv1372	1544825	1546006	+	N
Rv1373	1546012	1546992	+	N
Rv1374c	1547530	1547072	-	N
Rv1375	1547832	1549151	+	N
Rv1376	1549148	1550641	+	N
Rv1377c	1551217	1550579	-	Y
Rv1378c	1552517	1551228	-	Y
Rv1379	1552654	1553235	+	N
Rv1380	1553232	1554191	+	N
Rv1381	1554188	1555480	+	N
Rv1382	1555477	1555974	+	N
Rv1383	1555971	1557101	+	N
Rv1384	1557101	1560448	+	N
Rv1385	1560445	1561269	+	N
Rv1386	1561464	1561772	+	N
Rv1387	1561769	1563388	+	N
Rv1388	1563694	1564266	+	N
Rv1389	1564401	1565027	+	N
Rv1390	1565093	1565425	+	N
Rv1391	1565441	1566697	+	N
Rv1392	1566825	1568036	+	N
Rv1393c	1569587	1568109	-	N
Rv1394c	1570969	1569584	-	Y
Rv1395	1571047	1572081	+	N
Rv1396c	1573857	1572127	-	N
Rv1397c	1574513	1574112	-	N
Rv1398c	1574767	1574510	-	Y
Rv1399c	1575809	1574850	-	Y
Rv1401	1576747	1577532	+	Y
Rv1400c	1576796	1575834	-	Y
Rv1402	1577613	1579580	+	N
Rv1403c	1580422	1579598	-	N
Rv1404	1580591	1581073	+	N
Rv1405c	1581969	1581145	-	N
Rv1406	1582166	1583104	+	Y
Rv1407	1583101	1584474	+	N
Rv1408	1584508	1585197	+	Y
Rv1409	1585194	1586213	+	N
Rv1410c	1587766	1586210	-	N
Rv1411c	1588482	1587772	-	Y
Rv1412	1588567	1589172	+	N
Rv1413	1589386	1589901	+	N
Rv1414	1589891	1590292	+	N
Rv1415	1590397	1591674	+	N
Rv1416	1591689	1592153	+	N
Rv1417	1592150	1592614	+	N
Rv1418	1592639	1593325	+	Y
Rv1419	1593505	1593978	+	N
Rv1420	1594042	1595982	+	Y
Rv1421	1595979	1596884	+	N
Rv1422	1596881	1597909	+	N
Rv1423	1597906	1598883	+	N
Rv1424c	1599585	1598893	-	Y
Rv1425	1599658	1601037	+	Y
Rv1426c	1602321	1601059	-	N
Rv1427c	1603928	1602321	-	N
Rv1428c	1604759	1603932	-	N
Rv1429	1604878	1606146	+	N
Rv1430	1606386	1607972	+	N
Rv1431	1608083	1609852	+	N
Rv1432	1609849	1611270	+	N
Rv1433	1611434	1612249	+	N
Rv1434	1612256	1612393	+	N
Rv1435c	1612950	1612342	-	N
Rv1436	1613307	1614326	+	N
Rv1437	1614329	1615567	+	N
Rv1438	1615564	1616349	+	N
Rv1439c	1617386	1616961	-	N
Rv1440	1617837	1618070	+	Y
Rv1441c	1619684	1618209	-	Y
Rv1442	1619791	1622091	+	Y
Rv1443c	1622671	1622207	-	Y
Rv1444c	1623688	1623287	-	Y
Rv1445c	1624457	1623714	-	N
Rv1446c	1625365	1624454	-	N
Rv1447c	1626962	1625418	-	N
Rv1448c	1628080	1626959	-	N
Rv1449c	1630199	1628097	-	N
Rv1450c	1634627	1630638	-	N
Rv1451	1635029	1635955	+	N
Rv1452c	1638229	1636004	-	N
Rv1453	1638381	1639646	+	N
Rv1454c	1640660	1639674	-	Y
Rv1455	1640680	1641543	+	N
Rv1456c	1642407	1641493	-	Y
Rv1457c	1643322	1642537	-	N
Rv1458c	1644260	1643319	-	N
Rv1459c	1646138	1644363	-	Y
Rv1460	1646258	1646992	+	Y
Rv1461	1646989	1649529	+	N
Rv1462	1649526	1650719	+	N
Rv1463	1650716	1651516	+	N
Rv1464	1651518	1652771	+	N
Rv1465	1652768	1653256	+	N
Rv1466	1653231	1653578	+	N
Rv1467c	1655502	1653673	-	N
Rv1468c	1656721	1655609	-	N
Rv1469	1656963	1658936	+	N
Rv1470	1658980	1659354	+	N
Rv1471	1659370	1659741	+	Y
Rv1472	1659811	1660620	+	Y
Rv1473	1660656	1662284	+	N
Rv1473A	1662381	1662572	+	N
Rv1474c	1663204	1662641	-	N
Rv1475c	1666046	1663215	-	N
Rv1476	1666204	1666764	+	N
Rv1477	1666990	1668408	+	N
Rv1478	1668419	1669144	+	N
Rv1479	1669283	1670416	+	N
Rv1480	1670413	1671366	+	N
Rv1481	1671377	1672384	+	N
Rv1482c	1673299	1672457	-	N
Rv1483	1673440	1674183	+	Y
Rv1484	1674202	1675011	+	N
Rv1485	1675017	1676051	+	N
Rv1486c	1676883	1676017	-	Y
Rv1487	1676941	1677375	+	N
Rv1488	1677397	1678542	+	N
Rv1489	1678552	1678908	+	N
Rv1489A	1678942	1679172	+	N
Rv1490	1679322	1680629	+	N
Rv1491c	1681966	1681208	-	Y
Rv1492	1682157	1684004	+	N
Rv1493	1684005	1686257	+	N
Rv1494	1686310	1686573	+	Y
Rv1495	1686570	1686887	+	N
Rv1496	1686884	1687888	+	N
Rv1497	1687941	1689230	+	Y
Rv1498c	1689920	1689303	-	N
Rv1498A	1690346	1690134	-	N
Rv1499	1690407	1690805	+	N
Rv1500	1690850	1691878	+	N
Rv1501	1691890	1692711	+	N
Rv1502	1692924	1693823	+	N
Rv1503c	1694544	1693996	-	N
Rv1504c	1695144	1694545	-	N
Rv1505c	1695946	1695281	-	N
Rv1506c	1696443	1695943	-	N
Rv1507A	1697356	1697859	+	N
Rv1507c	1697422	1696727	-	N
Rv1508A	1699866	1700228	+	N
Rv1508c	1699894	1698095	-	N
Rv1509	1700242	1701093	+	Y
Rv1510	1701295	1702593	+	N
Rv1511	1703074	1704096	+	N
Rv1512	1704093	1705061	+	N
Rv1513	1705058	1705789	+	N
Rv1514c	1706595	1705807	-	N
Rv1515c	1707526	1706630	-	N
Rv1516c	1708539	1707529	-	N
Rv1517	1708871	1709635	+	N
Rv1518	1709644	1710603	+	N
Rv1519	1710733	1711002	+	N
Rv1520	1711028	1712068	+	N
Rv1521	1712308	1714053	+	Y
Rv1522c	1717612	1714172	-	Y
Rv1523	1717911	1718696	+	Y
Rv1524	1718726	1719970	+	N
Rv1525	1720032	1720802	+	Y
Rv1526c	1722060	1720780	-	N
Rv1527c	1728409	1722083	-	N
Rv1528c	1729450	1728953	-	N
Rv1529	1729502	1731256	+	Y
Rv1530	1731373	1732476	+	Y
Rv1531	1732473	1733039	+	N
Rv1532c	1733550	1733116	-	N
Rv1533	1733610	1734737	+	Y
Rv1534	1734734	1735411	+	N
Rv1535	1735976	1736212	+	N
Rv1536	1736519	1739644	+	N
Rv1537	1739841	1741247	+	N
Rv1538c	1742159	1741212	-	Y
Rv1539	1742244	1742852	+	Y
