operon_no.	single/multi	strand	start_gene	last_gene	operon_left_cord	operon_right_cord	locus_tag	gene/RNA_type	name_gene	kegg_nomenclature	start_position	last_position	first_gene/in_operon	form	leaderless?	changed
211		+			1041264	1050346	Rv0936				1044317	1045222		1	N	
211		+			1041264	1050346	Rv0938				1046136	1048415		1	Y	
211		+			1041264	1050346	Rv0939				1048412	1050346		1	N	
213		-			1050593	1053736	Rv0940c				1051459	1050593		1	N	
213		-			1050593	1053736	Rv0941c				1052317	1051544		1	N	
213		-			1050593	1053736	Rv0943c				1053736	1052696		1	N	
214		+			1053765	1055008	Rv0944				1053765	1054241		1	N	
214		+			1053765	1055008	Rv0945				1054247	1055008		1	N	
215		-			1055024	1057963	Rv0946c				1056685	1055024		1	Y	
215		-			1055024	1057963	Rv0948c				1057963	1057646		1	N	
216		+			1061964	1064051	Rv0951				1061964	1063127		1	N	
216		+			1061964	1064051	Rv0952				1063140	1064051		1	N	
217		+			1065127	1074421	Rv0954				1065127	1066038		1	N	
217		+			1065127	1074421	Rv0955				1066543	1067445		1	Y	
217		+			1065127	1074421	Rv0956				1067561	1068208		1	Y	
217		+			1065127	1074421	Rv0957				1068205	1069776		1	N	
217		+			1065127	1074421	Rv0958				1069883	1071262		1	N	
217		+			1065127	1074421	Rv0959				1071255	1073273		1	N	
217		+			1065127	1074421	Rv0960				1073545	1073928		1	N	
217		+			1065127	1074421	Rv0961				1074080	1074421		1	Y	
218		-			1074440	1077835	Rv0962c				1075114	1074440		1	N	
218		-			1074440	1077835	Rv0963c				1076097	1075297		1	N	
218		-			1074440	1077835	Rv0964c				1076678	1076196		1	N	
218		-			1074440	1077835	Rv0965c				1077197	1076778		1	N	
218		-			1074440	1077835	Rv0966c				1077835	1077233		1	Y (1 nt leader)	
219		+			1077975	1081684	Rv0967				1077975	1078334		1	N	
219		+			1077975	1081684	Rv0968				1078391	1078687		1	N	
219		+			1077975	1081684	Rv0969				1078743	1081055		1	N	
219		+			1077975	1081684	Rv0970				1081052	1081684		1	N	
220		-			1081775	1090175	Rv0971c				1082584	1081775		1	N	
220		-			1081775	1090175	Rv0972c				1083750	1082584		1	N	
220		-			1081775	1090175	Rv0973c				1085750	1083747		1	N	
220		-			1081775	1090175	Rv0974c				1087345	1085756		1	N	
220		-			1081775	1090175	Rv0975c				1088496	1087348		1	N	
220		-			1081775	1090175	Rv0976c				1090175	1088493		1	N	
222		+			1096816	1106276	Rv0981				1096822	1097508		1	Y	
222		+			1096816	1106276	Rv0982				1097508	1099022		1	N	
222		+			1096816	1106276	Rv0983				1099066	1100460		1	N	
222		+			1096816	1106276	Rv0984				1100508	1101005		1	Y	
222		+			1096816	1106276	Rv0986				1101803	1102549		1	N	
222		+			1096816	1106276	Rv0987				1102542	1105109		1	N	
222		+			1096816	1106276	Rv0988				1105116	1106276		1	N	
224		-			1106405	1109171	Rv0989c				1107382	1106405		1	N	
224		-			1106405	1109171	Rv0990c				1108099	1107443		1	N	
224		-			1106405	1109171	Rv0991c				1108504	1108172		1	N	
224		-			1106405	1109171	Rv0992c				1109171	1108578		1	Y	
225		+			1109272	1118393	Rv0993				1109272	1110192		1	Y (1 nt leader)	
225		+			1109272	1118393	Rv0994				1110269	1111549		1	N	
225		+			1109272	1118393	Rv0995				1111612	1112223		1	N	
225		+			1109272	1118393	Rv0996				1112384	1113460		1	N	
225		+			1109272	1118393	Rv0997				1114293	1114724		1	N	
225		+			1109272	1118393	Rv0998				1114748	1115749		1	N	
225		+			1109272	1118393	Rv0999				1115767	1116525		1	N	
225		+			1109272	1118393	Rv1001				1117185	1118393		1	Y	
226		-			1118428	1123598	Rv1002c				1119939	1118428		1	N	
226		-			1118428	1123598	Rv1004c				1122148	1120889		1	N	
226		-			1118428	1123598	Rv1005c				1123508	1122222		1	Y	
228		+			1127089	1133259	Rv1008				1127029	1127883		1	Y	
228		+			1127089	1133259	Rv1009				1128091	1129179		1	N	
228		+			1127089	1133259	Rv1010				1129152	1130105		1	N	
228		+			1127089	1133259	Rv1011				1130155	1131111		1	Y	
228		+			1127089	1133259	Rv1012				1131128	1131421		1	N	
228		+			1127089	1133259	Rv1013				1131625	1133259		1	N	
229		-			1133333	1138060	Rv1014c				1133908	1133333		1	N	
229		-			1133333	1138060	Rv1015c				1134568	1133921		1	N	
229		-			1133333	1138060	Rv1016c				1135465	1134785		1	N	
229		-			1133333	1138060	Rv1017c				1136481	1135501		1	N	
229		-			1133333	1138060	Rv1018c				1138060	1136573		1	N	
230		+			1138315	1147978	Rv1019				1138249	1138908		1	Y	
230		+			1138315	1147978	Rv1020				1138967	1142671		1	N	
230		+			1138315	1147978	Rv1021				1142671	1143648		1	N	
230		+			1138315	1147978	Rv1022				1143736	1144467		1	N	
230		+			1138315	1147978	Rv1023				1144564	1145853		1	N	
230		+			1138315	1147978	Rv1024				1145858	1146544		1	N	
230		+			1138315	1147978	Rv1025				1146561	1147028		1	N	
230		+			1138315	1147978	Rv1026				1147019	1147978		1	N	
231		-			1148427	1151686	Rv1027c				1149107	1148427		1	N	
231		-			1148427	1151686	Rv1028c				1150726	1149104		1	Y	
232		+			1152012	1156422	Rv1029				1152012	1153727		1	N	
232		+			1152012	1156422	Rv1030				1153724	1155853		1	N	
232		+			1152012	1156422	Rv1031				1155853	1156422		1	N	
233		-			1156426	1166806	Rv1032c				1157847	1156426		1	Y	
233		-			1156426	1166806	Rv1033c				1158736	1157963		1	N	
233		-			1156426	1166806	Rv1034c				1159307	1158918		1	N	
233		-			1156426	1166806	Rv1035c				1160061	1159375		1	N	
233		-			1156426	1166806	Rv1036c				1160433	1160095		1	Y (1 nt leader)	
233		-			1156426	1166806	Rv1037c				1160828	1160544		1	N	
233		-			1156426	1166806	Rv1038c				1161151	1160855		1	N	
233		-			1156426	1166806	Rv1039c				1162472	1161297		1	N	
233		-			1156426	1166806	Rv1040c				1163376	1162549		1	N	
233		-			1156426	1166806	Rv1041c				1165435	1164572		1	N	
233		-			1156426	1166806	Rv1042c				1165499	1165092		1	N	
234		+			1167053	1170670	Rv1044				1167053	1167676		1	N	
234		+			1167053	1170670	Rv1045				1167673	1168554		1	N	
234		+			1167053	1170670	Rv1047				1169423	1170670		1	N	
235		+			1172386	1173786	Rv1049				1172386	1172832		1	Y	
235		+			1172386	1173786	Rv1050				1172881	1173786		1	N	
236		+			1175723	1185740	Rv1052				1175723	1176112		1	N	
236		+			1175723	1185740	Rv1054				1176928	1177242		1	N	
236		+			1175723	1185740	Rv1055				1177206	1177373		1	Y	
236		+			1175723	1185740	Rv1056				1177628	1178392		1	N	
236		+			1175723	1185740	Rv1057				1179396	1180577		1	N	
236		+			1175723	1185740	Rv1058				1180684	1182315		1	N	
236		+			1175723	1185740	Rv1059				1182397	1183455		1	Y	
236		+			1175723	1185740	Rv1060				1183508	1183981		1	N	
236		+			1175723	1185740	Rv1061				1184015	1184878		1	N	
236		+			1175723	1185740	Rv1062				1184883	1185740		1	N	
238		-			1185741	1187323	Rv1063c				1186823	1185741		1	Y	
238		-			1185741	1187323	Rv1064c				1187323	1186904		1	N	
239		+			1187435	1188393	Rv1065				1187435	1188001		1	N	
239		+			1187435	1188393	Rv1066				1187998	1188393		1	N	
240		-			1188421	1196092	Rv1069c				1194273	1192510		1	N	
240		-			1188421	1196092	Rv1070c				1195043	1194270		1	N	
240		-			1188421	1196092	Rv1071c				1196092	1195055		1	N	
241		+			1196279	1198082	Rv1072				1196279	1197115		1	N	
241		+			1196279	1198082	Rv1073				1197231	1198082		1	N	
242		-			1198156	1200370	Rv1074c				1199373	1198156		1	N	
242		-			1198156	1200370	Rv1075c				1200382	1199426		1	Y	
243		+			1200767	1205233	Rv1076				1200767	1201660		1	N	
243		+			1200767	1205233	Rv1077				1201717	1203111		1	Y	
243		+			1200767	1205233	Rv1078				1203313	1204035		1	N	
243		+			1200767	1205233	Rv1079				1204067	1205233		1	N	
244		-			1205304	1206418	Rv1080c				1205798	1205304		1	N	
244		-			1205304	1206418	Rv1081c				1206418	1205984		1	N	
245		+			1206520	1219030	Rv1082				1206520	1207386		1	N	
245		+			1206520	1219030	Rv1083				1207383	1207649		1	N	
245		+			1206520	1219030	Rv1084				1207636	1209657		1	N	
245		+			1206520	1219030	Rv1086				1210595	1211383		1	Y	
245		+			1206520	1219030	Rv1087				1211560	1213863		1	N	
245		+			1206520	1219030	Rv1087A				1214040	1214360		1	N	
245		+			1206520	1219030	Rv1088				1214513	1214947		1	N	
245		+			1206520	1219030	Rv1089				1214769	1215131		1	N	
247		+			1220574	1225260	Rv1093				1220538	1221854		1	Y	
247		+			1220574	1225260	Rv1094				1221959	1222786		1	Y	
247		+			1220574	1225260	Rv1095				1222997	1224298		1	N	
247		+			1220574	1225260	Rv1096				1224385	1225260		1	Y	
248		-			1225263	1231291	Rv1097c				1226144	1225263		1	N	
248		-			1225263	1231291	Rv1098c				1227565	1226141		1	N	
248		-			1225263	1231291	Rv1099c				1228684	1227596		1	Y	
248		-			1225263	1231291	Rv1101c				1230548	1229391		1	N	
248		-			1225263	1231291	Rv1102c				1230971	1230660		1	N	
248		-			1225263	1231291	Rv1103c				1231207	1230971		1	Y	
251		-			1232844	1236095	Rv1106c				1233956	1232844		1	N	
251		-			1232844	1236095	Rv1107c				1234223	1233966		1	N	
251		-			1232844	1236095	Rv1108c				1235460	1234213		1	N	
251		-			1232844	1236095	Rv1109c				1236095	1235457		1	Y	
252		+			1238255	1241956	Rv1112				1238255	1239328		1	Y	
252		+			1238255	1241956	Rv1113				1239416	1239613		1	N	
252		+			1238255	1241956	Rv1114				1239610	1239984		1	N	
252		+			1238255	1241956	Rv1115				1240187	1240885		1	N	
252		+			1238255	1241956	Rv1116				1241003	1241188		1	N	
252		+			1238255	1241956	Rv1117				1241633	1241956		1	Y (1 nt leader)	
253		-			1241115	1243504	Rv1116A				1241390	1241115		1	N	
253		-			1241115	1243504	Rv1118c				1242669	1241971		1	Y	
253		-			1241115	1243504	Rv1119c				1243013	1242864		1	N	
253		-			1241115	1243504	Rv1120c				1243504	1243010		1	N	
255		+			1243707	1249326	Rv1121				1243707	1245107		1	N	
255		+			1243707	1249326	Rv1122				1245129	1246151		1	N	
255		+			1243707	1249326	Rv1124				1247127	1248077		1	N	
255		+			1243707	1249326	Rv1125				1248082	1249326		1	N	
257		-			1249330	1254534	Rv1126c				1249935	1249330		1	N	
257		-			1249330	1254534	Rv1127c				1251410	1249932		1	Y	
257		-			1249330	1254534	Rv1128c				1252972	1251617		1	N	
257		-			1249330	1254534	Rv1129c				1254534	1253074		1	N	
258		+			1254555	1259055	Rv1130				1254630	1256135		1	Y	
258		+			1254555	1259055	Rv1131				1256132	1257313		1	N	
258		+			1254555	1259055	Rv1132				1257325	1259055		1	Y	
259		-			1259067	1264128	Rv1133c				1261346	1259067		1	N	
259		-			1259067	1264128	Rv1135c				1264128	1262272		1	N	
260		+			1264314	1264947	Rv1135A				1264314	1264556		1	N	
260		+			1264314	1264947	Rv1136				1264606	1264947		1	N	
261		-			1265087	1266985	Rv1137c				1265455	1265087		1	N	
261		-			1265087	1266985	Rv1138c				1266488	1265472		1	N	
261		-			1265087	1266985	Rv1139c				1266985	1266485		1	N	
262		-			1268203	1269958	Rv1141c				1269009	1268203		1	Y	
262		-			1268203	1269958	Rv1142c				1269958	1269152		1	Y	
263		+			1270062	1275550	Rv1143				1270062	1271144		1	N	
263		+			1270062	1275550	Rv1144				1271156	1271908		1	N	
263		+			1270062	1275550	Rv1145				1272423	1273334		1	N	
263		+			1270062	1275550	Rv1146				1273355	1274767		1	N	
263		+			1270062	1275550	Rv1147				1274900	1275550		1	N	
264		-			1278904	1281484	Rv1151c				1279617	1278904		1	Y	
264		-			1278904	1281484	Rv1153c				1280846	1279998		1	N	
264		-			1278904	1281484	Rv1154c				1281484	1280843		1	N	
266		+			1281429	1282893	Rv1155				1281429	1281872		1	Y	
266		+			1281429	1282893	Rv1156				1282306	1282893		1	Y	
267		-			1283056	1284862	Rv1157c				1284171	1283056		1	N	
267		-			1283056	1284862	Rv1158c				1284862	1284179		1	N	
268		+			1284992	1298059	Rv1159				1284992	1286287		1	N	
268		+			1284992	1298059	Rv1160				1286595	1287020		1	Y	
268		+			1284992	1298059	Rv1161				1287328	1291026		1	N	
268		+			1284992	1298059	Rv1162				1291065	1292741		1	N	
268		+			1284992	1298059	Rv1163				1292798	1293403		1	N	
268		+			1284992	1298059	Rv1164				1293406	1294146		1	N	
268		+			1284992	1298059	Rv1165				1294168	1296054		1	Y	
268		+			1284992	1298059	Rv1166				1296152	1298059		1	N	
270		-			1298087	1300124	Rv1167c				1298692	1298087		1	Y	
270		-			1298087	1300124	Rv1168c				1299804	1298764		1	N	
270		-			1298087	1300124	Rv1169c				1300124	1299822		1	N	
271		+			1300304	1301747	Rv1170				1300304	1301215		1	Y	
271		+			1300304	1301747	Rv1171				1301307	1301747		1	N	
272		-			1305669	1308792	Rv1174c				1306001	1305669		1	N	
272		-			1305669	1308792	Rv1175c				1308226	1306202		1	N	
272		-			1305669	1308792	Rv1176c				1308792	1308223		1	Y	
273		+			1309005	1310452	Rv1177				1309005	1309331		1	N	
273		+			1309005	1310452	Rv1178				1309364	1310452		1	N	
274		+			1313725	1324528	Rv1180				1313725	1315191		1	N	
274		+			1313725	1324528	Rv1181				1315234	1319982		1	N	
274		+			1313725	1324528	Rv1182				1320035	1321453		1	N	
274		+			1313725	1324528	Rv1183				1321520	1324528		1	N	
275		-			1324532	1329305	Rv1184c				1325611	1324532		1	N	
275		-			1324532	1329305	Rv1185c				1327512	1325776		1	Y	
275		-			1324532	1329305	Rv1186c				1329305	1327689		1	Y	
276		+			1329390	1337215	Rv1187				1329390	1331021		1	N	
276		+			1329390	1337215	Rv1188				1331021	1332010		1	N	
276		+			1329390	1337215	Rv1189				1332092	1332964		1	N	
276		+			1329390	1337215	Rv1190				1332980	1333858		1	N	
276		+			1329390	1337215	Rv1191				1333931	1334845		1	Y	
276		+			1329390	1337215	Rv1192				1334939	1335754		1	Y	
276		+			1329390	1337215	Rv1193				1335794	1337215		1	N	
277		+			1339003	1341290	Rv1195				1339003	1339302		1	N	
277		+			1339003	1341290	Rv1196				1339349	1340524		1	N	
277		+			1339003	1341290	Rv1197				1340659	1340955		1	N	
277		+			1339003	1341290	Rv1198				1341006	1341290		1	N	
278		-			1346321	1348624	Rv1203c				1346905	1346321		1	N	
278		-			1346321	1348624	Rv1204c				1348624	1346936		1	N	
279		+			1348719	1354470	Rv1205				1348719	1349282		1	Y	
279		+			1348719	1354470	Rv1206				1349332	1351125		1	N	
279		+			1348719	1354470	Rv1207				1351191	1352147		1	Y	
279		+			1348719	1354470	Rv1208				1352144	1353118		1	N	
279		+			1348719	1354470	Rv1209				1353157	1353525		1	Y	
279		+			1348719	1354470	Rv1210				1353522	1354136		1	N	
279		+			1348719	1354470	Rv1211				1354243	1354470		1	N	
280		-			1357293	1364150	Rv1214c				1357625	1357293		1	N	
280		-			1357293	1364150	Rv1215c				1359444	1357759		1	Y	
280		-			1357293	1364150	Rv1216c				1360146	1359472		1	N	
280		-			1357293	1364150	Rv1217c				1361801	1360155		1	N	
280		-			1357293	1364150	Rv1218c				1362733	1361798		1	N	
280		-			1357293	1364150	Rv1219c				1363361	1362723		1	Y	
280		-			1357293	1364150	Rv1220c				1364177	1363503		1	Y	
281		+			1364413	1367858	Rv1221				1364413	1365186		1	Y	
281		+			1364413	1367858	Rv1222				1365344	1365808		1	N	
281		+			1364413	1367858	Rv1223				1365875	1367461		1	N	
281		+			1364413	1367858	Rv1224				1367463	1367858		1	N	
282		-			1367891	1376826	Rv1225c				1368721	1367891		1	N	
282		-			1367891	1376826	Rv1226c				1370295	1368832		1	N	
282		-			1367891	1376826	Rv1227c				1370825	1370292		1	N	
282		-			1367891	1376826	Rv1229c				1372949	1371777		1	N	
282		-			1367891	1376826	Rv1230c				1374197	1372962		1	N	
282		-			1367891	1376826	Rv1231c				1374864	1374322		1	N	
282		-			1367891	1376826	Rv1232c				1376168	1374861		1	N	
282		-			1367891	1376826	Rv1233c				1376826	1376230		1	N	
284		+			1376976	1381865	Rv1234				1376976	1377503		1	N	
284		+			1376976	1381865	Rv1235				1377524	1378930		1	N	
284		+			1376976	1381865	Rv1236				1378927	1379850		1	N	
284		+			1376976	1381865	Rv1237				1379855	1380679		1	N	
284		+			1376976	1381865	Rv1238				1380684	1381865		1	N	
285		+			1383213	1384966	Rv1240				1383213	1384202		1	N	
285		+			1383213	1384966	Rv1241				1384278	1384538		1	Y	
285		+			1383213	1384966	Rv1242				1384535	1384966		1	N	
286		-			1387798	1393982	Rv1245c				1388628	1387798		1	N	
286		-			1387798	1393982	Rv1246c				1388978	1388685		1	N	
286		-			1387798	1393982	Rv1247c				1389244	1388975		1	Y	
286		-			1387798	1393982	Rv1248c				1393052	1389357		1	N	
286		-			1387798	1393982	Rv1249c				1393982	1393194		1	N	
287		-			1395821	1399904	Rv1251c				1399240	1395821		1	N	
287		-			1395821	1399904	Rv1252c				1399895	1399296		1	Y	
288		+			1399970	1402809	Rv1253				1399970	1401661		1	N	
288		+			1399970	1402809	Rv1254				1401658	1402809		1	N	
289		-			1402778	1407340	Rv1255c				1403386	1402778		1	N	
289		-			1402778	1407340	Rv1256c				1404603	1403386		1	N	
289		-			1402778	1407340	Rv1257c				1406084	1404717		1	Y (1 nt leader)	
289		-			1402778	1407340	Rv1258c				1407340	1406081		1	N	
290		+			1407339	1409358	Rv1259				1407426	1408238		1	Y	
290		+			1407339	1409358	Rv1260				1408240	1409358		1	N	
291		-			1409484	1410372	Rv1261c				1409933	1409484		1	Y	
291		-			1409484	1410372	Rv1262c				1410372	1409938		1	Y	
292		+			1410431	1413940	Rv1263				1410431	1411819		1	Y	
292		+			1410431	1413940	Rv1264				1411894	1413087		1	N	
292		+			1410431	1413940	Rv1265				1413371	1413940		1	Y	
293		-			1413960	1424050	Rv1266c				1415840	1413960		1	N	
293		-			1413960	1424050	Rv1267c				1417347	1416181		1	N	
293		-			1413960	1424050	Rv1268c				1418356	1417658		1	N	
293		-			1413960	1424050	Rv1269c				1418953	1418579		1	N	
293		-			1413960	1424050	Rv1270c				1419748	1419014		1	N	
293		-			1413960	1424050	Rv1271c				1420302	1419961		1	N	
293		-			1413960	1424050	Rv1272c				1422305	1420410		1	N	
293		-			1413960	1424050	Rv1273c				1424050	1422302		1	N	
294		+			1424197	1431648	Rv1274				1424197	1424754		1	N	
294		+			1424197	1431648	Rv1275				1424751	1425293		1	N	
294		+			1424197	1431648	Rv1277				1426164	1427417		1	N	
294		+			1424197	1431648	Rv1278				1427414	1430041		1	N	
294		+			1424197	1431648	Rv1279				1430062	1431648		1	N	
296		-			1431665	1437117	Rv1280c				1433440	1431665		1	N	
296		-			1431665	1437117	Rv1281c				1435271	1433433		1	N	
296		-			1431665	1437117	Rv1282c				1436143	1435268		1	N	
296		-			1431665	1437117	Rv1283c				1437117	1436140		1	N	
297		+			1437324	1443399	Rv1284				1437324	1437815		1	N	
297		+			1437324	1443399	Rv1285				1437909	1438907		1	N	
297		+			1437324	1443399	Rv1286				1438907	1440751		1	N	
297		+			1437324	1443399	Rv1287				1440805	1441290		1	N	
297		+			1437324	1443399	Rv1288				1441348	1442718		1	N	
297		+			1437324	1443399	Rv1289				1442773	1443399		1	Y	
298		-			1443482	1445834	Rv1290c				1444900	1443482		1	Y	
298		-			1443482	1445834	Rv1291c				1445834	1445499		1	N	
299		+			1446379	1468131	Rv1292				1446379	1448031		1	Y	
299		+			1446379	1468131	Rv1293				1448028	1449371		1	N	
299		+			1446379	1468131	Rv1294				1449375	1450700		1	N	
299		+			1446379	1468131	Rv1295				1450697	1451779		1	N	
299		+			1446379	1468131	Rv1296				1451997	1452947		1	N	
299		+			1446379	1468131	Rv1297				1453204	1455012		1	N	
299		+			1446379	1468131	Rv1298				1455163	1455405		1	N	
299		+			1446379	1468131	Rv1299				1455495	1456568		1	N	
299		+			1446379	1468131	Rv1300				1456565	1457542		1	N	
299		+			1446379	1468131	Rv1301				1457558	1458211		1	N	
299		+			1446379	1468131	Rv1302				1458313	1459509		1	Y	
299		+			1446379	1468131	Rv1303				1459766	1460251		1	N	
299		+			1446379	1468131	Rv1304				1460244	1460996		1	N	
299		+			1446379	1468131	Rv1305				1461045	1461290		1	N	
299		+			1446379	1468131	Rv1306				1461321	1461836		1	N	
299		+			1446379	1468131	Rv1307				1461843	1463183		1	N	
299		+			1446379	1468131	Rv1308				1463228	1464877		1	N	
299		+			1446379	1468131	Rv1309				1464884	1465801		1	N	
299		+			1446379	1468131	Rv1310				1465841	1467301		1	N	
299		+			1446379	1468131	Rv1311				1467315	1467680		1	N	
299		+			1446379	1468131	Rv1312				1467688	1468131		1	N	
300		-			1468171	1470252	Rv1313c				1469505	1468171		1	N	
300		-			1468171	1470252	Rv1314c				1470252	1469671		1	Y	
301		-			1477134	1484217	Rv1316c				1477631	1477134		1	N	
301		-			1477134	1484217	Rv1317c				1479118	1477628		1	N	
301		-			1477134	1484217	Rv1318c				1480824	1479199		1	N	
301		-			1477134	1484217	Rv1319c				1482501	1480894		1	N	
301		-			1477134	1484217	Rv1320c				1484217	1482514		1	N	
302		+			1484279	1488075	Rv1321				1484288	1484959		1	Y	
302		+			1484279	1488075	Rv1322				1484982	1485278		1	Y	
302		+			1484279	1488075	Rv1323				1485862	1487031		1	N	
302		+			1484279	1488075	Rv1324				1487161	1488075		1	Y	
304		-			1488154	1494425	Rv1325c				1489965	1488154		1	N	
304		-			1488154	1494425	Rv1326c				1492312	1490117		1	N	
304		-			1488154	1494425	Rv1327c				1494425	1492320		1	N	
305		-			1497195	1500559	Rv1329c				1499189	1497195		1	N	
305		-			1497195	1500559	Rv1330c				1500610	1499213		1	Y	
306		+			1500661	1508187	Rv1331				1500661	1500966		1	Y	
306		+			1500661	1508187	Rv1332				1500926	1501582		1	N	
306		+			1500661	1508187	Rv1333				1501599	1502633		1	N	
306		+			1500661	1508187	Rv1334				1502641	1503081		1	N	
306		+			1500661	1508187	Rv1335				1503103	1503384		1	N	
306		+			1500661	1508187	Rv1336				1503394	1504365		1	N	
306		+			1500661	1508187	Rv1337				1504356	1505078		1	N	
306		+			1500661	1508187	Rv1338				1505075	1505890		1	N	
306		+			1500661	1508187	Rv1339				1505968	1506738		1	Y	
306		+			1500661	1508187	Rv1340				1506755	1507534		1	Y	
306		+			1500661	1508187	Rv1341				1507573	1508187		1	N	
307		-			1508184	1508923	Rv1342c				1508546	1508184		1	N	
307		-			1508184	1508923	Rv1343c				1508923	1508543		1	Y	
308		+			1508968	1512006	Rv1344				1509034	1509288		1	Y	
308		+			1508968	1512006	Rv1345				1509281	1510846		1	N	
308		+			1508968	1512006	Rv1346				1510846	1512006		1	N	
309		+			1513047	1519134	Rv1348				1513047	1515626		1	N	
309		+			1513047	1519134	Rv1349				1515623	1517362		1	N	
309		+			1513047	1519134	Rv1350				1517491	1518234		1	N	
309		+			1513047	1519134	Rv1351				1518231	1518560		1	N	
309		+			1513047	1519134	Rv1352				1518763	1519134		1	N	
310		-			1519200	1526216	Rv1353c				1519985	1519200		1	N	
310		-			1519200	1526216	Rv1354c				1521876	1520005		1	N	
310		-			1519200	1526216	Rv1355c				1524032	1521885		1	N	
310		-			1519200	1526216	Rv1356c				1524820	1524029		1	N	
310		-			1519200	1526216	Rv1357c				1526216	1525293		1	N	
311		+			1526612	1532370	Rv1358				1526612	1530091		1	N	
311		+			1526612	1532370	Rv1359				1530173	1530925		1	N	
311		+			1526612	1532370	Rv1360				1531348	1532370		1	Y	
312		-			1532443	1538169	Rv1361c				1533633	1532443		1	N	
312		-			1532443	1538169	Rv1362c				1534610	1533948		1	N	
312		-			1532443	1538169	Rv1363c				1535392	1534607		1	N	
312		-			1532443	1538169	Rv1364c				1537644	1535683		1	N	
312		-			1532443	1538169	Rv1365c				1538169	1537783		1	N	
313		-			1541994	1543255	Rv1369c				1542878	1541994		1	N	
313		-			1541994	1543255	Rv1370c				1543255	1542929		1	N	
314		+			1543359	1550641	Rv1371				1543359	1544828		1	N	
314		+			1543359	1550641	Rv1372				1544825	1546006		1	N	
314		+			1543359	1550641	Rv1373				1546012	1546992		1	N	
314		+			1543359	1550641	Rv1375				1547832	1549151		1	N	
314		+			1543359	1550641	Rv1376				1549148	1550641		1	N	
316		-			1550579	1552655	Rv1377c				1551217	1550579		1	Y	
316		-			1550579	1552655	Rv1378c				1552517	1551228		1	Y	
317		+			1552654	1568036	Rv1379				1552654	1553235		1	N	
317		+			1552654	1568036	Rv1380				1553232	1554191		1	N	
317		+			1552654	1568036	Rv1381				1554188	1555480		1	N	
317		+			1552654	1568036	Rv1382				1555477	1555974		1	N	
317		+			1552654	1568036	Rv1383				1555971	1557101		1	N	
317		+			1552654	1568036	Rv1384				1557101	1560448		1	N	
317		+			1552654	1568036	Rv1385				1560445	1561269		1	N	
317		+			1552654	1568036	Rv1386				1561464	1561772		1	N	
317		+			1552654	1568036	Rv1387				1561769	1563388		1	N	
317		+			1552654	1568036	Rv1388				1563694	1564266		1	N	
317		+			1552654	1568036	Rv1389				1564401	1565027		1	N	
317		+			1552654	1568036	Rv1390				1565093	1565425		1	N	
317		+			1552654	1568036	Rv1391				1565441	1566697		1	N	
317		+			1552654	1568036	Rv1392				1566825	1568036		1	N	
318		-			1568109	1570969	Rv1393c				1569587	1568109		1	N	
318		-			1568109	1570969	Rv1394c				1570969	1569584		1	Y	
319		-			1572127	1576796	Rv1397c				1574513	1574112		1	N	
319		-			1572127	1576796	Rv1398c				1574767	1574510		1	Y	
319		-			1572127	1576796	Rv1399c				1575809	1574850		1	Y	
319		-			1572127	1576796	Rv1400c				1576796	1575834		1	Y	
320		+			1576930	1579580	Rv1401				1576747	1577532		1	Y	
320		+			1576930	1579580	Rv1402				1577613	1579580		1	N	
322		+			1582166	1586213	Rv1406				1582166	1583104		1	Y	
322		+			1582166	1586213	Rv1407				1583101	1584474		1	N	
322		+			1582166	1586213	Rv1408				1584508	1585197		1	Y	
322		+			1582166	1586213	Rv1409				1585194	1586213		1	N	
323		-			1586210	1588482	Rv1410c				1587766	1586210		1	N	
323		-			1586210	1588482	Rv1411c				1588482	1587772		1	Y	
324		+			1588567	1601037	Rv1413				1589386	1589901		1	N	
324		+			1588567	1601037	Rv1414				1589891	1590292		1	N	
324		+			1588567	1601037	Rv1415				1590397	1591674		1	N	
324		+			1588567	1601037	Rv1416				1591689	1592153		1	N	
324		+			1588567	1601037	Rv1417				1592150	1592614		1	N	
324		+			1588567	1601037	Rv1418				1592639	1593325		1	Y	
324		+			1588567	1601037	Rv1419				1593505	1593978		1	N	
324		+			1588567	1601037	Rv1420				1594042	1595982		1	Y	
324		+			1588567	1601037	Rv1421				1595979	1596884		1	N	
324		+			1588567	1601037	Rv1422				1596881	1597909		1	N	
324		+			1588567	1601037	Rv1423				1597906	1598883		1	N	
325		-			1601059	1604759	Rv1426c				1602321	1601059		1	N	
325		-			1601059	1604759	Rv1427c				1603928	1602321		1	N	
325		-			1601059	1604759	Rv1428c				1604759	1603932		1	N	
326		+			1604878	1616349	Rv1429				1604878	1606146		1	N	
326		+			1604878	1616349	Rv1430				1606386	1607972		1	N	
326		+			1604878	1616349	Rv1431				1608083	1609852		1	N	
326		+			1604878	1616349	Rv1432				1609849	1611270		1	N	
326		+			1604878	1616349	Rv1433				1611434	1612249		1	N	
326		+			1604878	1616349	Rv1434				1612256	1612393		1	N	
326		+			1604878	1616349	Rv1436				1613307	1614326		1	N	
326		+			1604878	1616349	Rv1437				1614329	1615567		1	N	
326		+			1604878	1616349	Rv1438				1615564	1616349		1	N	
328		-			1616961	1619684	Rv1439c				1617386	1616961		1	N	
328		-			1616961	1619684	Rv1441c				1619684	1618209		1	Y	
