operon no.	locus tag	start	end	sense		in operon	strand	in_operon	P1	P2	P3	P4	TSS_type	number_of_TSS	internal 	flag	non-coding	RNA	distance_between_start_and_first_tss
298	CCNA_00539	3483221	3484681	-	CDS	n	-	n					NO	0	n	simple	0	0	
299	CCNA_00540	3482154	3483026	-	CDS	n	-	n	3482154				TRUE	1	n	simple	0	0	0
301	CCNA_00542	3481266	3481589	-	CDS	y	-	y	3480534				TRUE	1	y	complex	0	0	732
301	CCNA_00543	3480567	3481217	-	CDS	y	-	y	3480534				TRUE	1	y	complex	0	0	33
306	CCNA_00551	3474230	3474670	-	CDS	n	-	n	3474168				TRUE	1	n	simple	0	0	62
307	CCNA_00552	3473504	3473974	-	CDS	y	-	y	3472736				POTENTIAL	1	n	simple	0	0	768
307	CCNA_00553	3472758	3473507	-	CDS	y	-	y	3472736				POTENTIAL	1	n	simple	0	0	22
311	CCNA_00557	3469131	3469910	-	CDS	y	-	y	3467193				TRUE	1	n	simple	0	0	1938
311	CCNA_00558	3468469	3469134	-	CDS	y	-	y	3467193				TRUE	1	n	simple	0	0	1276
311	CCNA_00559	3467193	3468341	-	CDS	y	-	y	3467193				TRUE	1	n	simple	0	0	0
313	CCNA_00565	3461152	3462894	-	CDS	n	-	n	3461103				TRUE	1	n	simple	0	0	49
314	CCNA_00566	3459389	3460600	-	CDS	n	-	n					NO	0	n	simple	0	0	
315	CCNA_00567	3456954	3459266	-	CDS	y	-	y	3453726				POTENTIAL	1	y	complex	0	0	3228
315	CCNA_00568	3455819	3456982	-	CDS	y	-	y	3453726				POTENTIAL	1	y	complex	0	0	2093
315	CCNA_00569	3454743	3455819	-	CDS	y	-	y	3453726				POTENTIAL	1	y	complex	0	0	1017
315	CCNA_00570	3453800	3454705	-	CDS	y	-	y	3453726				POTENTIAL	1	y	complex	0	0	74
322	CCNA_00583	3429725	3431092	-	CDS	n	-	n					NO	0	n	simple	0	0	
325	CCNA_00586	3427184	3428515	-	CDS	n	-	n					NO	0	n	simple	0	0	
329	CCNA_00593	3418413	3419996	-	CDS	y	-	y	3416347				POTENTIAL	1	y	complex	0	0	2066
329	CCNA_00594	3416588	3418408	-	CDS	y	-	y	3416347				POTENTIAL	1	y	complex	0	0	241
329.1	CCNA_00589	3424363	3425079	-	CDS	y	-	y	3420057				TRUE	1	y	complex	0	0	4306
329.1	CCNA_00590	3423206	3424315	-	CDS	y	-	y	3420057				TRUE	1	y	complex	0	0	3149
329.1	CCNA_00591	3421139	3423202	-	CDS	y	-	y	3420057				TRUE	1	y	complex	0	0	1082
329.1	CCNA_00592	3420059	3421126	-	CDS	y	-	y	3420057				TRUE	1	y	complex	0	0	2
330	CCNA_00595	3415042	3416031	-	CDS	y	-	y	3414487				POTENTIAL	1	n	simple	0	0	555
330	CCNA_00596	3414566	3415084	-	CDS	y	-	y	3414487				POTENTIAL	1	n	simple	0	0	79
332	CCNA_00598	3408114	3411044	-	CDS	n	-	n					NO	0	n	simple	0	0	
334	CCNA_00605	3401020	3401808	-	CDS	n	-	n	3401001				TRUE	1	y	complex	0	0	19
341	CCNA_00612	3388751	3389635	-	CDS	y	-	y	3382878				TRUE	1	n	simple	0	0	5873
341	CCNA_00613	3387411	3388754	-	CDS	y	-	y	3382878				TRUE	1	n	simple	0	0	4533
341	CCNA_00614	3386047	3387534	-	CDS	y	-	y	3382878				TRUE	1	n	simple	0	0	3169
341	CCNA_00615	3383067	3385985	-	CDS	y	-	y	3382878				TRUE	1	n	simple	0	0	189
342	CCNA_00616	3382318	3382773	-	CDS	n	-	n					NO	0	n	simple	0	0	
344	CCNA_00621	3376329	3376883	-	CDS	n	-	n					NO	0	n	simple	0	0	
347	CCNA_00624	3372534	3373697	-	CDS	n	-	n					NO	0	n	simple	0	0	
349	CCNA_00626	3370088	3372001	-	CDS	n	-	n					NO	0	n	simple	0	0	
350	CCNA_00627	3369548	3370009	-	CDS	y	-	y					NO	0	n	simple	0	0	
350	CCNA_00628	3369159	3369542	-	CDS	y	-	y					NO	0	n	simple	0	0	
353	CCNA_00637	3355476	3358490	-	CDS	y	-	y	3351129				TRUE	1	n	complex	1	CCNA_R0113	4347
353	CCNA_00638	3352801	3355509	-	CDS	y	-	y	3351129				TRUE	1	n	complex	1	CCNA_R0113	1672
353	CCNA_00639	3351179	3352804	-	CDS	y	-	y	3351129				TRUE	1	n	complex	1	CCNA_R0113	50
354	CCNA_00640	3350758	3351033	-	CDS	n	-	n					NO	0	n	simple	0	0	
355	CCNA_00641	3350258	3350554	-	CDS	y	-	y	3349973				TRUE	1	n	simple	0	0	285
355	CCNA_00642	3350031	3350288	-	CDS	y	-	y	3349973				TRUE	1	n	simple	0	0	58
359	CCNA_00655	3332620	3334602	-	CDS	n	-	n					NO	0	y	complex	0	0	
361	CCNA_00660	3324128	3325108	-	CDS	y	-	y					NO	0	y	complex	0	0	
361	CCNA_00661	3323697	3324131	-	CDS	y	-	y					NO	0	y	complex	0	0	
361	CCNA_00662	3323366	3323713	-	CDS	y	-	y					NO	0	y	complex	0	0	
361	CCNA_00663	3322987	3323322	-	CDS	y	-	y					NO	0	y	complex	0	0	
364	CCNA_00667	3318240	3319424	-	CDS	y	-	y	3313140				TRUE	1	n	simple	0	0	5100
364	CCNA_00668	3317177	3318229	-	CDS	y	-	y	3313140				TRUE	1	n	simple	0	0	4037
364	CCNA_00669	3314724	3317180	-	CDS	y	-	y	3313140				TRUE	1	n	simple	0	0	1584
364	CCNA_00670	3313975	3314727	-	CDS	y	-	y	3313140				TRUE	1	n	simple	0	0	835
364	CCNA_00671	3313174	3313965	-	CDS	y	-	y	3313140				TRUE	1	n	simple	0	0	34
365	CCNA_00672	3312237	3313040	-	CDS	n	-	n	3312137				POTENTIAL	1	n	simple	0	0	100
367	CCNA_00674	3309796	3311043	-	CDS	y	-	y	3309182				TRUE	1	n	simple	0	0	614
367	CCNA_00675	3309435	3309830	-	CDS	y	-	y	3309182				TRUE	1	n	simple	0	0	253
367	CCNA_00676	3309196	3309435	-	CDS	y	-	y	3309182				TRUE	1	n	simple	0	0	14
368	CCNA_00677	3308359	3309048	-	CDS	y	-	y	3307807				TRUE	1	n	simple	0	0	552
368	CCNA_00678	3307923	3308354	-	CDS	y	-	y	3307807				TRUE	1	n	simple	0	0	116
369	CCNA_00680	3305683	3306318	-	CDS	y	-	y					NO	0	n	simple	0	0	
369	CCNA_00681	3304949	3305686	-	CDS	y	-	y					NO	0	n	simple	0	0	
371	CCNA_00683	3302470	3303999	-	CDS	y	-	y					NO	0	n	simple	0	0	
371	CCNA_00684	3301819	3302457	-	CDS	y	-	y					NO	0	n	simple	0	0	
371	CCNA_00685	3301205	3301822	-	CDS	y	-	y					NO	0	n	simple	0	0	
373	CCNA_00687	3299203	3299574	-	CDS	y	-	y	3297808				POTENTIAL	1	n	simple	0	0	1395
373	CCNA_00688	3297834	3299144	-	CDS	y	-	y	3297808				POTENTIAL	1	n	simple	0	0	26
375	CCNA_00690	3294723	3295226	-	CDS	n	-	n	3294490				TRUE	1	n	simple	0	0	233
376	CCNA_00691	3294029	3294370	-	CDS	n	-	n	3293996	3294023			TRUE	multiple	n	complex	0	0	33
378	CCNA_00693	3291152	3291445	-	CDS	y	-	y	3288588				TRUE	1	y	complex	0	0	2564
378	CCNA_00694	3288588	3291155	-	CDS	y	-	y	3288588				TRUE	1	y	complex	0	0	0
379	CCNA_00695	3286782	3288416	-	CDS	n	-	n	3286759				POTENTIAL	1	n	simple	0	0	23
381	CCNA_00698	3285115	3285612	-	CDS	y	-	n					NO	0	n	simple	0	0	
383	CCNA_00700	3281906	3283831	-	CDS	n	-	n	3281822				TRUE	1	n	simple	0	0	84
387	CCNA_00705	3279615	3279905	-	CDS	n	-	n	3279524				TRUE	1	n	simple	0	0	91
388	CCNA_00706	3278927	3279340	-	CDS	n	-	n					NO	0	n	simple	0	0	
389	CCNA_00707	3277745	3278827	-	CDS	y	-	y	3275820				POTENTIAL	1	y	complex	0	0	1925
389	CCNA_00708	3275820	3277748	-	CDS	y	-	y	3275820				POTENTIAL	1	y	complex	0	0	0
391	CCNA_00710	3274240	3275409	-	CDS	n	-	n	3274208				POTENTIAL	1	n	simple	0	0	32
393	CCNA_00712	3272678	3272992	-	CDS	n	-	n					NO	0	n	simple	0	0	
395	CCNA_03926	3272507	3272638	-	CDS	y	-	y					NO	0	n	simple	0	0	
395	CCNA_00714	3272221	3272490	-	CDS	y	-	y					NO	0	n	simple	0	0	
397	CCNA_00716	3271363	3271539	-	CDS	n	-	n	3271327				POTENTIAL	1	n	simple	0	0	36
399	CCNA_00718	3270147	3271043	-	CDS	y	-	y	3270026				TRUE	1	n	simple	0	0	121
399	CCNA_03930	3270036	3270140	-	CDS	y	-	y	3270026				TRUE	1	n	simple	0	0	10
400	CCNA_03931	3269200	3269493	-	CDS	y	-	y	3268609				TRUE	1	n	simple	0	0	591
400	CCNA_03932	3268943	3269197	-	CDS	y	-	y	3268609				TRUE	1	n	simple	0	0	334
400	CCNA_03933	3268652	3268912	-	CDS	y	-	y	3268609				TRUE	1	n	simple	0	0	43
402	CCNA_00721	3263345	3264988	-	CDS	y	-	y	3262907				TRUE	1	n	simple	0	0	438
402	CCNA_00722	3262997	3263287	-	CDS	y	-	y	3262907				TRUE	1	n	simple	0	0	90
404	CCNA_00725	3261318	3261980	-	CDS	y	-	y	3259917				POTENTIAL	1	n	simple	0	0	1401
404	CCNA_00726	3259960	3261267	-	CDS	y	-	y	3259917				POTENTIAL	1	n	simple	0	0	43
408	CCNA_00731	3253656	3255569	-	CDS	n	-	n					NO	0	n	simple	0	0	
410	CCNA_00735	3249900	3250469	-	CDS	n	-	n	3249831				TRUE	1	n	simple	0	0	69
411	CCNA_00736	3249281	3249787	-	CDS	y	-	y	3246102				TRUE	1	y	complex	0	0	3179
411	CCNA_00737	3246225	3249134	-	CDS	y	-	y	3246102				TRUE	1	y	complex	0	0	123
411	CCNA_03934	3246102	3246146	-	CDS	n	-	y	3246102				TRUE	1	y	complex	0	0	0
412	CCNA_00738	3244820	3245911	-	CDS	n	-	n	3244686				POTENTIAL	1	n	simple	0	0	134
414	CCNA_00740	3243476	3244417	-	CDS	y	-	y	3242133				POTENTIAL	1	y	complex	0	0	1343
414	CCNA_00741	3243051	3243476	-	CDS	y	-	y	3242133				POTENTIAL	1	y	complex	0	0	918
414	CCNA_00742	3242133	3242993	-	CDS	y	-	y	3242133				POTENTIAL	1	y	complex	0	0	0
417	CCNA_00745	3240156	3240860	-	CDS	y	-	y					NO	0	n	simple	0	0	
417	CCNA_00746	3239434	3240159	-	CDS	y	-	y					NO	0	n	simple	0	0	
418	CCNA_00747	3237977	3239335	-	CDS	n	-	n	3237967				TRUE	1	y	complex	0	0	10
420	CCNA_00750	3234309	3235337	-	CDS	y	-	y	3232675				POTENTIAL	1	n	simple	0	0	1634
420	CCNA_00751	3232697	3233938	-	CDS	y	-	y	3232675				POTENTIAL	1	n	simple	0	0	22
421	CCNA_00752	3231668	3232546	-	CDS	n	-	n	3231611				TRUE	1	n	simple	0	0	57
422	CCNA_00753	3230493	3231530	-	CDS	n	-	n					NO	0	n	simple	0	0	
423	CCNA_00754	3229634	3230335	-	CDS	n	-	n	3229618				POTENTIAL	1	n	simple	0	0	16
424	CCNA_00755	3229046	3229486	-	CDS	y	-	y	3228745				POTENTIAL	1	n	complex	1	CCNA_R0119	301
424	CCNA_00756	3228810	3229088	-	CDS	y	-	y	3228745				POTENTIAL	1	n	complex	1	CCNA_R0119	65
425	CCNA_00757	3227616	3228674	-	CDS	n	-	n					NO	0	n	simple	0	0	
427	CCNA_00759	3224255	3226729	-	CDS	n	-	n					NO	0	n	simple	0	0	
428	CCNA_00760	3222420	3224120	-	CDS	n	-	n					NO	0	n	simple	0	0	
429	CCNA_00761	3222066	3222275	-	CDS	y	-	y	3219995				TRUE	1	n	simple	0	0	2071
429	CCNA_00762	3221725	3222069	-	CDS	y	-	y	3219995				TRUE	1	n	simple	0	0	1730
429	CCNA_00763	3220779	3221720	-	CDS	y	-	y	3219995				TRUE	1	n	simple	0	0	784
429	CCNA_00764	3220033	3220779	-	CDS	y	-	y	3219995				TRUE	1	n	simple	0	0	38
431	CCNA_00766	3218750	3219328	-	CDS	y	-	y	3218509				TRUE	1	n	simple	0	0	241
431	CCNA_00767	3218509	3218712	-	CDS	y	-	y	3218509				TRUE	1	n	simple	0	0	0
434	CCNA_00772	3215691	3215909	-	CDS	n	-	n					NO	0	n	simple	0	0	
437	CCNA_00775	3211337	3212494	-	CDS	n	-	n	3211337				POTENTIAL	1	n	simple	0	0	0
438	CCNA_00776	3207681	3211244	-	CDS	n	-	n					NO	0	n	simple	0	0	
439	CCNA_00777	3205144	3207567	-	CDS	y	-	y	3202897	3203125			TRUE	multiple	y	complex	0	0	2247
439	CCNA_00778	3203152	3204984	-	CDS	y	-	y	3202897	3203125			TRUE	multiple	y	complex	0	0	255
441	CCNA_00780	3201244	3202170	-	CDS	n	-	n	3201149	3201244			TRUE	multiple	n	complex	0	0	95
443	CCNA_00782	3198822	3200441	-	CDS	n	-	n					NO	0	n	simple	0	0	
444	CCNA_00783	3196504	3198480	-	CDS	n	-	n	3196485				TRUE	1	y	complex	0	0	19
446	CCNA_00785	3192998	3194773	-	CDS	n	-	n	3192998				POTENTIAL	1	n	simple	0	0	0
447	CCNA_00787	3191510	3192376	-	CDS	n	-	n	3191487				TRUE	1	n	simple	0	0	23
449	CCNA_00789	3189407	3190057	-	CDS	n	-	n	3189387				POTENTIAL	1	n	simple	0	0	20
451	CCNA_00792	3186720	3187904	-	CDS	n	-	n	3186688				TRUE	1	n	simple	0	0	32
454	CCNA_00795	3183342	3183950	-	CDS	y	-	y					NO	0	y	complex	0	0	
454	CCNA_00796	3181862	3183349	-	CDS	y	-	y					NO	0	y	complex	0	0	
454	CCNA_00798	3180038	3181636	-	CDS	y	-	y					NO	0	y	complex	0	0	
454	CCNA_00799	3178225	3179865	-	CDS	y	-	y					NO	0	y	complex	0	0	
457	CCNA_00804	3174071	3174556	-	CDS	n	-	n					NO	0	n	simple	0	0	
458	CCNA_00805	3173152	3173841	-	CDS	y	-	y	3170566	3170599			TRUE	multiple	y	complex	0	0	2586
458	CCNA_00806	3171305	3173152	-	CDS	y	-	y	3170566	3170599			TRUE	multiple	y	complex	0	0	739
458	CCNA_00807	3170848	3171297	-	CDS	y	-	y	3170566	3170599			TRUE	multiple	y	complex	0	0	282
458	CCNA_00808	3170620	3170754	-	CDS	y	-	y	3170566	3170599			TRUE	multiple	y	complex	0	0	54
459	CCNA_00809	3169345	3170340	-	CDS	y	-	y	3165373				TRUE	1	n	simple	0	0	3972
459	CCNA_00810	3168044	3169186	-	CDS	y	-	y	3165373				TRUE	1	n	simple	0	0	2671
459	CCNA_00811	3167377	3168012	-	CDS	y	-	y	3165373				TRUE	1	n	simple	0	0	2004
459	CCNA_00812	3166904	3167155	-	CDS	y	-	y	3165373				TRUE	1	n	simple	0	0	1531
459	CCNA_00813	3165399	3166775	-	CDS	y	-	y	3165373				TRUE	1	n	simple	0	0	26
460	CCNA_00814	3164850	3165173	-	CDS	n	-	n	3164850				POTENTIAL	1	n	simple	0	0	0
461	CCNA_00815	3163206	3164657	-	CDS	y	-	y					NO	0	n	simple	0	0	
461	CCNA_00816	3163018	3163209	-	CDS	y	-	y					NO	0	n	simple	0	0	
461	CCNA_00817	3161646	3162974	-	CDS	y	-	y					NO	0	n	simple	0	0	
462	CCNA_00818	3160763	3161485	-	CDS	y	-	y					NO	0	n	simple	0	0	
462	CCNA_00820	3159535	3160707	-	CDS	y	-	y					NO	0	n	simple	0	0	
462	CCNA_00821	3159041	3159490	-	CDS	y	-	y					NO	0	n	simple	0	0	
463	CCNA_00822	3158625	3158969	-	CDS	n	-	n					NO	0	n	simple	0	0	
464	CCNA_00823	3157686	3158489	-	CDS	y	-	y	3156791				TRUE	1	y	complex	0	0	895
464	CCNA_03941	3158020	3158382	-	CDS	y	-	y	3156791				TRUE	1	y	complex	0	0	1229
464	CCNA_00824	3156876	3157604	-	CDS	y	-	y	3156791				TRUE	1	y	complex	0	0	85
465	CCNA_00825	3156105	3156713	-	CDS	y	-	y	3155176				POTENTIAL	1	n	simple	0	0	929
465	CCNA_00826	3155188	3156108	-	CDS	y	-	y	3155176				POTENTIAL	1	n	simple	0	0	12
470	CCNA_00832	3144449	3145348	-	CDS	n	-	n					NO	0	n	simple	0	0	
475	CCNA_00837	3138191	3139807	-	CDS	n	-	n					NO	0	n	simple	0	0	
476	CCNA_00838	3136057	3138030	-	CDS	n	-	n	3136023				POTENTIAL	1	n	simple	0	0	34
479	CCNA_00841	3129511	3131127	-	CDS	n	-	n	3129455				POTENTIAL	1	n	simple	0	0	56
480	CCNA_00842	3127697	3129421	-	CDS	n	-	n	3127682				TRUE	1	y	complex	0	0	15
481	CCNA_00843	3126285	3127613	-	CDS	n	-	n					NO	0	n	simple	0	0	
482	CCNA_00844	3125928	3126209	-	CDS	y	-	y	3122518				TRUE	1	y	complex	0	0	3410
482	CCNA_00845	3125668	3125931	-	CDS	y	-	y	3122518				TRUE	1	y	complex	0	0	3150
482	CCNA_00846	3122540	3125629	-	CDS	y	-	y	3122518				TRUE	1	y	complex	0	0	22
484	CCNA_00848	3121436	3121600	-	CDS	y	-	y	3115368				POTENTIAL	1	y	complex	1	CCNA_R0123	6068
484	CCNA_00849	3119796	3121199	-	CDS	y	-	y	3115368				POTENTIAL	1	y	complex	1	CCNA_R0123	4428
484	CCNA_00850	3116639	3119794	-	CDS	y	-	y	3115368				POTENTIAL	1	y	complex	1	CCNA_R0123	1271
484	CCNA_00851	3115460	3116626	-	CDS	y	-	y	3115368				POTENTIAL	1	y	complex	1	CCNA_R0123	92
486	CCNA_00853	3113914	3114681	-	CDS	n	-	n					NO	0	n	simple	0	0	
488	CCNA_00855	3111338	3112195	-	CDS	n	-	n					NO	0	n	simple	0	0	
489	CCNA_00856	3109575	3111197	-	CDS	n	-	n					NO	0	n	simple	0	0	
490	CCNA_00857	3107967	3109403	-	CDS	n	-	n	3107817				TRUE	1	n	simple	0	0	150
492	CCNA_00859	3104367	3105254	-	CDS	y	-	y	3104006	3104035			TRUE	multiple	y	complex	0	0	361
492	CCNA_00860	3104075	3104311	-	CDS	y	-	y	3104006	3104035			TRUE	multiple	y	complex	0	0	69
493	CCNA_00861	3103373	3103951	-	CDS	n	-	n	3103338				TRUE	1	n	simple	0	0	35
494	CCNA_00864	3099726	3100472	-	CDS	y	-	y					NO	0	n	simple	0	0	
494	CCNA_00865	3098284	3099720	-	CDS	y	-	y					NO	0	n	simple	0	0	
494	CCNA_00866	3097113	3098267	-	CDS	y	-	y					NO	0	n	simple	0	0	
494.5	CCNA_00862	3101459	3103234	-	CDS	y	-	y	3100499				TRUE	1	n	simple	0	0	960
494.5	CCNA_00863	3100597	3101466	-	CDS	y	-	y	3100499				TRUE	1	n	simple	0	0	98
496	CCNA_00869	3092547	3095504	-	CDS	n	-	n	3092530				TRUE	1	y	complex	0	0	17
497	CCNA_00873	3090096	3090893	-	CDS	n	-	n	3089973				TRUE	1	n	simple	0	0	123
497.1	CCNA_00870	3092044	3092481	-	CDS	y	-	y	3090898				TRUE	1	n	simple	0	0	1146
497.1	CCNA_00871	3091173	3092024	-	CDS	y	-	y	3090898				TRUE	1	n	simple	0	0	275
497.1	CCNA_00872	3090922	3091176	-	CDS	y	-	y	3090898				TRUE	1	n	simple	0	0	24
499	CCNA_00875	3089006	3089179	-	CDS	y	-	y	3087974				TRUE	1	y	complex	0	0	1032
499	CCNA_00876	3088623	3089027	-	CDS	y	-	y	3087974				TRUE	1	y	complex	0	0	649
499	CCNA_00877	3087983	3088591	-	CDS	y	-	y	3087974				TRUE	1	y	complex	0	0	9
503	CCNA_00880	3081980	3083539	-	CDS	y	-	y	3081218				TRUE	1	n	simple	0	0	762
503	CCNA_00881	3081231	3081983	-	CDS	y	-	y	3081218				TRUE	1	n	simple	0	0	13
504	CCNA_00882	3080077	3081075	-	CDS	n	-	n					NO	0	n	simple	0	0	
505	CCNA_00883	3079127	3079885	-	CDS	y	-	y	3078174				TRUE	1	n	simple	0	0	953
505	CCNA_00884	3078738	3079124	-	CDS	y	-	y	3078174				TRUE	1	n	simple	0	0	564
505	CCNA_00885	3078200	3078748	-	CDS	y	-	y	3078174				TRUE	1	n	simple	0	0	26
509	CCNA_00889	3075174	3075617	-	CDS	n	-	n	3075149				POTENTIAL	1	n	simple	0	0	25
510	CCNA_00890	3074163	3075083	-	CDS	n	-	n					NO	0	n	simple	0	0	
515	CCNA_00896	3067010	3067381	-	CDS	n	-	n					NO	0	n	simple	0	0	
517	CCNA_00898	3065910	3066677	-	CDS	y	-	y					NO	0	y	complex	0	0	
517	CCNA_00899	3064836	3065906	-	CDS	y	-	y					NO	0	y	complex	0	0	
519	CCNA_00901	3061324	3062160	-	CDS	n	-	n					NO	0	n	simple	0	0	
521	CCNA_00905	3056534	3057421	-	CDS	y	-	y	3049699	3049721			POTENTIAL	multiple	y	complex	0	0	6835
521	CCNA_00906	3055550	3056464	-	CDS	y	-	y	3049699	3049721			POTENTIAL	multiple	y	complex	0	0	5851
521	CCNA_00907	3054825	3055553	-	CDS	y	-	y	3049699	3049721			POTENTIAL	multiple	y	complex	0	0	5126
521	CCNA_00908	3053749	3054888	-	CDS	y	-	y	3049699	3049721			POTENTIAL	multiple	y	complex	0	0	4050
521	CCNA_00909	3052927	3053664	-	CDS	y	-	y	3049699	3049721			POTENTIAL	multiple	y	complex	0	0	3228
521	CCNA_00910	3051664	3052854	-	CDS	y	-	y	3049699	3049721			POTENTIAL	multiple	y	complex	0	0	1965
521	CCNA_00911	3051011	3051601	-	CDS	y	-	y	3049699	3049721			POTENTIAL	multiple	y	complex	0	0	1312
521	CCNA_00912	3049947	3051014	-	CDS	y	-	y	3049699	3049721			POTENTIAL	multiple	y	complex	0	0	248
521	CCNA_00913	3049721	3049897	-	CDS	y	-	y	3049699	3049721			POTENTIAL	multiple	y	complex	0	0	22
522	CCNA_00914	3049115	3049642	-	CDS	n	-	n					NO	0	n	simple	0	0	
524	CCNA_00916	3047931	3048221	-	CDS	y	-	y	3047668				TRUE	1	n	simple	0	0	263
524	CCNA_00917	3047668	3047934	-	CDS	y	-	y	3047668				TRUE	1	n	simple	0	0	0
529	CCNA_00924	3040913	3041191	-	CDS	y	-	y	3040325				TRUE	1	n	simple	0	0	588
529	CCNA_00925	3040370	3040912	-	CDS	y	-	y	3040325				TRUE	1	n	simple	0	0	45
530	CCNA_00926	3039294	3040265	-	CDS	n	-	n	3039273				TRUE	1	n	simple	0	0	21
531	CCNA_00927	3038512	3039126	-	CDS	y	-	y	3037799				POTENTIAL	1	n	simple	0	0	713
531	CCNA_00928	3037828	3038502	-	CDS	y	-	y	3037799				POTENTIAL	1	n	simple	0	0	29
534	CCNA_00935	3031251	3032237	-	CDS	n	-	n					NO	0	n	simple	0	0	
536	CCNA_00937	3030006	3030275	-	CDS	n	-	n	3029987				TRUE	1	n	simple	0	0	19
537	CCNA_00938	3028657	3029844	-	CDS	n	-	n	3028500	3028631			POTENTIAL	multiple	n	simple	0	0	157
540	CCNA_00941	3024556	3025779	-	CDS	y	-	y					NO	0	n	simple	0	0	
540	CCNA_00942	3023579	3024502	-	CDS	y	-	y					NO	0	n	simple	0	0	
540	CCNA_00943	3021464	3023575	-	CDS	y	-	y					NO	0	n	simple	0	0	
540	CCNA_03944	3021344	3021460	-	CDS	y	-	y					NO	0	n	simple	0	0	
548	CCNA_00958	3005652	3006974	-	CDS	n	-	n	3005609				TRUE	1	n	simple	0	0	43
550	CCNA_00962	3004004	3004450	-	CDS	y	-	y	3003551				TRUE	1	n	simple	0	0	453
550	CCNA_00963	3003577	3003993	-	CDS	y	-	y	3003551				TRUE	1	n	simple	0	0	26
551	CCNA_00964	3003190	3003282	-	CDS	n	-	n					NO	0	n	simple	0	0	
552	CCNA_00965	3002317	3003015	-	CDS	n	-	n	3002317				POTENTIAL	1	n	simple	0	0	0
554	CCNA_00967	3000911	3001531	-	CDS	n	-	n	3000888				TRUE	1	n	simple	0	0	23
556	CCNA_00969	2997048	2998808	-	CDS	n	-	n	2996881	2997001			TRUE	multiple	n	complex	0	0	167
558	CCNA_00971	2992889	2993782	-	CDS	n	-	n					NO	0	n	simple	0	0	
560	CCNA_00973	2992148	2992555	-	CDS	n	-	n	2992108				POTENTIAL	1	n	simple	0	0	40
562	CCNA_00976	2986144	2987928	-	CDS	y	-	n	2985886				TRUE	1	n	simple	0	0	258
566	CCNA_00983	2978942	2980759	-	CDS	y	-	y	2976084				TRUE	1	y	complex	0	0	2858
566	CCNA_00984	2978317	2978868	-	CDS	y	-	y	2976084				TRUE	1	y	complex	0	0	2233
566	CCNA_00985	2976128	2978320	-	CDS	y	-	y	2976084				TRUE	1	y	complex	0	0	44
568	CCNA_00988	2973361	2974803	-	CDS	n	-	n					NO	0	n	simple	0	0	
570	CCNA_00990	2970878	2971348	-	CDS	y	-	y					NO	0	n	simple	0	0	
570	CCNA_00991	2970370	2970816	-	CDS	y	-	y					NO	0	n	simple	0	0	
571	CCNA_00992	2969292	2970305	-	CDS	n	-	n	2969011				POTENTIAL	1	n	simple	0	0	281
572	CCNA_00993	2967682	2969220	-	CDS	n	-	n					NO	0	n	simple	0	0	
573	CCNA_00994	2965854	2967521	-	CDS	n	-	n					NO	0	n	simple	0	0	
580	CCNA_01001	2958990	2959901	-	CDS	y	-	y	2957797	2957821			TRUE	multiple	y	complex	0	0	1193
580	CCNA_01002	2958169	2958969	-	CDS	y	-	y	2957797	2957821			TRUE	multiple	y	complex	0	0	372
580	CCNA_01003	2957849	2958169	-	CDS	y	-	y	2957797	2957821			TRUE	multiple	y	complex	0	0	52
582	CCNA_01007	2956267	2956434	-	CDS	y	-	y	2950629				TRUE	1	n	simple	0	0	5638
582	CCNA_01008	2954466	2956130	-	CDS	y	-	y	2950629				TRUE	1	n	simple	0	0	3837
582	CCNA_01009	2953526	2954341	-	CDS	y	-	y	2950629				TRUE	1	n	simple	0	0	2897
582	CCNA_01010	2951866	2953407	-	CDS	y	-	y	2950629				TRUE	1	n	simple	0	0	1237
582	CCNA_01011	2950676	2951881	-	CDS	y	-	y	2950629				TRUE	1	n	simple	0	0	47
584	CCNA_01014	2947663	2948139	-	CDS	n	-	n					NO	0	n	simple	0	0	
587	CCNA_01018	2942109	2943032	-	CDS	n	-	n					NO	0	n	simple	0	0	
588	CCNA_01019	2939662	2941938	-	CDS	y	-	y	2938458	2938477	2938522		TRUE	multiple	n	complex	1	CCNA_R0127	1204
588	CCNA_01020	2938555	2939598	-	CDS	y	-	y	2938458	2938477	2938522		TRUE	multiple	n	complex	1	CCNA_R0127	97
592	CCNA_01024	2930819	2931313	-	CDS	y	-	y	2929402	2929412	2929463		TRUE	multiple	y	complex	0	0	1417
592	CCNA_01025	2930183	2930806	-	CDS	y	-	y	2929402	2929412	2929463		TRUE	multiple	y	complex	0	0	781
592	CCNA_01026	2929480	2930199	-	CDS	y	-	y	2929402	2929412	2929463		TRUE	multiple	y	complex	0	0	78
593	CCNA_01027	2928917	2929282	-	CDS	n	-	n					NO	0	n	simple	0	0	
595	CCNA_01029	2924114	2927197	-	CDS	n	-	n					NO	0	n	simple	0	0	
596	CCNA_01030	2923429	2924046	-	CDS	n	-	n	2923412				POTENTIAL	1	n	simple	0	0	17
600	CCNA_01036	2910882	2913731	-	CDS	n	-	n					NO	0	y	complex	0	0	
601	CCNA_01038	2909543	2909932	-	CDS	n	-	n	2909519				TRUE	1	n	simple	0	0	24
601.1	CCNA_01037	2910039	2910800	-	CDS	n	-	n	2910006				TRUE	1	n	simple	0	0	33
