operon_no.	start_gene	last_gene	start_position	last_position	strand	in_operon	changed
986	CCNA_01699	CCNA_01699	1830513	1831520	-	n	0
988	CCNA_01705	CCNA_01705	1836721	1837566	-	n	0
991	CCNA_01709	CCNA_01710	1840745	1842606	-	y	0
992	CCNA_01711	CCNA_01712	1842780	1844628	-	y	0
997	CCNA_01727	CCNA_01727	1854729	1856234	-	n	0
998	CCNA_01728	CCNA_01735	1856420	1864189	-	y	0
1000	CCNA_01737	CCNA_01737	1864901	1866424	-	n	0
1001	CCNA_01738	CCNA_01738	1866634	1869063	-	n	0
1002	CCNA_01739	CCNA_01741	1869268	1870539	-	y	0
1004	CCNA_01743	CCNA_01743	1871442	1872251	-	n	0
1005	CCNA_01744	CCNA_01744	1872325	1873437	-	n	0
1006	CCNA_01745	CCNA_01745	1873509	1874042	-	n	0
1010	CCNA_01754	CCNA_01754	1881367	1881672	-	n	0
1011	CCNA_01755	CCNA_01755	1881785	1883437	-	n	0
1012	CCNA_01756	CCNA_01756	1883535	1883654	-	n	0
1013	CCNA_01757	CCNA_01759	1883718	1886940	-	y	0
1014	CCNA_01760	CCNA_01762	1887107	1891771	-	y	0
1017	CCNA_01766	CCNA_01766	1894443	1895228	-	n	0
1019	CCNA_01768	CCNA_01769	1895834	1898175	-	y	0
1021	CCNA_01771	CCNA_01771	1898688	1898930	-	n	0
1023	CCNA_01773	CCNA_01773	1899409	1900026	-	n	0
1024	CCNA_01774	CCNA_01775	1900105	1901872	-	y	0
1027	CCNA_01779	CCNA_01779	1906529	1906798	-	n	0
1028	CCNA_01780	CCNA_01780	1906954	1908453	-	n	0
1029	CCNA_01781	CCNA_01782	1908544	1911152	-	y	0
1030	CCNA_01783	CCNA_01783	1911358	1912050	-	n	0
1032	CCNA_01784	CCNA_01785	1912227	1913097	-	y	0
1034	CCNA_01787	CCNA_01787	1914921	1915856	-	n	0
1035	CCNA_01788	CCNA_01788	1916111	1916470	-	n	0
1036	CCNA_01789	CCNA_01789	1916649	1917164	-	n	0
1041	CCNA_01794	CCNA_01794	1920971	1921741	-	n	0
1046	CCNA_01807	CCNA_01808	1931701	1934419	-	y	0
1048	CCNA_01811	CCNA_01812	1935926	1937604	-	y	0
1051	CCNA_01821	CCNA_01822	1947560	1949762	-	y	0
1052	CCNA_01823	CCNA_01823	1950040	1950258	-	n	0
1053	CCNA_01824	CCNA_01824	1950334	1950669	-	n	0
1056	CCNA_01828	CCNA_01828	1954767	1955342	-	n	0
1061	CCNA_01834	CCNA_01835	1965009	1968214	-	y	0
1063	CCNA_01837	CCNA_01837	1969053	1970081	-	n	0
1066	CCNA_01840	CCNA_01840	1970882	1972324	-	n	0
1069	CCNA_01844	CCNA_01844	1976177	1976803	-	n	0
1070	CCNA_01845	CCNA_01851	1977086	1983781	-	y	0
1077	CCNA_01862	CCNA_01863	1996891	1998630	-	y	0
1079	CCNA_01868	CCNA_01869	2005193	2008671	-	y	0
1080	CCNA_01870	CCNA_01870	2008780	2009934	-	n	0
1082	CCNA_01874	CCNA_01874	2010768	2012213	-	n	0
1084	CCNA_01876	CCNA_01876	2014046	2015716	-	n	0
1086	CCNA_01878	CCNA_01878	2016779	2018377	-	n	0
1088	CCNA_01885	CCNA_01885	2024476	2025252	-	n	0
1089	CCNA_01886	CCNA_01886	2025426	2028326	-	n	0
1091	CCNA_01889	CCNA_01889	2029278	2030912	-	n	0
1093	CCNA_01891	CCNA_01891	2032774	2033601	-	n	0
1095	CCNA_01894	CCNA_01894	2035926	2037557	-	n	0
1097	CCNA_01896	CCNA_01896	2039570	2039776	-	n	0
1098	CCNA_01897	CCNA_01901	2040047	2044365	-	y	0
1101	CCNA_01907	CCNA_01909	2052344	2055085	-	y	0
1102	CCNA_01911	CCNA_01912	2055562	2056449	-	y	0
1102.1	CCNA_01910	CCNA_01910	2055307	2055426	-	n	0
1107	CCNA_01916	CCNA_01916	2058860	2059846	-	n	0
1107.1	CCNA_01917	CCNA_01917	2059987	2061114	-	n	0
1111	CCNA_01920	CCNA_01922	2063515	2068035	-	y	0
1113	CCNA_01924	CCNA_01925	2069785	2072426	-	y	0
1116	CCNA_01928	CCNA_01930	2074608	2076391	-	y	0
1118	CCNA_01933	CCNA_01942	2077966	2085397	-	y	0
1120	CCNA_01944	CCNA_01944	2086293	2086811	-	n	0
1121	CCNA_01945	CCNA_01945	2086909	2088006	-	n	0
1125	CCNA_01950	CCNA_01951	2092058	2095621	-	y	0
1126	CCNA_01952	CCNA_01952	2095782	2096969	-	n	0
1130	CCNA_01958	CCNA_01958	2103570	2103770	-	n	0
1130.1	CCNA_01957	CCNA_01957	2102616	2103425	-	n	0
1133	CCNA_01963	CCNA_01964	2106904	2107942	-	y	0
1137	CCNA_01969	CCNA_01969	2112556	2114394	-	n	0
1138	CCNA_01970	CCNA_01970	2114516	2115277	-	n	0
1140	CCNA_01973	CCNA_01973	2118945	2119154	-	n	0
1144	CCNA_01980	CCNA_03960	2124219	2127355	-	y	0
1146	CCNA_01984	CCNA_01985	2130172	2132201	-	y	0
1147	CCNA_01999	CCNA_02000	2145250	2147134	-	y	0
1147.1	CCNA_01986	CCNA_01998	2132287	2145072	-	y	0
1149	CCNA_02002	CCNA_02002	2148110	2148739	-	n	0
1150	CCNA_02003	CCNA_02004	2148907	2152463	-	y	0
1153	CCNA_02012	CCNA_02033	2158098	2177472	-	y	0
1153.1	CCNA_02006	CCNA_02011	2153585	2157989	-	y	0
1154	CCNA_02035	CCNA_02035	2178958	2180166	-	n	0
1155	CCNA_02036	CCNA_02036	2180650	2180928	-	n	0
1156	CCNA_02037	CCNA_02037	2181072	2183471	-	n	0
1158	CCNA_02039	CCNA_02039	2183866	2185128	-	n	0
1160.1	CCNA_02042	CCNA_02042	2187021	2188385	-	n	0
1160.5	CCNA_02041	CCNA_02041	2186211	2186852	-	n	0
1161	CCNA_02043	CCNA_02045	2188693	2192279	-	y	0
1164	CCNA_02049	CCNA_02049	2196860	2197255	-	n	0
1168	CCNA_02054	CCNA_02054	2203400	2204932	-	n	0
1169	CCNA_02055	CCNA_02056	2205060	2206108	-	y	0
1171	CCNA_02059	CCNA_02060	2208899	2210274	-	y	0
1173.1	CCNA_02064	CCNA_02064	2214597	2215493	-	n	0
1173.2	CCNA_02063	CCNA_02063	2213567	2214496	-	n	0
1173.3	CCNA_02062	CCNA_02062	2211778	2213484	-	n	0
1175	CCNA_02066	CCNA_02066	2218017	2218730	-	n	0
1176	CCNA_02067	CCNA_02067	2218802	2219416	-	n	0
1177	CCNA_02068	CCNA_02071	2219512	2222898	-	y	0
1180	CCNA_02076	CCNA_02078	2226974	2229875	-	y	0
1180.1	CCNA_02075	CCNA_02075	2225052	2226881	-	n	0
1181	CCNA_02080	CCNA_02081	2230926	2232427	-	y	0
1182	CCNA_02082	CCNA_02082	2232512	2232736	-	n	0
1183	CCNA_02083	CCNA_02087	2232870	2237541	-	y	0
1186	CCNA_02089	CCNA_02089	2237967	2238341	-	n	0
1188	CCNA_02092	CCNA_02092	2240106	2240744	-	n	0
1190	CCNA_02094	CCNA_02094	2242725	2243642	-	n	0
1192	CCNA_02096	CCNA_02096	2244856	2245224	-	n	0
1195	CCNA_02099	CCNA_02100	2248481	2250494	-	y	0
1198	CCNA_02105	CCNA_02105	2253002	2253388	-	n	0
1198.1	CCNA_02103	CCNA_02104	2252045	2252940	-	y	0
1199	CCNA_02106	CCNA_02106	2253663	2256422	-	n	0
1200	CCNA_02108	CCNA_02109	2256813	2260088	-	y	0
1201	CCNA_02110	CCNA_02111	2260320	2261314	-	y	0
1203	CCNA_02114	CCNA_02114	2263333	2263515	-	n	0
1205	CCNA_02116	CCNA_02116	2265728	2266525	-	n	0
1206	CCNA_02117	CCNA_02117	2266640	2267236	-	n	0
1207	CCNA_02118	CCNA_02120	2267319	2271166	-	y	0
1210	CCNA_02124	CCNA_02124	2275567	2276028	-	n	0
1211	CCNA_02125	CCNA_02125	2276272	2279196	-	n	0
1213	CCNA_02127	CCNA_02127	2279617	2281278	-	n	0
1216	CCNA_02130	CCNA_02131	2283929	2287844	-	y	0
1217	CCNA_02132	CCNA_02136	2288142	2294236	-	y	0
1219	CCNA_02137	CCNA_02141	2294518	2300545	-	y	0
1223	CCNA_02149	CCNA_02151	2305334	2308450	-	y	0
1225	CCNA_02152	CCNA_02153	2308548	2310124	-	y	0
1228	CCNA_02156	CCNA_02157	2312039	2313810	-	y	0
1230	CCNA_02160	CCNA_02160	2315586	2316095	-	n	0
1234	CCNA_02164	CCNA_03897	2318142	2321942	-	y	0
1236	CCNA_02170	CCNA_02171	2322614	2324580	-	y	0
1238	CCNA_02175	CCNA_02175	2327877	2328401	-	n	0
1243	CCNA_02180	CCNA_02180	2331553	2332653	-	n	0
1244	CCNA_02181	CCNA_02182	2332741	2334281	-	y	0
1251	CCNA_02192	CCNA_02193	2343481	2344412	-	y	0
1253	CCNA_02196	CCNA_02196	2346386	2346784	-	n	0
1254	CCNA_02197	CCNA_02198	2346873	2348474	-	y	0
1256	CCNA_02200	CCNA_02200	2349330	2349722	-	n	0
1257	CCNA_02201	CCNA_02201	2349785	2350345	-	n	0
1259	CCNA_02203	CCNA_02203	2351214	2351792	-	n	0
1260	CCNA_02204	CCNA_02204	2351931	2352950	-	n	0
1261	CCNA_02205	CCNA_02205	2353231	2354187	-	n	0
1265	CCNA_02209	CCNA_02209	2356825	2357847	-	n	0
1269	CCNA_02213	CCNA_02213	2360757	2361848	-	n	0
1273	CCNA_02218	CCNA_02218	2364482	2365177	-	n	0
1273.1	CCNA_02215	CCNA_02217	2362451	2364383	-	y	0
1275	CCNA_02220	CCNA_02220	2366252	2367700	-	n	0
1276	CCNA_02221	CCNA_02227	2367923	2375982	-	y	0
1279	CCNA_02230	CCNA_02230	2376868	2377827	-	n	0
1279.1	CCNA_02231	CCNA_02231	2377969	2379636	-	n	0
1283	CCNA_02234	CCNA_02234	2383122	2383457	-	n	0
1287	CCNA_02239	CCNA_02241	2388542	2390951	-	y	0
1288	CCNA_02242	CCNA_02242	2391126	2391560	-	n	0
1290	CCNA_02244	CCNA_02244	2393276	2394553	-	n	0
1291	CCNA_03964	CCNA_02245	2394598	2395106	-	y	0
1292	CCNA_02246	CCNA_02246	2395180	2396016	-	n	0
1294	CCNA_02248	CCNA_02249	2397073	2397635	-	y	0
1295	CCNA_02250	CCNA_02252	2397843	2402321	-	y	0
1297	CCNA_02254	CCNA_02254	2404518	2405678	-	n	0
1298	CCNA_02255	CCNA_02255	2405880	2407175	-	n	0
1299	CCNA_02256	CCNA_02256	2407281	2408750	-	n	0
1300	CCNA_02257	CCNA_02257	2409069	2409380	-	n	0
1302	CCNA_02260	CCNA_02260	2410926	2411330	-	n	0
1303	CCNA_02261	CCNA_02261	2411414	2413423	-	n	0
1305	CCNA_02264	CCNA_02264	2418025	2418600	-	n	0
1309	CCNA_02268	CCNA_02268	2420938	2421585	-	n	0
1311	CCNA_02270	CCNA_02270	2423096	2423605	-	n	0
1312	CCNA_02271	CCNA_02273	2423833	2425212	-	y	0
1314	CCNA_02274	CCNA_02275	2425338	2426605	-	y	0
1320	CCNA_02283	CCNA_02283	2433397	2433960	-	n	0
1321	CCNA_02284	CCNA_02285	2434123	2435298	-	y	0
1322	CCNA_02286	CCNA_02286	2435476	2435586	-	n	0
1324	CCNA_02289	CCNA_02291	2437366	2439589	-	y	0
1325	CCNA_02292	CCNA_02293	2439791	2441148	-	y	0
1327	CCNA_02297	CCNA_02298	2444280	2445762	-	y	0
1329	CCNA_02303	CCNA_02303	2448736	2449281	-	n	0
1331	CCNA_02308	CCNA_02308	2453477	2454331	-	n	0
1334	CCNA_02312	CCNA_02312	2457494	2458384	-	n	0
1335	CCNA_02313	CCNA_02313	2458478	2459416	-	n	0
1337	CCNA_02314	CCNA_02318	2459534	2461581	-	y	0
1338	CCNA_02319	CCNA_02319	2461698	2462216	-	n	0
1339	CCNA_02320	CCNA_02320	2462335	2463360	-	n	0
1342	CCNA_02324	CCNA_02324	2465823	2466731	-	n	0
1343	CCNA_02325	CCNA_02326	2466949	2469219	-	y	0
1344	CCNA_02327	CCNA_02327	2469374	2470195	-	n	0
1348	CCNA_02333	CCNA_02333	2474478	2475422	-	n	0
1350	CCNA_02336	CCNA_02337	2476809	2478101	-	y	0
1351	CCNA_02338	CCNA_02340	2478190	2480647	-	y	0
1353	CCNA_02342	CCNA_02342	2481416	2482681	-	n	0
1354	CCNA_02343	CCNA_02343	2482784	2484043	-	n	0
1355	CCNA_02344	CCNA_02344	2484136	2484849	-	n	0
1360	CCNA_02351	CCNA_02353	2489936	2493258	-	y	0
1363	CCNA_02356	CCNA_02356	2495393	2496361	-	n	0
1365	CCNA_02357	CCNA_02361	2496500	2501627	-	y	0
1366	CCNA_02362	CCNA_02362	2501722	2502216	-	n	0
1368	CCNA_02364	CCNA_02364	2502736	2505081	-	n	0
1369	CCNA_02365	CCNA_02366	2505205	2509065	-	y	0
1372	CCNA_02368	CCNA_02369	2510397	2513830	-	y	0
1375	CCNA_02372	CCNA_02375	2518633	2520256	-	y	0
1377	CCNA_02377	CCNA_02377	2520520	2521242	-	n	0
1379	CCNA_02379	CCNA_02380	2522509	2523348	-	y	0
1381	CCNA_02383	CCNA_02384	2525071	2527813	-	y	0
1382	CCNA_02385	CCNA_02385	2528009	2529388	-	n	0
1383	CCNA_02386	CCNA_02389	2529502	2534233	-	y	0
1387	CCNA_02394	CCNA_02394	2537390	2538052	-	n	0
1388	CCNA_02395	CCNA_02395	2538160	2538489	-	n	0
1389	CCNA_02396	CCNA_02396	2538661	2539389	-	n	0
1391	CCNA_02398	CCNA_02398	2540198	2541193	-	n	0
1392	CCNA_02399	CCNA_02400	2541255	2543344	-	y	0
1394	CCNA_02402	CCNA_02402	2544607	2546151	-	n	0
1396	CCNA_02407	CCNA_02407	2549896	2550660	-	n	0
1397	CCNA_02408	CCNA_02408	2550731	2551864	-	n	0
1400	CCNA_02411	CCNA_02411	2555134	2556000	-	n	0
1402	CCNA_02413	CCNA_02414	2557000	2559208	-	y	0
1406	CCNA_02419	CCNA_02421	2563550	2565640	-	y	0
1407	CCNA_02422	CCNA_02423	2566554	2567818	-	y	0
1410	CCNA_02425	CCNA_02428	2568833	2570892	-	y	0
1411	CCNA_02429	CCNA_02433	2570989	2575064	-	y	0
1416	CCNA_02434	CCNA_02437	2575252	2578719	-	y	0
1418	CCNA_02439	CCNA_02440	2579905	2582247	-	y	0
1420	CCNA_02442	CCNA_02442	2582757	2584259	-	n	0
1421	CCNA_02443	CCNA_02443	2584421	2585281	-	n	0
1422	CCNA_02444	CCNA_02444	2585347	2586378	-	n	0
1424	CCNA_02446	CCNA_02448	2587166	2589782	-	y	0
1428	CCNA_02453	CCNA_02455	2592489	2597264	-	y	0
1429	CCNA_02456	CCNA_02456	2597600	2598337	-	n	0
1430	CCNA_02457	CCNA_02457	2598431	2599438	-	n	0
1433	CCNA_02460	CCNA_02461	2603208	2604170	-	y	0
1435	CCNA_02463	CCNA_02464	2605030	2607314	-	y	0
1436	CCNA_02468	CCNA_02468	2611664	2611921	-	n	0
1436.1	CCNA_02465	CCNA_02467	2608583	2611620	-	y	0
1438	CCNA_02470	CCNA_02470	2612678	2613682	-	n	0
1440	CCNA_02475	CCNA_02475	2620049	2620783	-	n	0
1440.1	CCNA_02474	CCNA_02474	2619485	2619961	-	n	0
1442	CCNA_02478	CCNA_02481	2622982	2629109	-	y	0
1443	CCNA_02482	CCNA_02485	2629234	2634048	-	y	0
1444	CCNA_02486	CCNA_02486	2634163	2635053	-	n	0
1446	CCNA_02496	CCNA_02497	2644382	2647773	-	y	0
1448	CCNA_02506	CCNA_02506	2656074	2656214	-	n	0
1450	CCNA_02511	CCNA_02513	2661300	2664847	-	y	0
1452	CCNA_02515	CCNA_02515	2665716	2665994	-	n	0
1453	CCNA_02516	CCNA_02516	2666167	2666892	-	n	0
1455	CCNA_02518	CCNA_02520	2667679	2670937	-	y	0
1460	CCNA_02531	CCNA_02532	2679589	2680680	-	y	0
1462	CCNA_03969	CCNA_02534	2680864	2681133	-	y	0
1465	CCNA_02538	CCNA_02538	2687023	2688045	-	n	0
1467	CCNA_02540	CCNA_02540	2689408	2690706	-	n	0
1470	CCNA_02544	CCNA_02547	2692471	2696318	-	y	0
1473	CCNA_02555	CCNA_02555	2702662	2703096	-	n	0
1476	CCNA_02559	CCNA_02559	2706236	2706730	-	n	0
1477	CCNA_02560	CCNA_02562	2706854	2710515	-	y	0
1478	CCNA_02563	CCNA_02564	2710778	2713130	-	y	0
1483	CCNA_02569	CCNA_02569	2720568	2721197	-	n	0
1487	CCNA_02575	CCNA_02575	2727217	2727531	-	n	0
1489	CCNA_02578	CCNA_02578	2729198	2729842	-	n	0
1495	CCNA_02587	CCNA_02588	2736340	2739206	-	y	0
1497	CCNA_02593	CCNA_02593	2741733	2742110	-	n	0
1498	CCNA_02594	CCNA_02595	2742178	2743458	-	y	0
1499	CCNA_02596	CCNA_02596	2743723	2744340	-	n	0
1500	CCNA_02597	CCNA_02597	2744512	2744892	-	n	0
1501	CCNA_02598	CCNA_02601	2744972	2747541	-	y	0
1505	CCNA_02603	CCNA_02606	2748535	2753765	-	y	0
1509	CCNA_02611	CCNA_02611	2757266	2758156	-	n	0
1510	CCNA_02612	CCNA_02612	2758473	2761115	-	n	0
1511	CCNA_02613	CCNA_02614	2761302	2762686	-	y	0
1512	CCNA_02615	CCNA_02617	2762802	2766480	-	y	0
1513	CCNA_02618	CCNA_02618	2766600	2767070	-	n	0
1517	CCNA_02622	CCNA_02622	2769600	2771456	-	n	0
1518	CCNA_02624	CCNA_02626	2773477	2776684	-	y	0
1518.1	CCNA_02623	CCNA_03971	2771579	2773205	-	y	0
1519	CCNA_02627	CCNA_02627	2776907	2778310	-	n	0
1520	CCNA_02628	CCNA_02629	2778529	2781007	-	y	0
1522	CCNA_02631	CCNA_02631	2781597	2781770	-	n	0
1524	CCNA_02633	CCNA_02633	2782798	2785158	-	n	0
1525	CCNA_02634	CCNA_02635	2785244	2787501	-	y	0
1528	CCNA_02638	CCNA_02646	2789113	2799961	-	y	0
1529	CCNA_02647	CCNA_02647	2800802	2801722	-	n	0
1531	CCNA_02649	CCNA_02651	2803178	2805407	-	y	0
1535	CCNA_02655	CCNA_02655	2808776	2809300	-	n	0
1538	CCNA_02656	CCNA_02658	2809368	2811589	-	y	0
1541	CCNA_02662	CCNA_02663	2815723	2817884	-	y	0
1542	CCNA_02664	CCNA_02664	2818096	2818530	-	n	0
1547	CCNA_02672	CCNA_02672	2824657	2825121	-	n	0
1547.1	CCNA_02668	CCNA_02671	2820665	2824536	-	y	0
1551	CCNA_02676	CCNA_02676	2829259	2830155	-	n	0
1553	CCNA_02678	CCNA_02679	2830944	2832590	-	y	0
1554	CCNA_02680	CCNA_02680	2832742	2833680	-	n	0
1556	CCNA_02682	CCNA_02683	2835214	2837312	-	y	0
1561	CCNA_02692	CCNA_02692	2845243	2845935	-	n	0
1562	CCNA_02693	CCNA_02693	2846063	2848015	-	n	0
1563	CCNA_02694	CCNA_02694	2848273	2849238	-	n	0
1565	CCNA_02699	CCNA_02703	2852575	2859109	-	y	0
1567	CCNA_02705	CCNA_02705	2861842	2862051	-	n	0
1571	CCNA_02710	CCNA_02710	2869616	2870272	-	n	0
1571.1	CCNA_02709	CCNA_02709	2869112	2869543	-	n	0
1575	CCNA_02722	CCNA_02722	2884725	2885654	-	n	0
1577	CCNA_02724	CCNA_02725	2886373	2888995	-	y	0
1578	CCNA_02726	CCNA_02726	2889287	2889817	-	n	0
1582	CCNA_02731	CCNA_02732	2894158	2895169	-	y	0
1584	CCNA_02733	CCNA_02735	2895430	2897845	-	y	0
1586	CCNA_02737	CCNA_02737	2898473	2898928	-	n	0
1588	CCNA_02739	CCNA_02740	2899970	2901381	-	y	0
1591	CCNA_02742	CCNA_02743	2902466	2906294	-	y	0
1592	CCNA_02744	CCNA_02744	2906466	2907182	-	n	0
1593	CCNA_02745	CCNA_02745	2907542	2908183	-	n	0
1595	CCNA_02747	CCNA_02747	2909315	2910127	-	n	0
1597	CCNA_02749	CCNA_02751	2910514	2912677	-	y	0
1598	CCNA_02752	CCNA_02752	2912771	2914843	-	n	0
1599	CCNA_02753	CCNA_02753	2915012	2917471	-	n	0
1600	CCNA_02754	CCNA_02754	2917965	2919263	-	n	0
1602	CCNA_02756	CCNA_02756	2920073	2920831	-	n	0
1608	CCNA_02764	CCNA_02770	2926215	2931532	-	y	0
1611	CCNA_02775	CCNA_02775	2934282	2934473	-	n	0
1612	CCNA_02776	CCNA_02776	2934572	2936026	-	n	0
1613	CCNA_02777	CCNA_02777	2936207	2936341	-	n	0
1616	CCNA_02782	CCNA_02782	2939969	2940454	-	n	0
1618	CCNA_02788	CCNA_02788	2945506	2945736	-	n	0
1619	CCNA_02789	CCNA_02789	2945814	2946023	-	n	0
1623	CCNA_02794	CCNA_02795	2953501	2955908	-	y	0
1624	CCNA_02796	CCNA_02797	2955973	2956338	-	y	0
1625	CCNA_02798	CCNA_02798	2956406	2957080	-	n	0
1627	CCNA_02801	CCNA_02801	2958323	2959330	-	n	0
1633	CCNA_02815	CCNA_02816	2971567	2973908	-	y	0
1634	CCNA_02817	CCNA_02817	2973979	2974182	-	n	0
1636	CCNA_02819	CCNA_02819	2975200	2975355	-	n	0
1639	CCNA_02821	CCNA_03978	2977478	2979816	-	y	0
1640	CCNA_02823	CCNA_02823	2979912	2980037	-	n	0
1647	CCNA_02833	CCNA_02838	2987156	2991021	-	y	0
1648	CCNA_02839	CCNA_02839	2991299	2994175	-	n	0
1651	CCNA_02842	CCNA_02845	2995539	2998187	-	y	0
1652	CCNA_02846	CCNA_02846	2998630	3000222	-	n	0
1653	CCNA_02847	CCNA_02850	3000402	3004585	-	y	0
1655	CCNA_02852	CCNA_02852	3005378	3006748	-	n	0
1656	CCNA_02853	CCNA_02855	3006909	3009450	-	y	0
1657	CCNA_02856	CCNA_02859	3009579	3011953	-	y	0
1658	CCNA_02860	CCNA_02860	3012116	3013060	-	n	0
1660	CCNA_02861	CCNA_02862	3013149	3016860	-	y	0
1661	CCNA_02863	CCNA_02865	3016985	3018863	-	y	0
1665	CCNA_02867	CCNA_02869	3019649	3020612	-	y	0
1666	CCNA_02870	CCNA_03882	3020768	3021876	-	y	0
1667	CCNA_02872	CCNA_02872	3022019	3023239	-	n	0
1670	CCNA_02874	CCNA_02877	3023772	3025917	-	y	0
1671	CCNA_02878	CCNA_02878	3026557	3026715	-	n	0
1672	CCNA_02879	CCNA_02879	3026790	3026885	-	n	0
1673	CCNA_02880	CCNA_02880	3027016	3028719	-	n	0
1675	CCNA_02882	CCNA_02883	3030666	3032707	-	y	0
1676	CCNA_02884	CCNA_02884	3032855	3033622	-	n	0
1680	CCNA_02889	CCNA_02889	3037453	3037959	-	n	0
1684	CCNA_02893	CCNA_02894	3040378	3043390	-	y	0
1685	CCNA_02895	CCNA_02895	3043535	3046756	-	n	0
1689	CCNA_02900	CCNA_02901	3053174	3056206	-	y	0
1690	CCNA_02902	CCNA_02902	3056617	3058752	-	n	0
1694	CCNA_02908	CCNA_02908	3063971	3064684	-	n	0
1696	CCNA_02910	CCNA_02910	3066392	3069331	-	n	0
1700	CCNA_02922	CCNA_02922	3082319	3082462	-	n	0
1701	CCNA_02923	CCNA_02923	3082765	3085839	-	n	0
1702	CCNA_02924	CCNA_02924	3086211	3086489	-	n	0
1706	CCNA_02930	CCNA_02930	3090917	3091450	-	n	0
1707	CCNA_02931	CCNA_02931	3091612	3091857	-	n	0
1711	CCNA_02935	CCNA_02935	3094958	3097171	-	n	0
1719	CCNA_02945	CCNA_02945	3104687	3106648	-	n	0
1724	CCNA_02955	CCNA_02957	3114400	3116042	-	y	0
1727	CCNA_02961	CCNA_02961	3117581	3118651	-	n	0
1729	CCNA_02963	CCNA_03984	3119317	3119790	-	y	0
1731	CCNA_02965	CCNA_02966	3120990	3122720	-	y	0
1732.5	CCNA_03902	CCNA_03883	3125238	3125986	-	y	0
1733	CCNA_02971	CCNA_02971	3127025	3128053	-	n	0
1734	CCNA_02972	CCNA_02972	3128129	3128749	-	n	0
1736	CCNA_02976	CCNA_02976	3131479	3131838	-	n	0
1739	CCNA_02979	CCNA_02980	3134421	3136372	-	y	0
1742	CCNA_02986	CCNA_02986	3140496	3142415	-	n	0
1748	CCNA_02992	CCNA_02993	3144917	3146679	-	y	0
1749	CCNA_02994	CCNA_02994	3146857	3150156	-	n	0
1751	CCNA_02996	CCNA_02997	3151281	3152816	-	y	0
1754	CCNA_02999	CCNA_03000	3153497	3155121	-	y	0
1755	CCNA_03001	CCNA_03001	3155223	3155507	-	n	0
1756	CCNA_03002	CCNA_03002	3155705	3156322	-	n	0
1759	CCNA_03010	CCNA_03010	3164069	3164485	-	n	0
1760	CCNA_03011	CCNA_03011	3164576	3165085	-	n	0
1762	CCNA_03014	CCNA_03017	3167565	3170129	-	y	0
1763	CCNA_03019	CCNA_03019	3171579	3174431	-	n	0
1765	CCNA_03021	CCNA_03024	3175645	3180197	-	y	0
1768	CCNA_03028	CCNA_03029	3183110	3184695	-	y	0
1770	CCNA_03031	CCNA_03032	3185752	3187988	-	y	0
1772	CCNA_03034	CCNA_03034	3188908	3189102	-	n	0
1773	CCNA_03035	CCNA_03041	3189178	3197646	-	y	0
1774	CCNA_03043	CCNA_03043	3198523	3198702	-	n	0
1774.1	CCNA_03042	CCNA_03042	3197836	3198348	-	n	0
1777	CCNA_03047	CCNA_03049	3200639	3204485	-	y	0
1778	CCNA_03050	CCNA_03050	3204621	3205394	-	n	0
1779	CCNA_03051	CCNA_03051	3205573	3205971	-	n	0
1780	CCNA_03052	CCNA_03052	3206175	3207347	-	n	0
1783	CCNA_03055	CCNA_03055	3208375	3209055	-	n	0
1784	CCNA_03056	CCNA_03056	3210250	3210639	-	n	0
1786	CCNA_03057	CCNA_03059	3210738	3212571	-	y	0
1789	CCNA_03062	CCNA_03062	3213796	3214908	-	n	0
1790	CCNA_03063	CCNA_03064	3215326	3216766	-	y	0
1792	CCNA_03066	CCNA_03066	3217329	3219419	-	n	0
1793	CCNA_03067	CCNA_03067	3219562	3219960	-	n	0
1799	CCNA_03079	CCNA_03080	3228294	3228828	-	y	0
1800	CCNA_03884	CCNA_03081	3228846	3229471	-	y	0
1801	CCNA_03082	CCNA_03082	3229845	3230597	-	n	0
1802	CCNA_03083	CCNA_03083	3231328	3233052	-	n	0
1803	CCNA_03084	CCNA_03084	3233155	3234393	-	n	0
1804	CCNA_03085	CCNA_03085	3234537	3235514	-	n	0
1805	CCNA_03086	CCNA_03086	3235578	3236024	-	n	0
1808	CCNA_03089	CCNA_03090	3238826	3240220	-	y	0
1811	CCNA_03094	CCNA_03095	3242864	3245026	-	y	0
1812	CCNA_03096	CCNA_03096	3245189	3247684	-	n	0
1813	CCNA_03097	CCNA_03097	3248201	3249202	-	n	0
1815	CCNA_03099	CCNA_03100	3250343	3251355	-	y	0
1816	CCNA_03101	CCNA_03102	3251453	3253851	-	y	0
1818	CCNA_03105	CCNA_03105	3255828	3256478	-	n	0
1821	CCNA_03108	CCNA_03108	3257575	3260856	-	n	0
1823	CCNA_03110	CCNA_03110	3261360	3261728	-	n	0
1824	CCNA_03112	CCNA_03112	3261956	3263242	-	n	0
1825	CCNA_03113	CCNA_03113	3263780	3264499	-	n	0
1828	CCNA_03118	CCNA_03118	3267043	3267282	-	n	0
1828.1	CCNA_03119	CCNA_03119	3267484	3267882	-	n	0
1831	CCNA_03121	CCNA_03123	3268559	3269770	-	y	0
1835	CCNA_03128	CCNA_03128	3276178	3277110	-	n	0
1836	CCNA_03129	CCNA_03129	3277316	3278692	-	n	0
1837	CCNA_03130	CCNA_03130	3278952	3279647	-	n	0
