operon no.	locus tag	start	end 	sense		in operon	strand	in_operon	P1	P2	P3	P4	TSS_type	number_of_TSS	internal 	flag	non-coding	RNA	distance_between_start_and_first_tss
285	CCNA_00515	529324	531657	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
290	CCNA_00526	539769	540026	+	CDS	n	+	n	539742	0	0	0	TRUE	1	n	simple	0	0	27
290.1	CCNA_00527	540157	540663	+	CDS	n	+	n	540099	0	0	0	TRUE	1	n	simple	0	0	58
291	CCNA_00528	540844	541626	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
291	CCNA_00529	541695	542231	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
292	CCNA_00530	542581	543099	+	CDS	y	+	y	542289	0	0	0	TRUE	1	y	complex	0	0	292
292	CCNA_00531	543145	543528	+	CDS	y	+	y	542289	0	0	0	TRUE	1	y	complex	0	0	292
293	CCNA_00532	543952	544842	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
295	CCNA_00534	546314	547336	+	CDS	y	+	y	546230	0	0	0	POTENTIAL	1	y	complex	0	0	84
295	CCNA_00535	547379	547537	+	CDS	y	+	y	546230	0	0	0	POTENTIAL	1	y	complex	0	0	84
296	CCNA_00536	547831	551901	+	CDS	y	+	y	547606	547616	0	0	TRUE	multiple	n	complex	0	0	225
296	CCNA_00537	552015	556205	+	CDS	y	+	y	547606	547616	0	0	TRUE	multiple	n	complex	0	0	225
297	CCNA_00538	556424	558220	+	CDS	n	+	n	0	0	0	0	NO	0	y	complex	0	0	0
300	CCNA_00541	561036	561344	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
302	CCNA_00544	562579	563754	+	CDS	y	+	y	562481	562514	0	0	TRUE	multiple	n	complex	0	0	98
302	CCNA_00545	563825	564547	+	CDS	y	+	y	562481	562514	0	0	TRUE	multiple	n	complex	0	0	98
303	CCNA_00546	564671	565453	+	CDS	n	+	n	564671	0	0	0	TRUE	1	n	simple	0	0	0
304	CCNA_00547	565748	565879	+	CDS	y	+	y	565657	0	0	0	TRUE	1	n	simple	0	0	91
304	CCNA_00548	565904	566170	+	CDS	y	+	y	565657	0	0	0	TRUE	1	n	simple	0	0	91
304	CCNA_00549	566164	567090	+	CDS	y	+	y	565657	0	0	0	TRUE	1	n	simple	0	0	91
304	CCNA_00550	567006	568052	+	CDS	y	+	y	565657	0	0	0	TRUE	1	n	simple	0	0	91
308	CCNA_00554	570238	571044	+	CDS	n	+	n	570218	0	0	0	TRUE	1	n	simple	0	0	20
309	CCNA_00555	571117	571461	+	CDS	n	+	n	571086	0	0	0	TRUE	1	n	simple	0	0	31
310	CCNA_00556	571546	573063	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
312	CCNA_00560	575815	576327	+	CDS	y	+	y	575815	0	0	0	TRUE	1	y	complex	0	0	0
312	CCNA_00561	576324	576668	+	CDS	y	+	y	575815	0	0	0	TRUE	1	y	complex	0	0	0
312	CCNA_00562	576665	577723	+	CDS	y	+	y	575815	0	0	0	TRUE	1	y	complex	0	0	0
312	CCNA_00563	577720	578457	+	CDS	y	+	y	575815	0	0	0	TRUE	1	y	complex	0	0	0
312	CCNA_00564	578467	579972	+	CDS	y	+	y	575815	0	0	0	TRUE	1	y	complex	0	0	0
316	CCNA_00571	589132	591768	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
316	CCNA_00572	591765	593513	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
317	CCNA_00573	593829	596600	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
318	CCNA_00574	596740	599052	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
318	CCNA_00575	599049	600167	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
318	CCNA_00576	600176	601420	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
320	CCNA_00578	601496	604033	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
321	CCNA_00582	611200	611757	+	CDS	n	+	n	611121	0	0	0	TRUE	1	n	simple	0	0	79
324	CCNA_00585	613324	614379	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
326	CCNA_00587	615934	617430	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
327	CCNA_00588	617604	617843	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
331	CCNA_00597	628523	631663	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
333	CCNA_03887	635047	635673	+	CDS	y	+	y	634996	0	0	0	TRUE	1	y	complex	0	0	51
333	CCNA_00600	635661	636890	+	CDS	y	+	y	634996	0	0	0	TRUE	1	y	complex	0	0	51
333	CCNA_00601	636877	637848	+	CDS	y	+	y	634996	0	0	0	TRUE	1	y	complex	0	0	51
333	CCNA_00602	637845	639158	+	CDS	y	+	y	634996	0	0	0	TRUE	1	y	complex	0	0	51
333	CCNA_00603	639155	640153	+	CDS	y	+	y	634996	0	0	0	TRUE	1	y	complex	0	0	51
333	CCNA_00604	640131	641012	+	CDS	y	+	y	634996	0	0	0	TRUE	1	y	complex	0	0	51
336	CCNA_00607	642577	645570	+	CDS	n	+	n	0	0	0	0	NO	0	y	complex	0	0	0
337	CCNA_00608	645702	647285	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
338	CCNA_00609	647369	648415	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
338	CCNA_00610	648428	651031	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
339	CCNA_00611	651343	652815	+	CDS	n	+	n	651300	0	0	0	TRUE	1	y	complex	0	0	43
343	CCNA_00617	660731	661774	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
343	CCNA_00618	661761	663179	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
343	CCNA_00619	663176	664456	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
343	CCNA_00620	664466	665644	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
345	CCNA_00622	666621	666806	+	CDS	n	+	n	666600	0	0	0	TRUE	1	n	simple	0	0	21
346	CCNA_00623	666944	669151	+	CDS	n	+	n	666828	0	0	0	TRUE	1	n	simple	0	0	116
348	CCNA_00625	670498	670875	+	CDS	n	+	n	670486	0	0	0	TRUE	1	n	simple	0	0	12
351	CCNA_00629	674363	676249	+	CDS	y	+	y	674267	674275	0	0	TRUE	multiple	n	complex	0	0	96
351	CCNA_00630	676286	678580	+	CDS	y	+	y	674267	674275	0	0	TRUE	multiple	n	complex	0	0	96
351	CCNA_00631	678577	679029	+	CDS	y	+	y	674267	674275	0	0	TRUE	multiple	n	complex	0	0	96
351	CCNA_00632	679026	679394	+	CDS	y	+	y	674267	674275	0	0	TRUE	multiple	n	complex	0	0	96
351	CCNA_00633	679391	680467	+	CDS	y	+	y	674267	674275	0	0	TRUE	multiple	n	complex	0	0	96
351	CCNA_00634	680464	681294	+	CDS	y	+	y	674267	674275	0	0	TRUE	multiple	n	complex	0	0	96
352	CCNA_00635	682056	683531	+	CDS	y	+	y	681907	0	0	0	TRUE	1	y	complex	0	0	149
352	CCNA_00636	683537	684388	+	CDS	y	+	y	681907	0	0	0	TRUE	1	y	complex	0	0	149
356	CCNA_00643	693356	693502	+	CDS	n	+	n	693113	0	0	0	POTENTIAL	1	n	simple	0	0	243
357	CCNA_00644	694013	695422	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
357	CCNA_00645	695435	696727	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
357	CCNA_00646	696739	697629	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
357	CCNA_00647	697642	698427	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
357	CCNA_00648	698432	699154	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
357	CCNA_00649	699198	700292	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
357	CCNA_00650	700527	701747	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
357	CCNA_00651	701776	704244	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
357	CCNA_00652	704241	704585	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
357	CCNA_00653	704586	707264	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
357	CCNA_00654	707254	708039	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
360	CCNA_00656	710696	712531	+	CDS	y	+	y	710675	0	0	0	TRUE	1	y	complex	0	0	21
360	CCNA_00657	712528	713880	+	CDS	y	+	y	710675	0	0	0	TRUE	1	y	complex	0	0	21
360	CCNA_00658	713877	714920	+	CDS	y	+	y	710675	0	0	0	TRUE	1	y	complex	0	0	21
360	CCNA_00659	714931	717825	+	CDS	y	+	y	710675	0	0	0	TRUE	1	y	complex	0	0	21
362	CCNA_00664	720528	721781	+	CDS	n	+	n	720434	0	0	0	TRUE	1	n	simple	0	0	94
363	CCNA_00665	721949	723094	+	CDS	y	+	y	721847	721924	0	0	TRUE	multiple	n	complex	0	0	102
363	CCNA_00666	723091	723444	+	CDS	y	+	y	721847	721924	0	0	TRUE	multiple	n	complex	0	0	102
366	CCNA_00673	730781	731788	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
370	CCNA_00682	738076	738534	+	CDS	n	+	n	738053	0	0	0	TRUE	1	n	simple	0	0	23
372	CCNA_00686	741897	743330	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
374	CCNA_00689	745305	747635	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
377	CCNA_00692	749166	751250	+	CDS	n	+	n	749100	749125	0	0	TRUE	multiple	y	complex	0	0	66
380	CCNA_00696	756229	756804	+	CDS	n	+	n	756229	0	0	0	POTENTIAL	1	n	simple	0	0	0
382	CCNA_00699	758081	758380	+	CDS	n	+	n	757978	758014	758022	0	TRUE	multiple	n	complex	0	0	103
384	CCNA_00701	761611	761820	+	CDS	n	+	n	761474	0	0	0	POTENTIAL	1	n	simple	0	0	137
386	CCNA_00703	762427	762633	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
386	CCNA_00704	762676	762873	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
390	CCNA_00709	767218	767400	+	CDS	n	+	n	767181	0	0	0	POTENTIAL	1	n	simple	0	0	37
392	CCNA_00711	768833	769933	+	CDS	n	+	n	768792	0	0	0	TRUE	1	n	simple	0	0	41
401	CCNA_00719	774394	775635	+	CDS	y	+	y	774368	774374	0	0	TRUE	multiple	n	complex	0	0	26
401	CCNA_00720	775596	777776	+	CDS	y	+	y	774368	774374	0	0	TRUE	multiple	n	complex	0	0	26
403	CCNA_00723	780108	780302	+	CDS	y	+	y	779974	0	0	0	TRUE	1	n	simple	0	0	134
403	CCNA_00724	780321	780749	+	CDS	y	+	y	779974	0	0	0	TRUE	1	n	simple	0	0	134
405	CCNA_00727	783127	783723	+	CDS	n	+	n	783127	0	0	0	TRUE	1	n	simple	0	0	0
406	CCNA_00728	783796	784959	+	CDS	y	+	y	783796	0	0	0	TRUE	1	n	simple	0	0	0
406	CCNA_00729	785054	786358	+	CDS	y	+	y	783796	0	0	0	TRUE	1	n	simple	0	0	0
407	CCNA_00730	786434	787201	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
409	CCNA_00732	789387	790439	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
409	CCNA_00733	790499	791437	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
409	CCNA_00734	791491	792399	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
415	CCNA_00743	800944	801510	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
416	CCNA_00744	801752	802036	+	CDS	n	+	n	801752	0	0	0	TRUE	1	y	complex	0	0	0
417.5	CCNA_03935	802082	802519	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
419	CCNA_00748	805164	805484	+	CDS	y	+	y	805035	0	0	0	TRUE	1	n	simple	0	0	129
419	CCNA_00749	805489	807384	+	CDS	y	+	y	805035	0	0	0	TRUE	1	n	simple	0	0	129
426	CCNA_00758	815435	816001	+	CDS	n	+	n	815371	815433	0	0	TRUE	multiple	n	complex	0	0	64
430	CCNA_00765	823153	823443	+	CDS	n	+	n	823105	823137	0	0	TRUE	multiple	n	complex	0	0	48
432	CCNA_03936	824706	824840	+	CDS	y	+	y	824683	0	0	0	TRUE	1	y	complex	0	0	23
432	CCNA_00768	824776	825000	+	CDS	y	+	y	824683	0	0	0	TRUE	1	y	complex	0	0	23
432	CCNA_00769	824997	825644	+	CDS	y	+	y	824683	0	0	0	TRUE	1	y	complex	0	0	23
433	CCNA_00770	825728	826336	+	CDS	y	+	n	825550	0	0	0	TRUE	1	n	simple	0	0	178
435	CCNA_00773	827458	828936	+	CDS	n	+	n	827442	0	0	0	TRUE	1	n	simple	0	0	16
436	CCNA_03937	829105	829290	+	CDS	y	+	y	829105	0	0	0	POTENTIAL	1	n	simple	0	0	0
436	CCNA_00774	829317	830426	+	CDS	y	+	y	829105	0	0	0	POTENTIAL	1	n	simple	0	0	0
440	CCNA_00779	840345	840746	+	CDS	n	+	n	840321	0	0	0	TRUE	1	n	simple	0	0	24
442	CCNA_00781	841838	842194	+	CDS	n	+	n	841804	0	0	0	TRUE	1	n	simple	0	0	34
445	CCNA_00784	846681	847904	+	CDS	n	+	n	846628	0	0	0	TRUE	1	n	simple	0	0	53
448	CCNA_00788	851554	852870	+	CDS	n	+	n	851462	0	0	0	TRUE	1	n	simple	0	0	92
450	CCNA_00790	853699	854076	+	CDS	n	+	n	853682	853699	0	0	POTENTIAL	multiple	n	simple	0	0	17
452	CCNA_00793	856299	857666	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
453	CCNA_00794	857776	858969	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
454.5	CCNA_03940	861178	861285	+	CDS	n	+	n	861164	0	0	0	POTENTIAL	1	n	simple	0	0	14
455	CCNA_00800	864829	866391	+	CDS	y	+	y	864787	0	0	0	TRUE	1	n	simple	0	0	42
455	CCNA_00801	866406	867557	+	CDS	y	+	y	864787	0	0	0	TRUE	1	n	simple	0	0	42
455	CCNA_00802	867576	867695	+	CDS	y	+	y	864787	0	0	0	TRUE	1	n	simple	0	0	42
456	CCNA_00803	867854	868309	+	CDS	n	+	n	867799	0	0	0	TRUE	1	n	simple	0	0	55
466	CCNA_00827	888079	891006	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
467	CCNA_00828	891133	892647	+	CDS	n	+	n	891110	0	0	0	TRUE	1	y	complex	0	0	23
469	CCNA_00830	892954	894603	+	CDS	y	+	y	892718	0	0	0	POTENTIAL	1	y	complex	0	0	236
469	CCNA_00831	894504	897455	+	CDS	y	+	y	892718	0	0	0	POTENTIAL	1	y	complex	0	0	236
471	CCNA_00833	898620	899219	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
472	CCNA_00834	899662	900483	+	CDS	n	+	n	899599	0	0	0	TRUE	1	n	simple	0	0	63
473	CCNA_00835	901034	901855	+	CDS	n	+	n	900973	0	0	0	TRUE	1	n	simple	0	0	61
474	CCNA_00836	902191	903012	+	CDS	n	+	n	901970	902130	0	0	TRUE	multiple	n	complex	0	0	221
477	CCNA_00839	907095	909575	+	CDS	n	+	n	906966	0	0	0	POTENTIAL	1	n	simple	0	0	129
478	CCNA_00840	909868	911793	+	CDS	n	+	n	909868	0	0	0	POTENTIAL	1	n	simple	0	0	0
483	CCNA_00847	920836	921303	+	CDS	n	+	n	920662	0	0	0	TRUE	1	y	complex	0	0	174
485	CCNA_00852	927638	928252	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
487	CCNA_00854	929146	930738	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
491	CCNA_00858	935330	937543	+	CDS	n	+	n	935102	935271	0	0	POTENTIAL	multiple	n	simple	0	0	228
495	CCNA_00867	946004	946492	+	CDS	n	+	n	945983	0	0	0	POTENTIAL	1	n	simple	0	0	21
498	CCNA_00874	952833	953744	+	CDS	n	+	n	952831	0	0	0	POTENTIAL	1	n	simple	0	0	2
500	CCNA_00878	955220	956650	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
501	CCNA_00879	956807	959071	+	CDS	n	+	n	956765	956772	0	0	TRUE	multiple	n	complex	0	0	42
506	CCNA_00886	964937	966184	+	CDS	n	+	n	964868	0	0	0	TRUE	1	n	simple	0	0	69
507	CCNA_00887	966367	966831	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
508	CCNA_00888	966956	967309	+	CDS	n	+	n	966931	0	0	0	TRUE	1	n	simple	0	0	25
511	CCNA_00891	968889	969827	+	CDS	n	+	n	968889	0	0	0	POTENTIAL	1	n	simple	0	0	0
512	CCNA_00892	970314	972578	+	CDS	n	+	n	970233	0	0	0	TRUE	1	y	complex	0	0	81
513	CCNA_00893	972738	973802	+	CDS	n	+	n	972655	0	0	0	TRUE	1	n	simple	0	0	83
514	CCNA_00894	973984	975135	+	CDS	y	+	y	973984	0	0	0	TRUE	1	y	complex	0	0	0
514	CCNA_00895	975146	975541	+	CDS	y	+	y	973984	0	0	0	TRUE	1	y	complex	0	0	0
516	CCNA_00897	976013	976177	+	CDS	n	+	n	975856	0	0	0	TRUE	1	n	simple	0	0	157
518	CCNA_00900	978293	980500	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
520	CCNA_00902	981935	982915	+	CDS	y	+	y	981885	0	0	0	TRUE	1	n	simple	0	0	50
520	CCNA_00903	982938	984485	+	CDS	y	+	y	981885	0	0	0	TRUE	1	n	simple	0	0	50
520	CCNA_00904	984482	985480	+	CDS	y	+	y	981885	0	0	0	TRUE	1	n	simple	0	0	50
523	CCNA_00915	993947	994708	+	CDS	n	+	n	993947	0	0	0	TRUE	1	n	simple	0	0	0
525	CCNA_00918	995336	996205	+	CDS	y	+	y	995336	0	0	0	POTENTIAL	1	y	complex	0	0	0
525	CCNA_00919	996243	996467	+	CDS	y	+	y	995336	0	0	0	POTENTIAL	1	y	complex	0	0	0
525	CCNA_00920	996464	997576	+	CDS	y	+	y	995336	0	0	0	POTENTIAL	1	y	complex	0	0	0
526	CCNA_00921	997744	998499	+	CDS	n	+	n	997714	0	0	0	POTENTIAL	1	n	simple	0	0	30
527	CCNA_00922	998598	1001177	+	CDS	n	+	n	998539	0	0	0	POTENTIAL	1	n	simple	0	0	59
528	CCNA_00923	1001397	1001729	+	CDS	n	+	n	1001397	0	0	0	TRUE	1	n	simple	0	0	0
532	CCNA_00929	1005247	1006242	+	CDS	y	+	y	1005247	0	0	0	POTENTIAL	1	y	complex	0	0	0
532	CCNA_00930	1006253	1006870	+	CDS	y	+	y	1005247	0	0	0	POTENTIAL	1	y	complex	0	0	0
532	CCNA_00931	1006846	1008048	+	CDS	y	+	y	1005247	0	0	0	POTENTIAL	1	y	complex	0	0	0
532	CCNA_00932	1008064	1008525	+	CDS	y	+	y	1005247	0	0	0	POTENTIAL	1	y	complex	0	0	0
533	CCNA_00933	1008616	1010022	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
533	CCNA_00934	1010073	1010594	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
535	CCNA_00936	1011810	1012649	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
538	CCNA_00939	1014509	1015012	+	CDS	n	+	n	1014509	0	0	0	TRUE	1	n	simple	0	0	0
539	CCNA_00940	1015105	1017138	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
541	CCNA_00944	1021867	1023069	+	CDS	y	+	y	1021820	0	0	0	POTENTIAL	1	y	complex	0	0	47
541	CCNA_00945	1022922	1023653	+	CDS	y	+	y	1021820	0	0	0	POTENTIAL	1	y	complex	0	0	47
541	CCNA_00946	1023665	1024348	+	CDS	y	+	y	1021820	0	0	0	POTENTIAL	1	y	complex	0	0	47
541	CCNA_00947	1024495	1026270	+	CDS	y	+	y	1021820	0	0	0	POTENTIAL	1	y	complex	0	0	47
543	CCNA_00948	1026439	1026720	+	CDS	y	+	y	1026293	1026316	0	0	TRUE	multiple	y	complex	0	0	146
543	CCNA_00949	1026741	1026965	+	CDS	y	+	y	1026293	1026316	0	0	TRUE	multiple	y	complex	0	0	146
543	CCNA_00950	1026984	1028648	+	CDS	y	+	y	1026293	1026316	0	0	TRUE	multiple	y	complex	0	0	146
543	CCNA_00951	1028648	1029670	+	CDS	y	+	y	1026293	1026316	0	0	TRUE	multiple	y	complex	0	0	146
543	CCNA_00952	1029681	1030319	+	CDS	y	+	y	1026293	1026316	0	0	TRUE	multiple	y	complex	0	0	146
543	CCNA_00953	1030335	1030667	+	CDS	y	+	y	1026293	1026316	0	0	TRUE	multiple	y	complex	0	0	146
543	CCNA_00954	1030701	1032068	+	CDS	y	+	y	1026293	1026316	0	0	TRUE	multiple	y	complex	0	0	146
547	CCNA_00956	1032336	1034438	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
547	CCNA_00957	1034478	1035959	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
549	CCNA_00959	1037402	1038040	+	CDS	n	+	y	1037349	0	0	0	TRUE	1	y	complex	0	0	53
549	CCNA_00961	1038075	1038479	+	CDS	y	+	y	1037349	0	0	0	TRUE	1	y	complex	0	0	53
553	CCNA_00966	1040719	1041387	+	CDS	n	+	n	1040719	0	0	0	TRUE	1	n	simple	0	0	0
555	CCNA_00968	1042164	1043663	+	CDS	n	+	n	1042126	0	0	0	TRUE	1	n	simple	0	0	38
557	CCNA_00970	1046120	1049140	+	CDS	n	+	n	1046087	0	0	0	TRUE	1	n	simple	0	0	33
559	CCNA_00972	1050224	1050370	+	CDS	n	+	n	1050202	0	0	0	TRUE	1	n	simple	0	0	22
561	CCNA_00974	1051388	1054555	+	CDS	n	+	n	1051249	0	0	0	TRUE	1	n	simple	0	0	139
563	CCNA_00977	1057369	1057779	+	CDS	y	+	y	1057167	0	0	0	TRUE	1	n	simple	0	0	202
563	CCNA_00978	1057794	1058162	+	CDS	y	+	y	1057167	0	0	0	TRUE	1	n	simple	0	0	202
564	CCNA_00979	1058314	1059390	+	CDS	y	+	y	1058178	0	0	0	TRUE	1	n	simple	0	0	136
564	CCNA_00980	1059395	1060600	+	CDS	y	+	y	1058178	0	0	0	TRUE	1	n	simple	0	0	136
564	CCNA_00981	1060597	1061301	+	CDS	y	+	y	1058178	0	0	0	TRUE	1	n	simple	0	0	136
565	CCNA_00982	1061622	1062050	+	CDS	n	+	n	1061601	0	0	0	TRUE	1	n	simple	0	0	21
567	CCNA_00986	1066823	1067782	+	CDS	n	+	n	0	0	0	0	NO	0	y	complex	0	0	0
567.1	CCNA_00987	1067843	1068046	+	CDS	n	+	n	1067818	0	0	0	TRUE	1	n	simple	0	0	25
569	CCNA_00989	1069657	1071558	+	CDS	n	+	n	1069639	0	0	0	TRUE	1	y	complex	0	0	18
574	CCNA_00995	1077242	1078576	+	CDS	n	+	n	1077198	1077213	0	0	TRUE	multiple	y	complex	0	0	44
575	CCNA_00996	1078807	1079691	+	CDS	n	+	n	1078784	0	0	0	POTENTIAL	1	n	simple	0	0	23
576	CCNA_00997	1079915	1081138	+	CDS	n	+	n	1079915	0	0	0	TRUE	1	n	simple	0	0	0
577	CCNA_00998	1081367	1081786	+	CDS	n	+	n	1081313	0	0	0	TRUE	1	n	simple	0	0	54
578	CCNA_00999	1081984	1082481	+	CDS	y	+	y	1081955	0	0	0	TRUE	1	n	simple	0	0	29
578	CCNA_01000	1082537	1082725	+	CDS	y	+	y	1081955	0	0	0	TRUE	1	n	simple	0	0	29
581	CCNA_01004	1085196	1085639	+	CDS	y	+	y	1085196	0	0	0	POTENTIAL	1	n	simple	0	0	0
581	CCNA_01005	1085652	1086071	+	CDS	y	+	y	1085196	0	0	0	POTENTIAL	1	n	simple	0	0	0
581	CCNA_01006	1086082	1086393	+	CDS	y	+	y	1085196	0	0	0	POTENTIAL	1	n	simple	0	0	0
583	CCNA_01012	1092339	1093718	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
583	CCNA_01013	1093715	1094422	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
585	CCNA_01015	1095313	1096998	+	CDS	y	+	y	1095218	1095241	1095291	0	TRUE	multiple	n	complex	0	0	95
585	CCNA_01016	1096995	1097903	+	CDS	y	+	y	1095218	1095241	1095291	0	TRUE	multiple	n	complex	0	0	95
586	CCNA_01017	1098179	1099771	+	CDS	n	+	n	1098140	0	0	0	TRUE	1	n	simple	0	0	39
589	CCNA_01021	1105026	1108139	+	CDS	n	+	n	1104835	0	0	0	TRUE	1	n	simple	0	0	191
590	CCNA_01022	1108366	1109898	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
590	CCNA_01023	1109908	1111458	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
594	CCNA_01028	1114031	1115644	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
597	CCNA_01031	1119701	1121353	+	CDS	n	+	n	1119649	0	0	0	TRUE	1	n	simple	0	0	52
597.1	CCNA_01032	1121440	1122033	+	CDS	y	+	y	1121429	0	0	0	TRUE	1	y	complex	0	0	11
597.1	CCNA_01033	1121997	1122992	+	CDS	y	+	y	1121429	0	0	0	TRUE	1	y	complex	0	0	11
599	CCNA_01034	1123256	1126540	+	CDS	y	+	y	1123204	0	0	0	POTENTIAL	1	y	complex	1	CCNA_R0129	52
599	CCNA_01035	1126541	1128433	+	CDS	y	+	y	1123204	0	0	0	POTENTIAL	1	y	complex	1	CCNA_R0129	52
602	CCNA_01039	1133616	1134932	+	CDS	y	+	y	1133608	0	0	0	POTENTIAL	1	n	simple	0	0	8
602	CCNA_01040	1134929	1136569	+	CDS	y	+	y	1133608	0	0	0	POTENTIAL	1	n	simple	0	0	8
605	CCNA_01044	1140124	1140756	+	CDS	n	+	n	1140018	1140031	0	0	TRUE	multiple	n	complex	0	0	106
607	CCNA_01047	1142237	1144948	+	CDS	n	+	n	0	0	0	0	NO	0	y	complex	0	0	0
608	CCNA_01048	1145106	1145369	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
609	CCNA_03945	1145454	1145606	+	CDS	y	+	y	1145417	0	0	0	TRUE	1	n	simple	0	0	37
609	CCNA_01049	1145672	1146154	+	CDS	y	+	y	1145417	0	0	0	TRUE	1	n	simple	0	0	37
610	CCNA_01050	1146283	1147911	+	CDS	n	+	n	1146283	0	0	0	POTENTIAL	1	n	simple	0	0	0
611	CCNA_01051	1148357	1151464	+	CDS	n	+	n	1148214	0	0	0	TRUE	1	y	complex	0	0	143
612	CCNA_01052	1151554	1152276	+	CDS	y	+	y	1151287	1151533	0	0	TRUE	multiple	n	complex	0	0	267
612	CCNA_01053	1152201	1153307	+	CDS	y	+	y	1151287	1151533	0	0	TRUE	multiple	n	complex	0	0	267
612	CCNA_01054	1153331	1154830	+	CDS	y	+	y	1151287	1151533	0	0	TRUE	multiple	n	complex	0	0	267
617	CCNA_01059	1159693	1162773	+	CDS	n	+	n	1159633	0	0	0	TRUE	1	n	simple	0	0	60
