#operonID	geneID	start	end	strand	length	product
CHR138	HVO_0922	835405	835878	+	473	ISH3-type transposase ISH51 (nonfunctional)
CHR138	HVO_0922_A	835880	836572	+	692	ISH3-type transposase ISH51 (nonfunctional)
CHR139	HVO_0935	847700	849742	+	2042	formate dehydrogenase alpha subunit
CHR139	HVO_0936	849735	850499	+	764	YqeC family protein
CHR140	HVO_0938	851051	851527	-	476	UspA domain protein
CHR140	HVO_0939	851558	851878	-	320	conserved hypothetical protein
CHR141	HVO_0940	851945	854431	-	2486	P-type transport ATPase (probable substrate copper/metal cation)
CHR141	HVO_0941	854428	855222	-	794	conserved hypothetical protein
CHR141	HVO_0942	855224	855442	-	218	ba3-type terminal oxidase subunit CbaE
CHR142	HVO_0943	855608	855835	+	227	ba3-type terminal oxidase subunit CbaD
CHR142	HVO_0944	855836	856375	+	539	ba3-type terminal oxidase subunit II
CHR142	HVO_0945	856375	858144	+	1769	ba3-type terminal oxidase subunit I
CHR142	HVO_0946	858141	858335	+	194	cbaC protein
CHR143	HVO_0952	861842	862537	-	695	carbonic anhydrase
CHR143	HVO_0953	862560	864398	-	1838	DUF304 domain protein
CHR143	HVO_0954	864395	864859	-	464	DUF304 domain protein
CHR144	HVO_0955	864943	865719	-	776	conserved hypothetical protein
CHR144	HVO_0956	865710	866747	-	1037	metallophosphoesterase domain protein
CHR144	HVO_0957	866744	866869	-	125	conserved hypothetical protein
CHR145	HVO_0960	868340	869185	+	845	probable oxidoreductase (aldo-keto reductase family protein)
CHR145	HVO_0961	869187	869798	+	611	chimeric protein (nonfunctional)
CHR145	HVO_0962	869825	870199	+	374	HTH domain protein
CHR145	HVO_0963	870199	870492	+	293	conserved hypothetical protein
CHR146	HVO_0973	883706	884860	-	1154	pyridoxal phosphate-dependent aminotransferase (probable aspartate aminotransferase)
CHR146	HVO_0974	884857	885261	-	404	6%2C7-dimethyl-8-ribityllumazine synthase
CHR147	HVO_0976	887289	888434	+	1145	5-(carboxyamino)imidazole ribonucleotide synthase
CHR147	HVO_0977	888441	889052	+	611	N5-carboxyaminoimidazole ribonucleotide mutase
CHR148	HVO_0978	889252	889668	+	416	NADH dehydrogenase-like complex subunit A
CHR148	HVO_0979	889665	890366	+	701	NADH dehydrogenase-like complex subunit B
CHR148	HVO_0980	890363	892036	+	1673	NADH dehydrogenase-like complex subunit CD
CHR148	HVO_0981	892036	893085	+	1049	NADH dehydrogenase-like complex subunit H
CHR148	HVO_0982	893082	893543	+	461	NADH dehydrogenase-like complex subunit I
CHR149	HVO_0983	893649	893909	+	260	NADH dehydrogenase-like complex subunit J1
CHR149	HVO_0984	893906	894274	+	368	NADH dehydrogenase-like complex subunit J2
CHR149	HVO_0985	894274	894576	+	302	NADH dehydrogenase-like complex subunit K
CHR149	HVO_0986	894580	896616	+	2036	NADH dehydrogenase-like complex subunit L
CHR149	HVO_0987	896613	898142	+	1529	NADH dehydrogenase-like complex subunit M
CHR149	HVO_0988	898143	899663	+	1520	NADH dehydrogenase-like complex subunit N
CHR150	HVO_0992	902466	902693	-	227	conserved hypothetical protein
CHR150	HVO_0993	902724	902894	-	170	small CPxCG-related zinc finger protein
CHR151	HVO_0999	908202	909338	-	1136	DRTGG domain protein
CHR151	HVO_1000	909365	911458	-	2093	acetate--CoA ligase (ADP-forming)
CHR152	HVO_1005	914365	915120	-	755	ABC-type transport system permease protein
CHR152	HVO_1006	915117	916070	-	953	ABC-type transport system ATP-binding protein
CHR153	HVO_1010	920072	920476	-	404	DUF457 family protein
CHR153	HVO_1011	920489	920722	-	233	conserved hypothetical protein
CHR154	HVO_1012	920789	921448	-	659	conserved hypothetical protein
CHR154	HVO_1013	921476	922882	-	1406	protoheme IX geranylgeranyltransferase
CHR155	HVO_1015	923927	924355	-	428	FAD synthase
CHR155	HVO_1016	924352	924837	-	485	JAB domain protein
CHR156	HVO_1024	933893	934270	-	377	acetyl-CoA C-acetyltransferase small subunit
CHR156	HVO_1025	934270	935421	-	1151	acetyl-CoA C-acetyltransferase catalytic subunit
CHR157	HVO_1033	941377	943500	-	2123	type IV pilus biogenesis complex membrane subunit
CHR157	HVO_1034	943502	945196	-	1694	type IV pilus biogenesis complex ATPase subunit
CHR158	HVO_1041	949985	950983	+	998	beta-lactamase domain protein
CHR158	HVO_1042	951010	951300	+	290	DNA-directed RNA polymerase subunit L
CHR159	HVO_1049	956966	957649	+	683	PHP domain protein
CHR159	HVO_1050	957649	958740	+	1091	asparagine synthase (glutamine-hydrolyzing)
CHR160	HVO_1053	960564	960842	+	278	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
CHR160	HVO_1054	960843	962114	+	1271	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit A
CHR161	HVO_1055	962244	962924	+	680	TrkA domain protein
CHR161	HVO_1056	962924	964585	+	1661	Trk-type transport system (probable substrate potassium)
CHR162	HVO_1063	971509	971904	-	395	Mrp-type sodium/proton antiporter system subunit G
CHR162	HVO_1064	971901	972194	-	293	Mrp-type sodium/proton antiporter system subunit F
CHR162	HVO_1065	972187	972789	-	602	Mrp-type sodium/proton antiporter system subunit E
CHR162	HVO_1066	972789	974486	-	1697	Mrp-type sodium/proton antiporter system subunit D1
CHR162	HVO_1067	974483	974824	-	341	Mrp-type sodium/proton antiporter system subunit C
CHR162	HVO_1068	974821	975294	-	473	Mrp-type sodium/proton antiporter system subunit B
CHR162	HVO_1069	975291	977696	-	2405	Mrp-type sodium/proton antiporter system subunit A
CHR163	HVO_1078	984409	984540	-	131	homolog to sulfate adenylyltransferase small subunit (nonfunctional)
CHR163	HVO_1078_A	983588	984406	-	818	homolog to sulfate adenylyltransferase small subunit (nonfunctional)
CHR164	HVO_1082	986942	987574	-	632	homolog to orotate phosphoribosyltransferase
CHR164	HVO_1083	987571	988644	-	1073	glucose 1-dehydrogenase
CHR165	HVO_1089	996181	996933	+	752	NRDE domain protein
CHR165	HVO_1090	996959	997312	+	353	probable transcription factor (homolog to RNA polymerase III subunit RPC34)
CHR166	HVO_1091	997547	998305	-	758	proteasome alpha subunit
CHR166	HVO_1092	998312	998791	-	479	ribonuclease P protein component 2
CHR166	HVO_1093	998801	999427	-	626	probable S-adenosylmethionine-dependent methyltransferase
CHR166	HVO_1094	999411	1000106	-	695	ribonuclease P protein component 3
CHR167	HVO_1096	1000850	1001947	-	1097	succinyl-diaminopimelate desuccinylase
CHR167	HVO_1097	1001944	1002810	-	866	diaminopimelate epimerase
CHR167	HVO_1098	1002831	1004078	-	1247	diaminopimelate decarboxylase
CHR167	HVO_1099	1004075	1004917	-	842	2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-succinyltransferase
CHR167	HVO_1100	1004914	1005675	-	761	4-hydroxy-tetrahydrodipicolinate reductase
CHR167	HVO_1101	1005672	1006589	-	917	4-hydroxy-tetrahydrodipicolinate synthase
CHR168	HVO_1108	1012676	1012900	-	224	tRNA/rRNA pseudouridine synthase complex protein Gar1
CHR168	HVO_1109	1012900	1013178	-	278	signal recognition particle 19K protein
CHR169	HVO_1111	1014484	1015578	+	1094	ABC-type transport system permease protein (probable substrate cobalamin)
CHR169	HVO_1112	1015575	1017005	+	1430	ABC-type transport system ATP-binding protein (probable substrate cobalamin)
CHR170	HVO_1115	1019071	1019271	-	200	conserved hypothetical protein
CHR170	HVO_1116	1019271	1019618	-	347	HTH domain protein
CHR171	HVO_1120	1021329	1021658	+	329	TIGR04031 family protein
CHR171	HVO_1121	1021655	1022863	+	1208	Fe-coproporphyrin synthase AhbC
CHR172	HVO_1128	1028819	1029697	+	878	sirohydrochlorin cobaltochelatase
CHR172	HVO_1129	1029697	1030869	+	1172	conserved hypothetical protein
CHR173	HVO_1145	1045827	1046489	-	662	30S ribosomal protein S1e
CHR173	HVO_1146	1046482	1046724	-	242	conserved hypothetical protein
CHR173	HVO_1147	1046721	1047842	-	1121	probable replication complex protein RecJ2
CHR173	HVO_1148	1047847	1048314	-	467	30S ribosomal protein S15
CHR174	HVO_1150	1049190	1049582	+	392	IS200-type transposase HfIRS11
CHR174	HVO_1151	1049584	1050096	+	512	IS1341-type transposase HfIRS11 (nonfunctional)
CHR174	HVO_1151_A	1050098	1050838	+	740	IS1341-type transposase HfIRS11 (nonfunctional)
CHR175	HVO_1154	1052529	1053299	-	770	conserved hypothetical protein
CHR175	HVO_1155	1053296	1053748	-	452	conserved hypothetical protein
CHR176	HVO_1156	1053802	1054788	-	986	conserved hypothetical protein
CHR176	HVO_1157	1054785	1055417	-	632	conserved hypothetical protein
CHR176	HVO_1158	1055414	1055914	-	500	conserved hypothetical protein
CHR176	HVO_1159	1055914	1057956	-	2042	type IV pilus biogenesis complex membrane subunit
CHR176	HVO_1160	1057957	1061259	-	3302	type IV pilus biogenesis complex ATPase subunit
CHR177	HVO_1165	1063656	1064564	-	908	mechanosensitive channel protein MscS
CHR177	HVO_1166	1064561	1064809	-	248	CRM domain protein
CHR178	HVO_1174	1070635	1071165	+	530	transcription initiation factor TFE
CHR178	HVO_1175	1071166	1071843	+	677	DUF2110 family protein
CHR178	HVO_1176	1071848	1072603	+	755	conserved hypothetical protein
CHR179	HVO_1192	1084301	1084396	+	95	ABC-type transport system periplasmic substrate-binding protein (probable substrate branched-chain amino acids) (nonfunctional)
CHR179	HVO_1192_A	1084395	1085606	+	1211	ABC-type transport system periplasmic substrate-binding protein (probable substrate branched-chain amino acids) (nonfunctional)
CHR179	HVO_1193	1085608	1086186	+	578	ABC-type transport system permease protein (probable substrate branched-chain amino acids) (nonfunctional)
CHR179	HVO_1194	1086183	1087307	+	1124	ABC-type transport system permease protein (probable substrate branched-chain amino acids)
CHR179	HVO_1195	1087304	1088110	+	806	ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids)
CHR179	HVO_1196	1088107	1088844	+	737	ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids)
CHR180	HVO_1197	1088887	1089684	-	797	RIO-type protein kinase domain protein
CHR180	HVO_1198	1089724	1090161	-	437	UspA domain protein
CHR181	HVO_1203	1095684	1096214	-	530	fla cluster protein FlaD
CHR181	HVO_1204	1096227	1096415	-	188	hypothetical protein
CHR182	HVO_1205	1096507	1097016	-	509	taxis cluster protein CheD
CHR182	HVO_1206	1097038	1098225	-	1187	taxis cluster protein CheC
CHR182	HVO_1207	1098222	1098590	-	368	response regulator CheY
CHR183	HVO_1210	1100086	1100727	+	641	flagellin A1
CHR183	HVO_1211	1100738	1101400	+	662	flagellin A2
CHR184	HVO_1213	1102755	1104209	+	1454	fla cluster protein FlaCE
CHR184	HVO_1214	1104193	1104630	+	437	fla cluster protein FlaF
CHR184	HVO_1215	1104631	1105080	+	449	fla cluster protein FlaG
CHR184	HVO_1216	1105077	1105826	+	749	fla cluster protein FlaH
CHR184	HVO_1217	1105827	1107491	+	1664	flagellar motor/biogenesis protein FlaI
CHR184	HVO_1218	1107496	1109238	+	1742	flagellar motor/biogenesis protein FlaJ
CHR184	HVO_1219	1109235	1110353	+	1118	taxis protein CheF2
CHR185	HVO_1221	1110849	1111715	-	866	taxis protein CheF1
CHR185	HVO_1222	1111719	1112561	-	842	protein-glutamate O-methyltransferase CheR
CHR185	HVO_1223	1112561	1114831	-	2270	taxis sensor histidine kinase CheA
CHR185	HVO_1224	1114834	1115934	-	1100	protein-glutamate methylesterase CheB
CHR186	HVO_1230	1122509	1122844	-	335	mechanosensitive channel protein MscS (nonfunctional)
CHR186	HVO_1230_A	1121664	1122509	-	845	mechanosensitive channel protein MscS (nonfunctional)
CHR187	HVO_1240	1132536	1133597	-	1061	conserved hypothetical protein
CHR187	HVO_1241	1133594	1134265	-	671	SCO1/SenC/PrrC family protein
CHR188	HVO_1243	1135740	1136432	-	692	homolog to cytochrome c-type biogenesis protein CcdA
CHR188	HVO_1244	1136432	1137022	-	590	thioredoxin
CHR189	HVO_1248	1139167	1139376	+	209	conserved hypothetical protein
CHR189	HVO_1249	1139413	1139841	+	428	DUF54 family protein
CHR190	HVO_1253	1141799	1141840	-	41	DUF1486 family protein (nonfunctional)
CHR190	HVO_1253_A	1141388	1141798	-	410	DUF1486 family protein (nonfunctional)
CHR191	HVO_1256	1143500	1144399	-	899	conserved hypothetical protein
CHR191	HVO_1257	1144407	1145423	-	1016	AAA-type ATPase (MoxR subfamily)
CHR191	HVO_1258	1145416	1146339	-	923	conserved hypothetical protein
CHR191	HVO_1259	1146332	1146955	-	623	conserved hypothetical protein
CHR191	HVO_1260	1146952	1149408	-	2456	von Willebrand factor type A domain protein
CHR191	HVO_1261	1149408	1151204	-	1796	conserved hypothetical protein
CHR192	HVO_1263	1152937	1153533	-	596	DUF304 domain protein
CHR192	HVO_1264	1153530	1154183	-	653	DUF304 domain protein
CHR193	HVO_1265	1154320	1154805	+	485	Lrp/AsnC family transcription regulator
CHR193	HVO_1266	1154802	1155953	+	1151	pyridoxal phosphate-dependent aminotransferase (probable aspartate aminotransferase)
CHR194	HVO_1269	1157407	1158216	+	809	conserved hypothetical protein (nonfunctional)
CHR194	HVO_1269_A	1158215	1159534	+	1319	conserved hypothetical protein (nonfunctional)
CHR195	HVO_1273_A	1163765	1163962	+	197	conserved hypothetical protein
CHR195	HVO_1274	1163969	1164931	+	962	conserved hypothetical protein
CHR196	HVO_1281	1168624	1169697	-	1073	probable glycosyltransferase%2C type 1
CHR196	HVO_1282	1169699	1170076	-	377	PtpS family protein
CHR196	HVO_1283	1170083	1171081	-	998	oxidoreductase (homolog to zinc-containing alcohol dehydrogenase / threonine 3-dehydrogenase)
CHR196	HVO_1284	1171085	1171870	-	785	GTP cyclohydrolase III
CHR197	HVO_1293	1176818	1177435	+	617	conserved hypothetical protein
CHR197	HVO_1294	1177428	1179008	+	1580	GMC family oxidoreductase
CHR198	HVO_1295	1179103	1180188	+	1085	histidinol-phosphate aminotransferase
CHR198	HVO_1296	1180185	1180694	+	509	probable adenylate kinase
CHR198	HVO_1297	1180691	1181293	+	602	CDP-alcohol 1-archaetidyltransferase
CHR199	HVO_1304	1188454	1189392	-	938	pyruvate--ferredoxin oxidoreductase beta subunit
CHR199	HVO_1305	1189396	1191291	-	1895	pyruvate--ferredoxin oxidoreductase alpha subunit
CHR200	HVO_1322	1204459	1204770	-	311	chorismate mutase
CHR200	HVO_1323	1204767	1205636	-	869	shikimate kinase%2C archaeal-type
CHR201	HVO_1324	1205784	1206212	+	428	conserved hypothetical protein
CHR201	HVO_1325	1206212	1206448	+	236	conserved hypothetical protein
CHR202	HVO_1334	1214772	1215047	+	275	hypothetical protein
CHR202	HVO_1335	1215044	1215322	+	278	conserved hypothetical protein
CHR203	HVO_1336	1215368	1216150	-	782	rpa-associated phosphoesterase
CHR203	HVO_1337	1216155	1218026	-	1871	rpa-associated protein
CHR203	HVO_1338	1218023	1219306	-	1283	replication protein A
CHR204	HVO_1347	1225438	1225965	-	527	probable cyclic pyranopterin monophosphate synthase accessory protein
CHR204	HVO_1348	1225962	1227398	-	1436	bifunctional NAD(P)H-hydrate repair enzyme Nnr
CHR205	HVO_1361	1239765	1240808	-	1043	DUF81 family protein
CHR205	HVO_1362	1240805	1240954	-	149	conserved hypothetical protein
CHR206	HVO_1363	1241450	1241914	-	464	DUF4341/DUF395 family protein
CHR206	HVO_1364	1241911	1242402	-	491	DUF4341/DUF395 family protein
CHR206	HVO_1365	1242403	1243590	-	1187	rhodanese domain protein / beta-lactamase domain protein
CHR207	HVO_1366	1243858	1244109	+	251	UPF0033 family protein
CHR207	HVO_1367	1244106	1244687	+	581	conserved hypothetical protein
CHR208	HVO_1370	1246610	1247944	-	1334	gamma-glutamyl phosphate reductase
CHR208	HVO_1371	1247937	1248842	-	905	glutamate 5-kinase
CHR208	HVO_1372	1248835	1249608	-	773	pyrroline-5-carboxylate reductase
CHR209	HVO_1377	1255092	1255466	+	374	UPF0145 family protein
CHR209	HVO_1378	1255474	1255854	+	380	conserved hypothetical protein
CHR210	HVO_1382	1259125	1259514	+	389	nascent polypeptide-associated complex protein
CHR210	HVO_1383	1259511	1260236	+	725	tRNA (adenine-N(1))-methyltransferase TrmI
CHR211	HVO_1389	1263156	1263755	-	599	probable S-adenosylmethionine-dependent methyltransferase
CHR211	HVO_1390	1263781	1264767	-	986	conserved hypothetical protein
CHR212	HVO_1393	1265949	1266212	-	263	conserved hypothetical protein
CHR212	HVO_1394	1266209	1267759	-	1550	probable NhaC-type sodium/proton antiporter
CHR213	HVO_1398	1272027	1273130	-	1103	ABC-type transport system permease protein (probable substrate sugar)
CHR213	HVO_1399	1273127	1274395	-	1268	ABC-type transport system permease protein (probable substrate sugar)
CHR213	HVO_1400	1274392	1275951	-	1559	ABC-type transport system ATP-binding protein (probable substrate sugar)
CHR214	HVO_1418	1291354	1291560	+	206	nonhistone chromosomal protein (nonfunctional)
CHR214	HVO_1418_A	1291560	1291661	+	101	nonhistone chromosomal protein (nonfunctional)
CHR215	HVO_1421	1294150	1294392	+	242	chimeric protein (nonfunctional)
CHR215	HVO_1421_A	1294393	1294863	+	470	chimeric protein (nonfunctional)
CHR216	HVO_1422	1295035	1296081	-	1046	XerC/D-like integrase
CHR216	HVO_1422_A	1296078	1296386	-	308	homolog to pHK2-ORF12
CHR217	HVO_1427	1300408	1300797	-	389	homolog to pHK2-ORF8
CHR217	HVO_1428	1300794	1301657	-	863	homolog to pHK2-ORF7
CHR217	HVO_1429	1301654	1302247	-	593	homolog to pHK2-ORF6
CHR217	HVO_1430	1302282	1302455	-	173	homolog to pHK2-ORF5
CHR217	HVO_1431	1302457	1304013	-	1556	homolog to virus structural protein HRPV1-VP4
CHR218	HVO_1432	1304083	1304490	-	407	homolog to virus structural protein HRPV1-VP3
CHR218	HVO_1433	1304490	1304858	-	368	homolog to pHK2-ORF2
CHR219	HVO_1441	1311468	1312526	-	1058	ABC-type transport system permease protein
CHR219	HVO_1442	1312519	1314390	-	1871	ABC-type transport system permease protein
CHR219	HVO_1443	1314387	1315379	-	992	ABC-type transport system ATP-binding protein
CHR220	HVO_1454	1326226	1327140	+	914	aspartate carbamoyltransferase catalytic subunit
CHR220	HVO_1455	1327137	1327604	+	467	aspartate carbamoyltransferase regulatory subunit
CHR221	HVO_1461	1332326	1333390	-	1064	o-succinylbenzoate synthase
CHR221	HVO_1462	1333387	1334325	-	938	1%2C4-dihydroxy-2-naphthoate octaprenyltransferase
CHR222	HVO_1463	1334502	1335452	-	950	oxidoreductase (homolog to thioredoxin-disulfide reductase)
CHR222	HVO_1464	1335454	1336671	-	1217	ABC-type transport system periplasmic substrate-binding protein
CHR223	HVO_1466	1337856	1338320	+	464	conserved hypothetical protein
CHR223	HVO_1467	1338313	1338846	+	533	conserved hypothetical protein
CHR224	HVO_1475	1346000	1346626	-	626	probable rRNA methyltransferase
CHR224	HVO_1476	1346626	1347021	-	395	conserved hypothetical protein
CHR225	HVO_1480	1351155	1351442	+	287	conserved hypothetical protein
CHR225	HVO_1481	1351477	1351968	+	491	UspA domain protein
CHR226	HVO_1483	1352654	1353307	-	653	rhodanese domain protein / beta-lactamase domain protein (nonfunctional)
CHR226	HVO_1483_A	1352530	1352652	-	122	rhodanese domain protein / beta-lactamase domain protein (nonfunctional)
CHR227	HVO_1486	1356016	1356600	+	584	MOSC domain protein
CHR227	HVO_1487	1356597	1357814	+	1217	galactokinase
CHR228	HVO_1495	1364228	1364704	-	476	phosphotransferase system component IIB%2C fructose-specific
CHR228	HVO_1496	1364701	1366398	-	1697	phosphotransferase system component I
CHR228	HVO_1497	1366402	1366671	-	269	phosphocarrier protein HPr
CHR228	HVO_1498	1366671	1367135	-	464	phosphotransferase system component IIA%2C fructose-specific
CHR229	HVO_1500	1368413	1369330	-	917	1-phosphofructokinase
CHR229	HVO_1501	1369327	1370094	-	767	DeoR family transcription regulator GlpR
CHR230	HVO_1502	1370298	1371272	-	974	3-isopropylmalate dehydrogenase
CHR230	HVO_1503	1371265	1371873	-	608	3-isopropylmalate dehydratase small subunit
CHR230	HVO_1504	1371870	1373291	-	1421	3-isopropylmalate dehydratase large subunit
CHR230	HVO_1505	1373284	1373547	-	263	conserved hypothetical protein
CHR230	HVO_1506	1373559	1374605	-	1046	ketol-acid reductoisomerase
CHR230	HVO_1507	1374602	1375258	-	656	acetolactate synthase small subunit
CHR230	HVO_1508	1375255	1377018	-	1763	acetolactate synthase large subunit
CHR231	HVO_1513	1379388	1380074	+	686	beta-lactamase domain protein
CHR231	HVO_1514	1380074	1380610	+	536	conserved hypothetical protein
CHR232	HVO_1518	1382710	1382982	+	272	ISH5-type transposase ISHvo11 (nonfunctional)
CHR232	HVO_1518_A	1384386	1385231	+	845	ISH5-type transposase ISHvo11 (nonfunctional)
CHR232	HVO_1519	1383031	1384200	+	1169	ISH3-type transposase ISH51
CHR233	HVO_1523	1386375	1387490	-	1115	N-glycosylation pathway protein AglQ
CHR233	HVO_1523_A	1387487	1388401	-	914	glycosyltransferase AglE
CHR234	HVO_1538	1405185	1406945	+	1760	glycerol-3-phosphate dehydrogenase subunit A
CHR234	HVO_1539	1406932	1408200	+	1268	glycerol-3-phosphate dehydrogenase subunit B
CHR234	HVO_1540	1408197	1409507	+	1310	glycerol-3-phosphate dehydrogenase subunit C
CHR235	HVO_1541	1409871	1411403	+	1532	glycerol kinase
CHR235	HVO_1542	1411407	1412471	+	1064	conserved hypothetical protein
CHR236	HVO_1544	1412928	1413314	-	386	probable phosphoenolpyruvate-protein phosphoryltransferase
CHR236	HVO_1545	1413311	1414009	-	698	dihydroxyacetone kinase subunit DhaL
CHR237	HVO_1554	1423128	1424813	+	1685	TraB family protein
CHR237	HVO_1555	1424810	1425433	+	623	M50 family metalloprotease
CHR238	HVO_1570	1437643	1438743	-	1100	DNA topoisomerase 6 subunit A
CHR238	HVO_1571	1438743	1441139	-	2396	DNA topoisomerase 6 subunit B
CHR239	HVO_1572	1441393	1443312	+	1919	DNA gyrase subunit B
CHR239	HVO_1573	1443314	1445902	+	2588	DNA gyrase subunit A
CHR240	HVO_1574	1446425	1446895	-	470	NUDIX family hydrolase
CHR240	HVO_1575	1446895	1447794	-	899	arginase
CHR241	HVO_1579	1451074	1451892	-	818	uridine phosphorylase
CHR241	HVO_1580	1451897	1453096	-	1199	peptidase M10 family protein
CHR241	HVO_1581	1453098	1453520	-	422	cytidine deaminase
CHR242	HVO_1594	1465704	1466645	+	941	tRNA/rRNA cytosine-C5-methylase
CHR242	HVO_1595	1466642	1467178	+	536	conserved hypothetical protein
CHR243	HVO_1600	1470929	1471378	-	449	conserved hypothetical protein
CHR243	HVO_1601	1471413	1472228	-	815	ABC-type transport system ATP-binding protein (probable substrate nitrate/sulfonate/bicarbonate)
CHR243	HVO_1602	1472225	1473094	-	869	ABC-type transport system permease protein (probable substrate nitrate/sulfonate/bicarbonate)
CHR243	HVO_1603	1473091	1474137	-	1046	ABC-type transport system periplasmic substrate-binding protein (probable substrate nitrate/sulfonate/bicarbonate)
CHR244	HVO_1616	1484423	1485127	+	704	UPF0361 family protein
CHR244	HVO_1617	1485134	1485328	+	194	hypothetical protein
CHR245	HVO_1619	1486496	1486942	+	446	conserved hypothetical protein
CHR245	HVO_1620	1486932	1487981	+	1049	XerC/D-like integrase
CHR246	HVO_1634	1499837	1500454	+	617	MinD/ParA domain protein
CHR246	HVO_1635	1500481	1501104	+	623	conserved hypothetical protein
CHR247	HVO_1638	1502585	1503061	+	476	conserved hypothetical protein
CHR247	HVO_1639	1503063	1503266	+	203	conserved hypothetical protein (nonfunctional)
CHR247	HVO_1639_A	1503266	1503400	+	134	conserved hypothetical protein (nonfunctional)
CHR247	HVO_1640	1503418	1504305	+	887	conserved hypothetical protein (nonfunctional)
CHR247	HVO_1640_A	1504307	1504810	+	503	conserved hypothetical protein (nonfunctional)
CHR248	HVO_1643	1506162	1506395	-	233	conserved hypothetical protein
CHR248	HVO_1644	1506392	1506652	-	260	conserved hypothetical protein
CHR248	HVO_1645	1506663	1509224	-	2561	cox-type terminal oxidase subunit I/III
CHR248	HVO_1646	1509221	1510012	-	791	cox-type terminal oxidase subunit II
CHR249	HVO_1659	1523528	1524424	-	896	mechanosensitive channel protein MscS
CHR249	HVO_1660	1524426	1525235	-	809	DisA-N domain protein
CHR250	HVO_1665	1526812	1526979	-	167	conserved hypothetical protein
CHR250	HVO_1666	1527009	1527509	-	500	phosphopantetheine adenylyltransferase
CHR251	HVO_1669	1529404	1530063	-	659	fibrillarin-like rRNA/tRNA 2'-O-methyltransferase
CHR251	HVO_1670	1530060	1530902	-	842	rRNA/tRNA 2'-O-methyltransferase complex protein Nop5
CHR252	HVO_1671	1531145	1531567	+	422	conserved hypothetical protein
CHR252	HVO_1672	1531606	1531977	+	371	conserved hypothetical protein
CHR253	HVO_1674	1532792	1532947	+	155	conserved hypothetical protein
CHR253	HVO_1675	1532944	1533927	+	983	magnesium transport protein CorA
CHR254	HVO_1692	1548294	1550495	-	2201	probable iron-sulfur protein (4Fe-4S)
CHR254	HVO_1693	1550488	1550991	-	503	DUF162 family protein
CHR255	HVO_1701	1562255	1562776	-	521	DUF123 domain protein
CHR255	HVO_1702	1562799	1563230	-	431	conserved hypothetical protein
CHR256	HVO_1705	1567095	1568261	+	1166	ABC-type transport system periplasmic substrate-binding protein (probable substrate iron)
CHR256	HVO_1706	1568274	1569869	+	1595	ABC-type transport system permease protein (probable substrate iron)
CHR256	HVO_1707	1569859	1571028	+	1169	ABC-type transport system ATP-binding protein (probable substrate iron)
CHR256	HVO_1708	1571031	1573376	+	2345	conserved hypothetical protein
CHR257	HVO_1717	1587408	1588181	-	773	7-carboxy-7-deazaguanine synthase
CHR257	HVO_1718	1588181	1588657	-	476	6-carboxy-5%2C6%2C7%2C8-tetrahydropterin synthase
CHR258	HVO_1733	1603637	1604212	+	575	HTH domain protein
CHR258	HVO_1734	1604209	1604640	+	431	conserved hypothetical protein
CHR259	HVO_1736	1607341	1608753	+	1412	DNA repair helicase Rad25
CHR259	HVO_1737	1608740	1610092	+	1352	DUF790 family protein
CHR260	HVO_1738	1610100	1610468	-	368	CcbP family protein
CHR260	HVO_1739	1610465	1611235	-	770	conserved hypothetical protein
CHR260	HVO_1740	1611242	1611874	-	632	conserved hypothetical protein
CHR261	HVO_1743	1613635	1614432	-	797	SWIM zinc finger domain protein
CHR261	HVO_1744	1614465	1616816	-	2351	probable DEAD/DEAH box helicase
CHR262	HVO_1758	1626783	1627772	+	989	oxidoreductase (homolog to thioredoxin-disulfide reductase)
CHR262	HVO_1759	1627769	1628884	+	1115	ABC-type transport system permease protein
CHR262	HVO_1760	1628884	1629765	+	881	ABC-type transport system ATP-binding protein
CHR263	HVO_1766	1633851	1634144	+	293	ArsR family transcription regulator
CHR263	HVO_1767	1634178	1635029	+	851	ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)
CHR263	HVO_1768	1635032	1636105	+	1073	ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)
CHR263	HVO_1769	1636102	1637166	+	1064	ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)
CHR263	HVO_1770	1637163	1637525	+	362	hypothetical protein
CHR263	HVO_1771	1637522	1638643	+	1121	DUF917 family protein
CHR263	HVO_1772	1638652	1639236	+	584	DUF1177 family protein
CHR263	HVO_1773	1639238	1639897	+	659	AroM family protein
CHR263	HVO_1774	1639898	1640845	+	947	aminopeptidase (homolog to leucyl aminopeptidase / aminopeptidase T)
CHR263	HVO_1775	1640842	1641810	+	968	nitroreductase family protein
CHR263	HVO_1776	1641810	1642469	+	659	homolog to hydantoin racemase
CHR264	HVO_1780	1647441	1647956	+	515	conserved hypothetical protein
CHR264	HVO_1781	1647961	1648317	+	356	conserved hypothetical protein
CHR265	HVO_1785	1651680	1651850	-	170	conserved hypothetical protein
