Type	Start	Stop	Gene	Strand	Size (aa)
Annotated	1139167	1139376	HVO_RS10705	+	70
Annotated	1139413	1139841	HVO_RS10710	+	143
Annotated	1139884	1140447	HVO_RS10715	-	188
Annotated	1141152	1141349	HVO_RS10725	+	66
Annotated	1153530	1154183	HVO_RS10780	-	218
Annotated	1154320	1154805	HVO_RS10785	+	162
Annotated	1156060	1156485	HVO_RS10795	+	142
Annotated	1156643	1157356	HVO_RS10800	+	238
Annotated	1157491	1159534	HVO_RS10805	+	681
Annotated	1159897	1160487	HVO_RS10810	-	197
Annotated	1160641	1161729	HVO_RS10815	-	363
Annotated	1161871	1163367	HVO_RS10820	-	499
Annotated	1163765	1163962	HVO_RS10825	+	66
Annotated	1164047	1164931	HVO_RS10830	+	295
Annotated	1164974	1165360	HVO_RS10835	+	129
Annotated	1165483	1165683	HVO_RS10840	+	67
Annotated	1169699	1170076	HVO_RS10865	-	126
Annotated	1170083	1171081	HVO_RS10870	-	333
Annotated	1171085	1171870	HVO_RS10875	-	262
Annotated	1172274	1173056	HVO_RS10885	+	261
Annotated	1173162	1173758	HVO_RS10890	+	199
Annotated	1174083	1174481	HVO_RS10895	-	133
Annotated	1174580	1175296	HVO_RS10900	-	239
Annotated	1179103	1180188	HVO_RS10925	+	362
Annotated	1183977	1184621	HVO_RS10960	+	215
Annotated	1186496	1187788	HVO_RS10970	-	431
Annotated	1187908	1188336	HVO_RS10975	-	143
Annotated	1188454	1189392	HVO_RS10980	-	313
Annotated	1189396	1191291	HVO_RS10985	-	632
Annotated	1191491	1192648	HVO_RS10990	-	386
Annotated	1192755	1193285	HVO_RS10995	+	177
Annotated	1195278	1196453	HVO_RS11010	+	392
Annotated	1196487	1197008	HVO_RS11015	-	174
Annotated	1197175	1198020	HVO_RS11020	-	282
Annotated	1200580	1201371	HVO_RS11035	+	264
Annotated	1204459	1204770	HVO_RS11065	-	104
Annotated	1205784	1206212	HVO_RS11075	+	143
Annotated	1206706	1208916	HVO_RS11090	+	737
Annotated	1211427	1211816	HVO_RS11115	+	130
Annotated	1215368	1216150	HVO_RS11135	-	261
Annotated	1218023	1219306	HVO_RS11145	-	428
Annotated	1219836	1220945	HVO_RS11155	-	370
Annotated	1221860	1222195	HVO_RS11165	+	112
Annotated	1222322	1222636	HVO_RS11170	-	105
Annotated	1222761	1223477	HVO_RS11175	+	239
Annotated	1223505	1223834	HVO_RS11180	-	110
Annotated	1224075	1225376	HVO_RS11185	+	434
Annotated	1225962	1227380	HVO_RS11195	-	473
Annotated	1228716	1229099	HVO_RS11205	+	128
Annotated	1232031	1232252	HVO_RS11220	+	74
Annotated	1234158	1234460	HVO_RS11230	-	101
Annotated	1238925	1239131	HVO_RS11250	-	69
Annotated	1239241	1239621	HVO_RS11255	-	127
Annotated	1243858	1244109	HVO_RS11280	+	84
Annotated	1244879	1245682	HVO_RS11290	-	268
Annotated	1245842	1246504	HVO_RS11295	-	221
Annotated	1247937	1248842	HVO_RS11305	-	302
Annotated	1248835	1249608	HVO_RS11310	-	258
Annotated	1249714	1250865	HVO_RS11315	-	384
Annotated	1254654	1255037	HVO_RS11330	-	128
Annotated	1255092	1255466	HVO_RS11335	+	125
Annotated	1255474	1255854	HVO_RS11340	+	127
Annotated	1255949	1256128	HVO_RS11345	-	60
Annotated	1256541	1258217	HVO_RS11350	-	559
Annotated	1258374	1259042	HVO_RS11355	+	223
Annotated	1259125	1259514	HVO_RS11360	+	130
Annotated	1260288	1260932	HVO_RS11370	-	215
Annotated	1260973	1261293	HVO_RS11375	-	107
Annotated	1261763	1262536	HVO_RS11385	-	258
Annotated	1262636	1263136	HVO_RS11390	+	167
Annotated	1264940	1265395	HVO_RS11405	-	152
Annotated	1265555	1265884	HVO_RS11410	+	110
Annotated	1267888	1269171	HVO_RS11425	+	428
Annotated	1270472	1271887	HVO_RS11435	-	472
Annotated	1276175	1277308	HVO_RS11455	-	378
Annotated	1277493	1278854	HVO_RS11460	-	454
Annotated	1279029	1279313	HVO_RS11465	+	95
Annotated	1279645	1280088	HVO_RS11475	-	148
Annotated	1281308	1281985	HVO_RS11485	-	226
Annotated	1282920	1283501	HVO_RS11495	+	194
Annotated	1285312	1286286	HVO_RS11510	+	325
Annotated	1286362	1287495	HVO_RS11515	+	378
Annotated	1289458	1290150	HVO_RS11525	+	231
Annotated	1293349	1294026	HVO_RS11545	+	226
Annotated	1294150	1294389	HVO_RS11550	+	80
Annotated	1294420	1294863	HVO_RS11555	+	148
Annotated	1296636	1296893	HVO_RS11565	+	86
Annotated	1298230	1299027	HVO_RS11575	-	266
Annotated	1300408	1300797	HVO_RS11585	-	130
Annotated	1302457	1303896	HVO_RS11600	-	480
Annotated	1304083	1304490	HVO_RS11605	-	136
Annotated	1304490	1304843	HVO_RS11610	-	118
Annotated	1309411	1309830	HVO_RS11640	+	140
Annotated	1309882	1310862	HVO_RS11645	-	327
Annotated	1311049	1311372	HVO_RS11650	-	108
Annotated	1314387	1315379	HVO_RS11665	-	331
Annotated	1315527	1316387	HVO_RS11670	-	287
Annotated	1316512	1317474	HVO_RS11675	+	321
Annotated	1321660	1322130	HVO_RS11700	-	157
Annotated	1324709	1325962	HVO_RS11715	+	418
Annotated	1326226	1327140	HVO_RS11720	+	305
Annotated	1327137	1327604	HVO_RS11725	+	156
Annotated	1329538	1330413	HVO_RS11735	+	292
Annotated	1330658	1331374	HVO_RS11740	-	239
Annotated	1337856	1338320	HVO_RS11775	+	155
Annotated	1338855	1339379	HVO_RS11785	-	175
Annotated	1339459	1341213	HVO_RS11790	-	585
Annotated	1342808	1343401	HVO_RS11800	-	198
Annotated	1343584	1343796	HVO_RS11805	+	71
Annotated	1343855	1344133	HVO_RS11810	+	93
Annotated	1344274	1345923	HVO_RS11815	+	550
Annotated	1346626	1347021	HVO_RS11825	-	132
Annotated	1348391	1349344	HVO_RS11835	+	318
Annotated	1351477	1351968	HVO_RS11850	+	164
Annotated	1352076	1352402	HVO_RS11855	+	109
Annotated	1353372	1355135	HVO_RS11865	-	588
Annotated	1355280	1355915	HVO_RS11870	+	212
Annotated	1358000	1359238	HVO_RS11885	-	413
Annotated	1360779	1362005	HVO_RS11900	-	409
Annotated	1362157	1362600	HVO_RS11905	+	148
Annotated	1363070	1364062	HVO_RS11910	-	331
Annotated	1364228	1364704	HVO_RS11915	-	159
Annotated	1364701	1366398	HVO_RS11920	-	566
Annotated	1366671	1367135	HVO_RS11930	-	155
Annotated	1369327	1370094	HVO_RS11945	-	256
Annotated	1370298	1371272	HVO_RS11950	-	325
Annotated	1371265	1371873	HVO_RS11955	-	203
Annotated	1371870	1373291	HVO_RS11960	-	474
Annotated	1373284	1373547	HVO_RS11965	-	88
Annotated	1373559	1374605	HVO_RS11970	-	349
Annotated	1374602	1375258	HVO_RS11975	-	219
Annotated	1375255	1377018	HVO_RS11980	-	588
Annotated	1378985	1379272	HVO_RS11990	+	96
Annotated	1379388	1380074	HVO_RS11995	+	229
Annotated	1380674	1380886	HVO_RS12005	-	71
Annotated	1381022	1381348	HVO_RS12010	+	109
Annotated	1381400	1382311	HVO_RS12015	-	304
Annotated	1393000	1393731	HVO_RS12035	+	244
Annotated	1394676	1395617	HVO_RS12045	-	314
Annotated	1399056	1400348	HVO_RS12055	-	431
Annotated	1401868	1402422	HVO_RS12065	-	185
Annotated	1402619	1402807	HVO_RS12070	+	63
Annotated	1402837	1403517	HVO_RS12075	-	227
Annotated	1412569	1412844	HVO_RS12110	+	92
Annotated	1412928	1413314	HVO_RS12115	-	129
Annotated	1413311	1414009	HVO_RS12120	-	233
Annotated	1414133	1415131	HVO_RS12125	-	333
Annotated	1415297	1418428	HVO_RS12130	-	1044
Annotated	1418809	1419417	HVO_RS12135	-	203
Annotated	1419994	1420476	HVO_RS12145	-	161
Annotated	1421062	1421682	HVO_RS12155	-	207
Annotated	1425648	1425884	HVO_RS12175	-	79
Annotated	1428701	1429240	HVO_RS12190	-	180
Annotated	1429308	1429667	HVO_RS12195	-	120
Annotated	1430347	1431078	HVO_RS12200	+	244
Annotated	1431219	1431596	HVO_RS12205	-	126
Annotated	1435178	1435537	HVO_RS12220	+	120
Annotated	1435666	1436373	HVO_RS12225	+	236
Annotated	1436475	1437308	HVO_RS12230	+	278
Annotated	1437398	1437616	HVO_RS12235	+	73
Annotated	1437643	1438743	HVO_RS12240	-	367
Annotated	1438743	1441139	HVO_RS12245	-	799
Annotated	1441393	1443312	HVO_RS12250	+	640
Annotated	1443314	1445902	HVO_RS12255	+	863
Annotated	1446425	1446895	HVO_RS12265	-	157
Annotated	1446895	1447794	HVO_RS12270	-	300
Annotated	1447899	1448819	HVO_RS12275	-	307
Annotated	1448985	1449518	HVO_RS12280	+	178
Annotated	1449766	1450959	HVO_RS12285	-	398
Annotated	1451074	1451892	HVO_RS12290	-	273
Annotated	1454301	1454882	HVO_RS12315	-	194
Annotated	1455006	1457012	HVO_RS12320	+	669
Annotated	1458484	1459191	HVO_RS12330	-	236
Annotated	1459300	1459620	HVO_RS12335	-	107
Annotated	1459673	1460830	HVO_RS12340	-	386
Annotated	1460975	1462852	HVO_RS12345	-	626
Annotated	1463962	1464657	HVO_RS12355	-	232
Annotated	1464784	1465530	HVO_RS12360	-	249
Annotated	1465704	1466645	HVO_RS12365	+	314
Annotated	1466642	1467178	HVO_RS12370	+	179
Annotated	1470929	1471363	HVO_RS12390	-	145
Annotated	1472225	1473094	HVO_RS12400	-	290
Annotated	1473091	1474137	HVO_RS12405	-	349
Annotated	1474393	1475514	HVO_RS12410	+	374
Annotated	1477729	1477974	HVO_RS12425	+	82
Annotated	1478199	1479374	HVO_RS12430	-	392
Annotated	1481424	1481627	HVO_RS12445	+	68
Annotated	1483545	1484300	HVO_RS12465	-	252
Annotated	1484423	1485127	HVO_RS12470	+	235
Annotated	1486496	1486942	HVO_RS12475	+	149
Annotated	1488053	1488436	HVO_RS12485	-	128
Annotated	1491229	1493193	HVO_RS12505	-	655
Annotated	1493347	1494180	HVO_RS12510	-	278
Annotated	1495136	1496731	HVO_RS12520	-	532
Annotated	1498654	1499307	HVO_RS12535	+	218
Annotated	1499389	1499763	HVO_RS12540	+	125
Annotated	1500481	1501104	HVO_RS12550	+	208
Annotated	1501509	1502429	HVO_RS12560	-	307
Annotated	1511538	1512746	HVO_RS12625	+	403
Annotated	1512818	1515316	HVO_RS12630	-	833
Annotated	1516953	1517207	HVO_RS12640	+	85
Annotated	1517250	1517702	HVO_RS12645	+	151
Annotated	1517723	1518643	HVO_RS12650	-	307
Annotated	1518788	1519168	HVO_RS12655	+	127
Annotated	1519205	1521316	HVO_RS12660	-	704
Annotated	1523528	1524424	HVO_RS12675	-	299
Annotated	1524426	1525235	HVO_RS12680	-	270
Annotated	1526457	1526765	HVO_RS12700	+	103
Annotated	1527009	1527509	HVO_RS12710	-	167
Annotated	1532081	1532731	HVO_RS12745	+	217
Annotated	1534149	1535147	HVO_RS12755	+	333
Annotated	1535246	1535425	HVO_RS12760	+	60
Annotated	1535482	1535889	HVO_RS12765	-	136
Annotated	1536158	1536394	HVO_RS12770	+	79
Annotated	1536560	1537000	HVO_RS12775	-	147
Annotated	1538897	1540387	HVO_RS12790	-	497
Annotated	1542542	1543999	HVO_RS12800	-	486
Annotated	1545551	1545802	HVO_RS12810	+	84
Annotated	1545803	1546033	HVO_RS12815	-	77
Annotated	1546356	1547813	HVO_RS12825	+	486
Annotated	1547818	1548111	HVO_RS12830	-	98
Annotated	1550488	1550991	HVO_RS12840	-	168
Annotated	1559222	1560010	HVO_RS12865	+	263
Annotated	1560022	1561158	HVO_RS12870	-	379
Annotated	1562799	1563230	HVO_RS12885	-	144
Annotated	1563336	1565687	HVO_RS12890	+	784
Annotated	1573455	1574471	HVO_RS12920	-	339
Annotated	1575108	1577114	HVO_RS12925	-	669
Annotated	1577316	1581851	HVO_RS12930	+	1512
Annotated	1581981	1582466	HVO_RS12935	+	162
Annotated	1586571	1587305	HVO_RS12955	-	245
Annotated	1588181	1588657	HVO_RS12965	-	159
Annotated	1590526	1592613	HVO_RS12990	-	696
Annotated	1596084	1596653	HVO_RS13005	-	190
Annotated	1596955	1597515	HVO_RS13010	-	187
Annotated	1603637	1604212	HVO_RS13040	+	192
Annotated	1604209	1604640	HVO_RS13045	+	144
Annotated	1605225	1607207	HVO_RS13050	-	661
Annotated	1607341	1608753	HVO_RS13055	+	471
Annotated	1611242	1611874	HVO_RS13075	-	211
Annotated	1611934	1612920	HVO_RS13080	-	329
Annotated	1612996	1613553	HVO_RS13085	-	186
Annotated	1613635	1614432	HVO_RS13090	-	266
Annotated	1616925	1617608	HVO_RS13100	+	228
Annotated	1617657	1618628	HVO_RS13105	+	324
Annotated	1619596	1620450	HVO_RS13115	+	285
Annotated	1623553	1624152	HVO_RS13130	-	200
Annotated	1624284	1624481	HVO_RS13135	+	66
Annotated	1624604	1624786	HVO_RS13140	+	61
Annotated	1624895	1625254	HVO_RS13145	+	120
Annotated	1626020	1626556	HVO_RS13155	+	179
Annotated	1626783	1627772	HVO_RS13160	+	330
Annotated	1629850	1630323	HVO_RS13175	-	158
Annotated	1642780	1644936	HVO_RS13250	+	719
Annotated	1647441	1647956	HVO_RS13260	+	172
Annotated	1647961	1648317	HVO_RS13265	+	119
Annotated	1649677	1650921	HVO_RS13275	+	415
Annotated	1650909	1651583	HVO_RS13280	-	225
Annotated	1652155	1652478	HVO_RS13285	+	108
Annotated	1652567	1654345	HVO_RS13290	+	593
Annotated	1654412	1654696	HVO_RS13295	+	95
Annotated	1655978	1656925	HVO_RS13305	-	316
Annotated	1657128	1657616	HVO_RS13310	+	163
Annotated	1662369	1663601	HVO_RS13340	-	411
Annotated	1663843	1664154	HVO_RS13345	-	104
Annotated	1666075	1666677	HVO_RS13355	+	201
Annotated	1668369	1669796	HVO_RS13370	-	476
Annotated	1670378	1671808	HVO_RS13380	-	477
Annotated	1671908	1672480	HVO_RS13385	+	191
Annotated	1673282	1675861	HVO_RS13395	+	860
Annotated	1682086	1682775	HVO_RS13435	-	230
Annotated	1682896	1683264	HVO_RS13440	+	123
Annotated	1683867	1684322	HVO_RS13450	-	152
Annotated	1684397	1684885	HVO_RS13455	+	163
Annotated	1684989	1686278	HVO_RS13460	+	430
Annotated	1686324	1686752	HVO_RS13465	-	143
Annotated	1686807	1687244	HVO_RS13470	-	146
Annotated	1687269	1687670	HVO_RS13475	-	134
Annotated	1690567	1691148	HVO_RS13495	+	194
Annotated	1691389	1692804	HVO_RS13500	+	472
Annotated	1695909	1696397	HVO_RS13515	-	163
Annotated	1698524	1699651	HVO_RS13530	+	376
Annotated	1706585	1708384	HVO_RS13570	-	600
Annotated	1712786	1714081	HVO_RS13600	-	432
Annotated	1714136	1715041	HVO_RS13605	-	302
Annotated	1715144	1715734	HVO_RS13610	-	197
Annotated	1715738	1716100	HVO_RS13615	-	121
Annotated	1716206	1716661	HVO_RS13620	-	152
Annotated	1717971	1718864	HVO_RS13630	+	298
Annotated	1718904	1720043	HVO_RS13635	-	380
Annotated	1720493	1720738	HVO_RS13640	-	82
Annotated	1724727	1725266	HVO_RS13665	-	180
Annotated	1725397	1725873	HVO_RS13670	+	159
Annotated	1726022	1727809	HVO_RS13675	+	596
Annotated	1727916	1729421	HVO_RS13680	+	502
Annotated	1729602	1729850	HVO_RS13685	-	83
Annotated	1730301	1731374	HVO_RS13690	-	358
Annotated	1732943	1733122	HVO_RS13705	+	60
Annotated	1733825	1734655	HVO_RS13715	+	277
Annotated	1734697	1735392	HVO_RS13720	-	232
Annotated	1735453	1736130	HVO_RS13725	+	226
Annotated	1737687	1738295	HVO_RS13740	-	203
Annotated	1738397	1739014	HVO_RS13745	+	206
Annotated	1740881	1741579	HVO_RS13760	-	233
Annotated	1741604	1742632	HVO_RS13765	-	343
Annotated	1744375	1745007	HVO_RS13780	-	211
Annotated	1745062	1745340	HVO_RS13785	-	93
Annotated	1745405	1747063	HVO_RS13790	-	553
Annotated	584183	584317	HVO_RS13795	-	45
Annotated	1747097	1747402	HVO_RS13795	-	102
Annotated	1748221	1748793	HVO_RS13810	-	191
Annotated	1748801	1749169	HVO_RS13815	-	123
Annotated	1749192	1750427	HVO_RS13820	-	412
Annotated	1754807	1756231	HVO_RS13850	-	475
Annotated	1763225	1765132	HVO_RS13880	-	636
Annotated	1765262	1767262	HVO_RS13885	-	667
Annotated	1767360	1768268	HVO_RS13890	-	303
Annotated	1768729	1770297	HVO_RS13900	+	523
Annotated	1770475	1771857	HVO_RS13905	+	461
Annotated	1771907	1772260	HVO_RS13910	-	118
Annotated	1772389	1772886	HVO_RS13915	+	166
Annotated	1774629	1775381	HVO_RS13930	-	251
Annotated	1779189	1779806	HVO_RS13955	+	206
Annotated	1779866	1780792	HVO_RS13960	-	309
Annotated	1781433	1782674	HVO_RS13970	-	414
Annotated	1782735	1783229	HVO_RS13975	+	165
Annotated	1784155	1785141	HVO_RS13985	+	329
Annotated	1785095	1785331	HVO_RS13990	-	79
Annotated	1785485	1785712	HVO_RS13995	+	76
Annotated	1796200	1797279	HVO_RS14030	+	360
Annotated	1797346	1797639	HVO_RS14035	+	98
Annotated	1798688	1799209	HVO_RS14050	-	174
Annotated	1799234	1799752	HVO_RS14055	-	173
Annotated	1803818	1804306	HVO_RS14075	-	163
Annotated	1804460	1806424	HVO_RS14080	-	655
Annotated	1807573	1808811	HVO_RS14090	+	413
Annotated	1809487	1810332	HVO_RS14100	+	282
Annotated	1810464	1810847	HVO_RS14105	+	128
Annotated	1811208	1811531	HVO_RS14110	-	108
Annotated	1811649	1813451	HVO_RS14115	-	601
Annotated	1813650	1813895	HVO_RS14120	+	82
Annotated	1813914	1814372	HVO_RS14125	+	153
Annotated	1814406	1815143	HVO_RS14130	-	246
Annotated	1815330	1816622	HVO_RS14135	-	431
Annotated	1820205	1820708	HVO_RS14165	+	168
Annotated	1820758	1821099	HVO_RS14170	-	114
Annotated	1821227	1822090	HVO_RS14175	+	288
Annotated	1823943	1824173	HVO_RS14185	+	77
Annotated	1824976	1826259	HVO_RS14195	-	428
Annotated	1826450	1827427	HVO_RS14200	+	326
Annotated	1827568	1828161	HVO_RS14205	-	198
Annotated	1832000	1832953	HVO_RS14230	+	318
Annotated	1838678	1838872	HVO_RS14265	-	65
Annotated	1840609	1841340	HVO_RS14280	+	244
Annotated	1842074	1842847	HVO_RS14290	+	258
Annotated	1846356	1846637	HVO_RS14305	-	94
Annotated	1848449	1848724	HVO_RS14315	+	92
Annotated	1853807	1855564	HVO_RS14345	+	586
Annotated	1855802	1856071	HVO_RS14350	+	90
Annotated	1856174	1856482	HVO_RS14355	+	103
Annotated	1856667	1857056	HVO_RS14360	+	130
Annotated	1858184	1858579	HVO_RS14365	-	132
Annotated	1858707	1859870	HVO_RS14370	-	388
Annotated	1860015	1860512	HVO_RS14375	+	166
Annotated	1860594	1861604	HVO_RS14380	-	337
Annotated	1861770	1862669	HVO_RS14385	-	300
Annotated	1862777	1864156	HVO_RS14390	-	460
Annotated	1864256	1864615	HVO_RS14395	-	120
Annotated	1864886	1865158	HVO_RS14400	-	91
Annotated	1865495	1865797	HVO_RS14405	+	101
Annotated	1865741	1866544	HVO_RS14410	-	268
Annotated	1866807	1867007	HVO_RS14415	-	67
Annotated	1867278	1867883	HVO_RS14420	-	202
Annotated	1868835	1870061	HVO_RS14430	-	409
Annotated	1871717	1872109	HVO_RS14445	-	131
Annotated	1872299	1874475	HVO_RS14455	+	725
Annotated	1874485	1874946	HVO_RS14460	-	154
Annotated	1875211	1876422	HVO_RS14465	+	404
Annotated	1881529	1881720	HVO_RS14490	+	64
Annotated	1885450	1886370	HVO_RS14515	+	307
Annotated	1892176	1892412	HVO_RS14540	+	79
Annotated	1892437	1893654	HVO_RS14545	-	406
Annotated	1893837	1894727	HVO_RS14550	+	297
Annotated	1894729	1895808	HVO_RS14555	+	360
Annotated	1905450	1905920	HVO_RS14580	+	157
Annotated	1905983	1907056	HVO_RS14585	+	358
Annotated	1907059	1907238	HVO_RS14590	+	60
Annotated	1907226	1908128	HVO_RS14595	-	301
Annotated	1908182	1909114	HVO_RS14600	+	311
Annotated	1909115	1909585	HVO_RS14605	+	157
Annotated	1909651	1910892	HVO_RS14610	-	414
Annotated	1911379	1911816	HVO_RS14615	-	146
Annotated	1912946	1913362	HVO_RS14620	-	139
Annotated	1915383	1916003	HVO_RS14635	-	207
Annotated	1917415	1919934	HVO_RS14645	-	840
Annotated	1919938	1921464	HVO_RS14650	-	509
Annotated	1921933	1923462	HVO_RS14655	+	510
Annotated	1923913	1926396	HVO_RS14660	+	828
Annotated	1926766	1927521	HVO_RS14665	-	252
Annotated	1930885	1932135	HVO_RS14680	-	417
Annotated	1941469	1942626	HVO_RS14710	+	386
Annotated	1944472	1945284	HVO_RS14725	-	271
Annotated	1947682	1949784	HVO_RS14735	-	701
Annotated	1952583	1952957	HVO_RS14745	+	125
Annotated	1954168	1955493	HVO_RS14755	-	442
Annotated	1959773	1960786	HVO_RS14775	-	338
Annotated	1964788	1965069	HVO_RS14795	-	94
Annotated	1965302	1965763	HVO_RS14800	-	154
Annotated	1965879	1967321	HVO_RS14805	-	481
Annotated	1967493	1967789	HVO_RS14810	-	99
Annotated	1968602	1969378	HVO_RS14820	-	259
Annotated	1969381	1969806	HVO_RS14825	-	142
Annotated	1970018	1970779	HVO_RS14830	+	254
Annotated	1971127	1972587	HVO_RS14835	+	487
Annotated	1973308	1974072	HVO_RS14840	+	255
Annotated	1974142	1975149	HVO_RS14845	-	336
Annotated	1979250	1980047	HVO_RS14865	-	266
Annotated	1990314	1992065	HVO_RS14920	-	584
Annotated	1996962	1997831	HVO_RS14940	-	290
Annotated	2001515	2001814	HVO_RS14965	-	100
Annotated	2003173	2003493	HVO_RS14980	-	107
Annotated	2013419	2014540	HVO_RS15035	-	374
Annotated	2015342	2015710	HVO_RS15045	-	123
Annotated	2015968	2017125	HVO_RS15050	+	386
Annotated	2019911	2020816	HVO_RS15065	-	302
Annotated	2020905	2021102	HVO_RS15070	-	66
Annotated	2025234	2031950	HVO_RS15090	+	2239
Annotated	2032068	2033150	HVO_RS15095	+	361
Annotated	2033868	2034617	HVO_RS15105	+	250
Annotated	2037202	2037477	HVO_RS15120	+	92
Annotated	2037478	2038389	HVO_RS15125	+	304
Annotated	2038488	2039477	HVO_RS15130	+	330
Annotated	2044974	2045978	HVO_RS15155	+	335
Annotated	2046853	2048817	HVO_RS15165	+	655
Annotated	2049729	2050007	HVO_RS15175	+	93
Annotated	2050770	2051465	HVO_RS15190	+	232
Annotated	2052655	2054586	HVO_RS15205	-	644
Annotated	2056014	2057096	HVO_RS15220	+	361
Annotated	2058283	2058534	HVO_RS15230	-	84
Annotated	2058817	2060238	HVO_RS15235	+	474
Annotated	2060384	2061367	HVO_RS15240	+	328
Annotated	2061701	2062720	HVO_RS15250	-	340
Annotated	2062859	2063617	HVO_RS15255	+	253
Annotated	2065693	2066115	HVO_RS15270	-	141
Annotated	2066232	2067599	HVO_RS15275	+	456
Annotated	2071805	2072980	HVO_RS15305	-	392
Annotated	2073204	2074109	HVO_RS15310	-	302
Annotated	2075199	2075519	HVO_RS15325	-	107
Annotated	2075659	2076705	HVO_RS15330	+	349
Annotated	2076722	2076955	HVO_RS15335	-	78
Annotated	2086870	2087388	HVO_RS15380	-	173
Annotated	2088987	2090012	HVO_RS15395	+	342
Annotated	2090082	2091164	HVO_RS15400	-	361
Annotated	2091273	2092316	HVO_RS15405	+	348
Annotated	2092375	2093244	HVO_RS15410	-	290
Annotated	2094572	2095312	HVO_RS15420	+	247
Annotated	2096172	2096876	HVO_RS15430	+	235
Annotated	2097367	2097768	HVO_RS15440	+	134
Annotated	2099874	2100302	HVO_RS15465	-	143
Annotated	2101353	2101568	HVO_RS15475	+	72
Annotated	2101717	2102325	HVO_RS15480	-	203
Annotated	2102464	2102682	HVO_RS15485	+	73
Annotated	2103547	2103786	HVO_RS15495	-	80
Annotated	2104893	2105708	HVO_RS15505	-	272
Annotated	2105839	2107227	HVO_RS15510	-	463
Annotated	2114657	2115367	HVO_RS15540	+	237
Annotated	2115430	2116818	HVO_RS15545	+	463
Annotated	2119332	2119541	HVO_RS15565	+	70
Annotated	2119911	2122316	HVO_RS15575	+	802
Annotated	2122933	2123286	HVO_RS15585	+	118
Annotated	2126758	2128980	HVO_RS15605	+	741
Annotated	2133442	2133699	HVO_RS15630	-	86
Annotated	2143296	2144267	HVO_RS15655	-	324
Annotated	2148610	2149242	HVO_RS15690	-	211
Annotated	2150003	2150245	HVO_RS15700	-	81
Annotated	2157895	2159139	HVO_RS15720	+	415
Annotated	2166149	2167228	HVO_RS15755	-	360
Annotated	2168213	2169028	HVO_RS15765	-	272
Annotated	2169044	2169418	HVO_RS15770	-	125
Annotated	2169999	2171675	HVO_RS15780	-	559
Annotated	2171684	2172052	HVO_RS15785	-	123
Annotated	2172194	2173414	HVO_RS15790	+	407
Annotated	2175416	2176162	HVO_RS15800	+	249
Annotated	2176234	2176902	HVO_RS15805	-	223
Annotated	2176949	2177344	HVO_RS15810	-	132
Annotated	2177341	2177616	HVO_RS15815	-	92
Annotated	2178257	2179642	HVO_RS15825	-	462
Annotated	2179639	2180286	HVO_RS15830	-	216
Annotated	2180288	2181349	HVO_RS15835	-	354
Annotated	2181530	2181928	HVO_RS15840	-	133
Annotated	2182037	2182966	HVO_RS15845	+	310
Annotated	2184426	2184794	HVO_RS15855	-	123
Annotated	2187520	2188938	HVO_RS15875	-	473
Annotated	2189162	2189911	HVO_RS15880	-	250
Annotated	2191913	2192197	HVO_RS15895	+	95
Annotated	2192908	2193705	HVO_RS15905	+	266
Annotated	2198162	2199088	HVO_RS15930	+	309
Annotated	2199131	2200186	HVO_RS15935	-	352
Annotated	2200230	2200970	HVO_RS15940	-	247
Annotated	2201120	2202028	HVO_RS15945	+	303
Annotated	2202120	2202623	HVO_RS15950	-	168
Annotated	2207083	2207742	HVO_RS15970	+	220
Annotated	2207739	2209223	HVO_RS15975	+	495
Annotated	2209251	2209853	HVO_RS15980	-	201
Annotated	2211216	2212457	HVO_RS15990	+	414
Annotated	2213023	2213445	HVO_RS16000	+	141
Annotated	2213527	2214453	HVO_RS16005	+	309
Annotated	2214514	2215317	HVO_RS16010	-	268
Annotated	2215392	2217050	HVO_RS16015	-	553
Annotated	2218384	2218572	HVO_RS16030	+	63
Annotated	2220094	2221317	HVO_RS16040	-	408
Annotated	2221457	2221678	HVO_RS16045	+	74
Annotated	2221843	2222094	HVO_RS16050	+	84
Annotated	2222252	2222782	HVO_RS16055	+	177
Annotated	2228156	2228977	HVO_RS16075	-	274
Annotated	2231324	2231758	HVO_RS16090	-	145
Annotated	2231817	2233793	HVO_RS16095	-	659
Annotated	2234403	2235677	HVO_RS16105	-	425
Annotated	2235827	2236486	HVO_RS16110	+	220
Annotated	2236506	2236910	HVO_RS16115	-	135
Annotated	2237561	2237938	HVO_RS16125	+	126
Annotated	2238108	2239109	HVO_RS16130	-	334
Annotated	2240557	2241516	HVO_RS16140	+	320
Annotated	2243198	2244046	HVO_RS16150	+	283
Annotated	2244236	2244916	HVO_RS16155	+	227
Annotated	2245008	2247239	HVO_RS16160	-	744
Annotated	2250787	2251929	HVO_RS16180	-	381
Annotated	2260741	2261445	HVO_RS16205	+	235
Annotated	2263590	2263778	HVO_RS16220	+	63
Annotated	2264658	2265191	HVO_RS16235	-	178
Annotated	2265188	2265427	HVO_RS16240	-	80
Annotated	2265616	2266722	HVO_RS16245	+	369
Annotated	2266719	2267588	HVO_RS16250	+	290
Annotated	2267588	2268583	HVO_RS16255	+	332
Annotated	2271724	2272104	HVO_RS16270	-	127
Annotated	2272107	2273198	HVO_RS16275	-	364
Annotated	2276106	2276522	HVO_RS16300	+	139
