id	source	region	left	right	feature	strand	new_locus	old_locus	exon
NC_013967.1	RefSeq	gene	739904	740605	CDS	+	HVO_RS08635	HVO_0820	
NC_013967.1	RefSeq	gene	740728	741375	CDS	+	HVO_RS08640	HVO_0821	
NC_013967.1	RefSeq	gene	741511	742557	CDS	+	HVO_RS08645	HVO_0822	
NC_013967.1	RefSeq	gene	742827	743468	CDS	+	HVO_RS08650	HVO_0823	
NC_013967.1	RefSeq	gene	743574	744632	CDS	+	HVO_RS08655	HVO_0824	
NC_013967.1	RefSeq	gene	744741	745364	CDS	-	HVO_RS08660	HVO_0825	
NC_013967.1	RefSeq	gene	745509	746555	CDS	-	HVO_RS08665	HVO_0826	
NC_013967.1	RefSeq	gene	746707	746964	CDS	+	HVO_RS08670	HVO_0827	
NC_013967.1	RefSeq	gene	746978	747700	CDS	+	HVO_RS08675	HVO_0828	
NC_013967.1	RefSeq	gene	747740	749566	CDS	+	HVO_RS08680	HVO_0829	
NC_013967.1	RefSeq	gene	749624	750043	CDS	+	HVO_RS08685	HVO_0830	
NC_013967.1	RefSeq	gene	750046	751158	CDS	+	HVO_RS08690	HVO_0831	
NC_013967.1	RefSeq	gene	751246	752172	CDS	+	HVO_RS08695	HVO_0832	
NC_013967.1	RefSeq	gene	752204	752347	CDS	+		HVO_0833	
NC_013967.1	RefSeq	gene	752362	752742	CDS	-	HVO_RS08700	HVO_0834	
NC_013967.1	RefSeq	gene	752739	753905	CDS	-	HVO_RS08705	HVO_0835	
NC_013967.1	RefSeq	gene	754108	755415	CDS	+	HVO_RS08710	HVO_0836	
NC_013967.1	RefSeq	gene	755559	756290	CDS	+	HVO_RS08715	HVO_0837	
NC_013967.1	RefSeq	gene	756402	756845	CDS	-	HVO_RS08720	HVO_0838	
NC_013967.1	RefSeq	gene	756983	757264	CDS	-	HVO_RS08725	HVO_0839	
NC_013967.1	RefSeq	gene	757257	757646	CDS	-	HVO_RS08730	HVO_0840	
NC_013967.1	RefSeq	gene	757686	758450	CDS	-	HVO_RS08735	HVO_0841	
NC_013967.1	RefSeq	gene	758461	759255	CDS	-	HVO_RS08740	HVO_0842	
NC_013967.1	RefSeq	gene	759259	759648	CDS	-	HVO_RS08745	HVO_0843	
NC_013967.1	RefSeq	gene	759648	760286	CDS	-	HVO_RS08750	HVO_0844	
NC_013967.1	RefSeq	gene	760372	761202	CDS	-	HVO_RS08755	HVO_0845	
NC_013967.1	RefSeq	gene	761446	761928	CDS	+	HVO_RS08760	HVO_0847	
NC_013967.1	RefSeq	gene	761929	762612	CDS	-	HVO_RS08765	HVO_0848	
NC_013967.1	RefSeq	gene	762725	762859	CDS	+		HVO_0849	
NC_013967.1	RefSeq	gene	762939	764156	CDS	-	HVO_RS08770	HVO_0850	
NC_013967.1	RefSeq	gene	764594	764980	CDS	-	HVO_RS08780	HVO_0851	
NC_013967.1	RefSeq	gene	764328	764597	CDS	+	HVO_RS08775	HVO_0852	
NC_013967.1	RefSeq	gene	765034	766359	CDS	+	HVO_RS08785	HVO_0853	
NC_013967.1	RefSeq	gene	766356	769037	CDS	+	HVO_RS08790	HVO_0854	
NC_013967.1	RefSeq	gene	769063	769500	CDS	-	HVO_RS08795	HVO_0855	
NC_013967.1	RefSeq	gene	769528	770085	CDS	-	HVO_RS08800	HVO_0856	
NC_013967.1	RefSeq	gene	770134	770319	CDS	-	HVO_RS08805	HVO_0857	
NC_013967.1	RefSeq	gene	770425	774432	CDS	+	HVO_RS08810	HVO_0858	
NC_013967.1	RefSeq	gene	774651	775556	CDS	+	HVO_RS08815	HVO_0859	
NC_013967.1	RefSeq	gene	775569	776999	CDS	+	HVO_RS08820	HVO_0860	
NC_013967.1	RefSeq	gene	777003	778211	CDS	+	HVO_RS08825	HVO_0861	
NC_013967.1	RefSeq	gene	778355	778846	CDS	+	HVO_RS08830	HVO_0862	
NC_013967.1	RefSeq	gene	778851	779303	CDS	+	HVO_RS08835	HVO_0863	
NC_013967.1	RefSeq	gene	779373	780371	CDS	-	HVO_RS08840	HVO_0864	
NC_013967.1	RefSeq	pseudogene	780436	781164	CDS	+	HVO_RS20120	HVO_0864A	
NC_013967.1	RefSeq	gene	781408	782166	CDS	+	HVO_RS08850	HVO_0865	
NC_013967.1	RefSeq	gene	782201	782935	CDS	-	HVO_RS08855	HVO_0866	
NC_013967.1	RefSeq	gene	783131	783823	CDS	+	HVO_RS08860	HVO_0867	
NC_013967.1	RefSeq	gene	783867	784856	CDS	-	HVO_RS08865	HVO_0868	
NC_013967.1	RefSeq	gene	784965	789500	CDS	-	HVO_RS08870	HVO_0869	
NC_013967.1	RefSeq	gene	789658	791124	CDS	-	HVO_RS08875	HVO_0870	
NC_013967.1	RefSeq	gene	791288	791674	CDS	+	HVO_RS08880	HVO_0871	
NC_013967.1	RefSeq	gene	791827	792306	CDS	-	HVO_RS08885	HVO_0873	
NC_013967.1	RefSeq	gene	792555	794477	CDS	+	HVO_RS08890	HVO_0874	
NC_013967.1	RefSeq	gene	794549	794959	CDS	+	HVO_RS08895	HVO_0875	
NC_013967.1	RefSeq	gene	795023	795406	CDS	+	HVO_RS08900	HVO_0876	
NC_013967.1	RefSeq	gene	795543	795974	CDS	+	HVO_RS08905	HVO_0877	
NC_013967.1	RefSeq	gene	795975	796781	CDS	-	HVO_RS08910	HVO_0878	
NC_013967.1	RefSeq	gene	796851	797276	CDS	-	HVO_RS08915	HVO_0879	
NC_013967.1	RefSeq	gene	797576	798499	CDS	+	HVO_RS08920	HVO_0880	
NC_013967.1	RefSeq	gene	798590	799591	CDS	+	HVO_RS08925	HVO_0881	
NC_013967.1	RefSeq	gene	799635	800771	CDS	+	HVO_RS08930	HVO_0882	
NC_013967.1	RefSeq	gene	800808	800999	CDS	-	HVO_RS08935	HVO_0883	
NC_013967.1	RefSeq	gene	801088	801870	CDS	-	HVO_RS08940	HVO_0884	
NC_013967.1	RefSeq	gene	802107	802304	CDS	+	HVO_RS08945	HVO_0885	
NC_013967.1	RefSeq	gene	802517	803380	CDS	-	HVO_RS08950	HVO_0887	
NC_013967.1	RefSeq	gene	803377	805137	CDS	-	HVO_RS08955	HVO_0888	
NC_013967.1	RefSeq	gene	805444	806088	CDS	+	HVO_RS08960	HVO_0889	
NC_013967.1	RefSeq	gene	806141	806962	CDS	-	HVO_RS08965	HVO_0890	
NC_013967.1	RefSeq	gene	806959	807810	CDS	-	HVO_RS08970	HVO_0891	
NC_013967.1	RefSeq	gene	807803	809728	CDS	-	HVO_RS08975	HVO_0892	
NC_013967.1	RefSeq	gene	809951	811651	CDS	+	HVO_RS08980	HVO_0893	
NC_013967.1	RefSeq	gene	811838	813826	CDS	+	HVO_RS08985	HVO_0894	
NC_013967.1	RefSeq	gene	813856	814101	CDS	-	HVO_RS08990	HVO_0895	
NC_013967.1	RefSeq	gene	814278	815900	CDS	+	HVO_RS08995	HVO_0896	
NC_013967.1	RefSeq	gene	815984	816592	CDS	-	HVO_RS09000	HVO_0897	
NC_013967.1	RefSeq	gene	817268	818482	CDS	+	HVO_RS09005	HVO_0899	
NC_013967.1	RefSeq	gene	818606	819574	CDS	+	HVO_RS09010	HVO_0900	
NC_013967.1	RefSeq	gene	819571	820752	CDS	+	HVO_RS09015	HVO_0901	
NC_013967.1	RefSeq	gene	820749	821507	CDS	+	HVO_RS09020	HVO_0902	
NC_013967.1	RefSeq	gene	821504	822247	CDS	+	HVO_RS09025	HVO_0903	
NC_013967.1	RefSeq	gene	822927	823331	CDS	-	HVO_RS09035	HVO_0904	
NC_013967.1	RefSeq	gene	822250	822930	CDS	+	HVO_RS09030	HVO_0905	
NC_013967.1	RefSeq	gene	823386	823640	CDS	-	HVO_RS09040	HVO_0906	
NC_013967.1	RefSeq	gene	824054	825817	CDS	-	HVO_RS09045	HVO_0907	
NC_013967.1	RefSeq	gene	825916	826275	CDS	-	HVO_RS09050	HVO_0908	
NC_013967.1	RefSeq	gene	826378	826743	CDS	-	HVO_RS09055	HVO_0909	
NC_013967.1	RefSeq	gene	826789	826992	CDS	-	HVO_RS09060	HVO_0910	
NC_013967.1	RefSeq	gene	827150	828259	CDS	+	HVO_RS09065	HVO_0911	
NC_013967.1	RefSeq	gene	828256	828747	CDS	+	HVO_RS09070	HVO_0912	
NC_013967.1	RefSeq	gene	828791	830233	CDS	-	HVO_RS09075	HVO_0913	
NC_013967.1	RefSeq	gene	830369	831148	CDS	+	HVO_RS09080	HVO_0914	
NC_013967.1	RefSeq	gene	831303	832214	CDS	+	HVO_RS09085	HVO_0915	
NC_013967.1	RefSeq	gene	832235	833044	CDS	-	HVO_RS09090	HVO_0916	
NC_013967.1	RefSeq	gene	833161	833736	CDS	+	HVO_RS09095	HVO_0917	
NC_013967.1	RefSeq	gene	833824	834033	CDS	+	HVO_RS09100	HVO_0918	
NC_013967.1	RefSeq	gene	834343	834786	CDS	+	HVO_RS09105	HVO_0920	
NC_013967.1	RefSeq	gene	834841	835320	CDS	-	HVO_RS09110	HVO_0921	
NC_013967.1	RefSeq	pseudogene	835405	836572	CDS	+	HVO_RS09115	HVO_0922	
NC_013967.1	RefSeq	gene	836669	838021	CDS	+	HVO_RS09120	HVO_0924	
NC_013967.1	RefSeq	gene	838421	838684	CDS	+	HVO_RS09125	HVO_0925	
NC_013967.1	RefSeq	gene	838824	839990	CDS	-	HVO_RS09130	HVO_0926	
NC_013967.1	RefSeq	gene	841078	842064	CDS	-	HVO_RS09145	HVO_0929	
NC_013967.1	RefSeq	gene	842405	842875	CDS	-	HVO_RS09150	HVO_0930	
NC_013967.1	RefSeq	gene	843073	843501	CDS	+	HVO_RS09155	HVO_0931	
NC_013967.1	RefSeq	gene	843545	843985	CDS	-	HVO_RS09160	HVO_0932	
NC_013967.1	RefSeq	gene	844755	847604	CDS	-	HVO_RS09170	HVO_0933	
NC_013967.1	RefSeq	gene	844064	844780	CDS	+	HVO_RS09165	HVO_0934	
NC_013967.1	RefSeq	gene	847700	849742	CDS	+	HVO_RS09175	HVO_0935	
NC_013967.1	RefSeq	gene	849735	850499	CDS	+	HVO_RS09180	HVO_0936	
NC_013967.1	RefSeq	gene	850537	850977	CDS	-	HVO_RS09185	HVO_0937	
NC_013967.1	RefSeq	gene	851051	851527	CDS	-	HVO_RS09190	HVO_0938	
NC_013967.1	RefSeq	gene	851558	851878	CDS	-	HVO_RS09195	HVO_0939	
NC_013967.1	RefSeq	gene	851945	854425	CDS	-	HVO_RS09200	HVO_0940	
NC_013967.1	RefSeq	gene	854428	855222	CDS	-	HVO_RS09205	HVO_0941	
NC_013967.1	RefSeq	gene	855224	855442	CDS	-	HVO_RS09210	HVO_0942	
NC_013967.1	RefSeq	gene	855608	855835	CDS	+	HVO_RS09215	HVO_0943	
NC_013967.1	RefSeq	gene	855836	856375	CDS	+	HVO_RS09220	HVO_0944	
NC_013967.1	RefSeq	gene	856375	858144	CDS	+	HVO_RS09225	HVO_0945	
NC_013967.1	RefSeq	gene	858141	858335	CDS	+	HVO_RS09230	HVO_0946	
NC_013967.1	RefSeq	gene	858517	858738	CDS	+	HVO_RS09235	HVO_0947	
NC_013967.1	RefSeq	gene	858873	859304	CDS	+	HVO_RS09240	HVO_0948	
NC_013967.1	RefSeq	gene	859328	859729	CDS	-	HVO_RS09245	HVO_0949	
NC_013967.1	RefSeq	gene	859880	860539	CDS	+	HVO_RS09250	HVO_0950	
NC_013967.1	RefSeq	gene	860652	861653	CDS	-	HVO_RS09255	HVO_0951	
NC_013967.1	RefSeq	gene	861842	862537	CDS	-	HVO_RS09260	HVO_0952	
NC_013967.1	RefSeq	gene	862560	864398	CDS	-	HVO_RS09265	HVO_0953	
NC_013967.1	RefSeq	gene	864395	864859	CDS	-	HVO_RS09270	HVO_0954	
NC_013967.1	RefSeq	gene	864943	865719	CDS	-	HVO_RS09275	HVO_0955	
NC_013967.1	RefSeq	gene	865710	866747	CDS	-	HVO_RS09280	HVO_0956	
NC_013967.1	RefSeq	gene	866744	866869	CDS	-		HVO_0957	
NC_013967.1	RefSeq	gene	866976	867422	CDS	-	HVO_RS09285	HVO_0958	
NC_013967.1	RefSeq	gene	867536	868222	CDS	-	HVO_RS09290	HVO_0959	
NC_013967.1	RefSeq	gene	868340	869185	CDS	+	HVO_RS09295	HVO_0960	
NC_013967.1	RefSeq	gene	869187	869798	CDS	+	HVO_RS09300	HVO_0961	
NC_013967.1	RefSeq	gene	869825	870199	CDS	+	HVO_RS09305	HVO_0962	
NC_013967.1	RefSeq	gene	870199	870492	CDS	+	HVO_RS09310	HVO_0963	
NC_013967.1	RefSeq	gene	870707	871132	CDS	+	HVO_RS09315	HVO_0964	
NC_013967.1	RefSeq	gene	871193	872671	CDS	+	HVO_RS09320	HVO_0965	
NC_013967.1	RefSeq	gene	872721	873692	CDS	+	HVO_RS09325	HVO_0966	
NC_013967.1	RefSeq	gene	873723	874385	CDS	-	HVO_RS09330	HVO_0967	
NC_013967.1	RefSeq	gene	874483	876177	CDS	+	HVO_RS09335	HVO_0968	
NC_013967.1	RefSeq	gene	876217	879165	CDS	-	HVO_RS09340	HVO_0969	
NC_013967.1	RefSeq	gene	879448	880692	CDS	-	HVO_RS09345	HVO_0970	
NC_013967.1	RefSeq	gene	880821	882740	CDS	-	HVO_RS09350	HVO_0971	
NC_013967.1	RefSeq	gene	882969	883490	CDS	-	HVO_RS09355	HVO_0972	
NC_013967.1	RefSeq	gene	883706	884860	CDS	-	HVO_RS09360	HVO_0973	
NC_013967.1	RefSeq	gene	884857	885261	CDS	-	HVO_RS09365	HVO_0974	
NC_013967.1	RefSeq	gene	885369	887117	CDS	+	HVO_RS09370	HVO_0975	
NC_013967.1	RefSeq	gene	887289	888434	CDS	+	HVO_RS09375	HVO_0976	
NC_013967.1	RefSeq	gene	888441	889052	CDS	+	HVO_RS09380	HVO_0977	
NC_013967.1	RefSeq	gene	889252	889668	CDS	+	HVO_RS09385	HVO_0978	
NC_013967.1	RefSeq	gene	889665	890366	CDS	+	HVO_RS09390	HVO_0979	
NC_013967.1	RefSeq	gene	890363	892036	CDS	+	HVO_RS09395	HVO_0980	
NC_013967.1	RefSeq	gene	892036	893085	CDS	+	HVO_RS09400	HVO_0981	
NC_013967.1	RefSeq	gene	893082	893543	CDS	+	HVO_RS09405	HVO_0982	
NC_013967.1	RefSeq	gene	893649	893909	CDS	+	HVO_RS09410	HVO_0983	
NC_013967.1	RefSeq	gene	893906	894274	CDS	+	HVO_RS09415	HVO_0984	
NC_013967.1	RefSeq	gene	894274	894576	CDS	+	HVO_RS09420	HVO_0985	
NC_013967.1	RefSeq	gene	894580	896616	CDS	+	HVO_RS09425	HVO_0986	
NC_013967.1	RefSeq	gene	896613	898142	CDS	+	HVO_RS09430	HVO_0987	
NC_013967.1	RefSeq	gene	898143	899663	CDS	+	HVO_RS09435	HVO_0988	
NC_013967.1	RefSeq	gene	899702	900082	CDS	-	HVO_RS09440	HVO_0989	
NC_013967.1	RefSeq	gene	900172	901632	CDS	+	HVO_RS09445	HVO_0990	
NC_013967.1	RefSeq	gene	901676	902458	CDS	+	HVO_RS09450	HVO_0991	
NC_013967.1	RefSeq	gene	902466	902693	CDS	-	HVO_RS09455	HVO_0992	
NC_013967.1	RefSeq	gene	902996	904309	CDS	+	HVO_RS09460	HVO_0994	
NC_013967.1	RefSeq	gene	904367	905404	CDS	-	HVO_RS09465	HVO_0995	
NC_013967.1	RefSeq	gene	905599	906702	CDS	+	HVO_RS09470	HVO_0996	
NC_013967.1	RefSeq	gene	906798	907904	CDS	+	HVO_RS09475	HVO_0997	
NC_013967.1	RefSeq	gene	907962	908150	CDS	+	HVO_RS09480	HVO_0998	
NC_013967.1	RefSeq	gene	908202	909338	CDS	-	HVO_RS09485	HVO_0999	
NC_013967.1	RefSeq	gene	909365	911458	CDS	-	HVO_RS09490	HVO_1000	
NC_013967.1	RefSeq	gene	911666	911926	CDS	+	HVO_RS09495	HVO_1001	
NC_013967.1	RefSeq	gene	912137	912889	CDS	+	HVO_RS09500	HVO_1002	
NC_013967.1	RefSeq	gene	913053	913850	CDS	+	HVO_RS09505	HVO_1003	
NC_013967.1	RefSeq	gene	913947	914231	CDS	-	HVO_RS09510	HVO_1004	
NC_013967.1	RefSeq	gene	914365	915120	CDS	-	HVO_RS09515	HVO_1005	
NC_013967.1	RefSeq	gene	915117	916070	CDS	-	HVO_RS09520	HVO_1006	
NC_013967.1	RefSeq	gene	916212	917606	CDS	+	HVO_RS09525	HVO_1007	
NC_013967.1	RefSeq	gene	917640	918638	CDS	-	HVO_RS09530	HVO_1008	
NC_013967.1	RefSeq	gene	918994	920016	CDS	+	HVO_RS09540	HVO_1009	
NC_013967.1	RefSeq	gene	920072	920476	CDS	-	HVO_RS09545	HVO_1010	
NC_013967.1	RefSeq	gene	920489	920722	CDS	-	HVO_RS09550	HVO_1011	
NC_013967.1	RefSeq	gene	920789	921448	CDS	-	HVO_RS09555	HVO_1012	
NC_013967.1	RefSeq	gene	921476	922882	CDS	-	HVO_RS09560	HVO_1013	
NC_013967.1	RefSeq	gene	923045	923803	CDS	+	HVO_RS09565	HVO_1014	
NC_013967.1	RefSeq	gene	923927	924355	CDS	-	HVO_RS09570	HVO_1015	
NC_013967.1	RefSeq	gene	924352	924837	CDS	-	HVO_RS09575	HVO_1016	
NC_013967.1	RefSeq	gene	924940	925794	CDS	+	HVO_RS09580	HVO_1017	
NC_013967.1	RefSeq	gene	925901	927802	CDS	+	HVO_RS09585	HVO_1018	
NC_013967.1	RefSeq	gene	927833	929494	CDS	-	HVO_RS09590	HVO_1019	
NC_013967.1	RefSeq	gene	929621	930880	CDS	-	HVO_RS09595	HVO_1020	
NC_013967.1	RefSeq	gene	930999	931763	CDS	+	HVO_RS09600	HVO_1021	
NC_013967.1	RefSeq	gene	931827	932915	CDS	+	HVO_RS09605	HVO_1022	
NC_013967.1	RefSeq	gene	933017	933832	CDS	+	HVO_RS09610	HVO_1023	
NC_013967.1	RefSeq	gene	933893	934270	CDS	-	HVO_RS09615	HVO_1024	
NC_013967.1	RefSeq	gene	934270	935421	CDS	-	HVO_RS09620	HVO_1025	
NC_013967.1	RefSeq	gene	935515	935928	CDS	+	HVO_RS09625	HVO_1026	
NC_013967.1	RefSeq	gene	936539	936811	CDS	-	HVO_RS09630	HVO_1027	
NC_013967.1	RefSeq	gene	936980	937750	CDS	-	HVO_RS09635	HVO_1028	
NC_013967.1	RefSeq	gene	938112	939368	CDS	-	HVO_RS09645	HVO_1030	
NC_013967.1	RefSeq	gene	939491	940519	CDS	-	HVO_RS09650	HVO_1031	
NC_013967.1	RefSeq	gene	940639	941292	CDS	-	HVO_RS09655	HVO_1032	
NC_013967.1	RefSeq	gene	941377	943500	CDS	-	HVO_RS09660	HVO_1033	
NC_013967.1	RefSeq	gene	943502	945196	CDS	-	HVO_RS09665	HVO_1034	
NC_013967.1	RefSeq	gene	945296	945793	CDS	-	HVO_RS09670	HVO_1035	
NC_013967.1	RefSeq	gene	945888	946256	CDS	-	HVO_RS09675	HVO_1036	
NC_013967.1	RefSeq	gene	946398	946871	CDS	+	HVO_RS09680	HVO_1037	
NC_013967.1	RefSeq	gene	947001	947627	CDS	+	HVO_RS09685	HVO_1038	
NC_013967.1	RefSeq	gene	948031	948606	CDS	-	HVO_RS09690	HVO_1039	
NC_013967.1	RefSeq	gene	948679	949818	CDS	-	HVO_RS09695	HVO_1040	
NC_013967.1	RefSeq	gene	949985	950983	CDS	+	HVO_RS09700	HVO_1041	
NC_013967.1	RefSeq	gene	951010	951300	CDS	+	HVO_RS09705	HVO_1042	
NC_013967.1	RefSeq	gene	951364	951924	CDS	-	HVO_RS09710	HVO_1043	
NC_013967.1	RefSeq	gene	952064	952876	CDS	-	HVO_RS09715	HVO_1044	
NC_013967.1	RefSeq	gene	953332	953499	CDS	+		HVO_1046	
NC_013967.1	RefSeq	gene	953595	954566	CDS	+	HVO_RS09720	HVO_1047	
NC_013967.1	RefSeq	gene	954615	956723	CDS	-	HVO_RS09725	HVO_1048	
NC_013967.1	RefSeq	gene	956966	957649	CDS	+	HVO_RS09730	HVO_1049	
NC_013967.1	RefSeq	gene	957649	958740	CDS	+	HVO_RS09735	HVO_1050	
NC_013967.1	RefSeq	gene	958762	959244	CDS	-	HVO_RS09740	HVO_1051	
NC_013967.1	RefSeq	gene	959346	960344	CDS	-	HVO_RS09745	HVO_1052	
NC_013967.1	RefSeq	gene	960564	960842	CDS	+	HVO_RS09750	HVO_1053	
NC_013967.1	RefSeq	gene	960843	962114	CDS	+	HVO_RS09755	HVO_1054	
NC_013967.1	RefSeq	gene	962244	962924	CDS	+	HVO_RS09760	HVO_1055	
NC_013967.1	RefSeq	gene	962924	964585	CDS	+	HVO_RS09765	HVO_1056	
NC_013967.1	RefSeq	gene	964613	966217	CDS	-	HVO_RS09770	HVO_1057	
NC_013967.1	RefSeq	gene	966335	967672	CDS	-	HVO_RS09775	HVO_1058	
NC_013967.1	RefSeq	gene	967758	968300	CDS	-	HVO_RS09780	HVO_1059	
NC_013967.1	RefSeq	gene	968419	969378	CDS	+	HVO_RS09785	HVO_1060	
NC_013967.1	RefSeq	gene	969459	970238	CDS	+	HVO_RS09790	HVO_1061	
NC_013967.1	RefSeq	gene	970333	971493	CDS	+	HVO_RS09795	HVO_1062	
NC_013967.1	RefSeq	gene	971509	971904	CDS	-	HVO_RS09800	HVO_1063	
NC_013967.1	RefSeq	gene	971901	972194	CDS	-	HVO_RS09805	HVO_1064	
NC_013967.1	RefSeq	gene	972187	972789	CDS	-	HVO_RS09810	HVO_1065	
NC_013967.1	RefSeq	gene	972789	974486	CDS	-	HVO_RS09815	HVO_1066	
NC_013967.1	RefSeq	gene	974483	974824	CDS	-	HVO_RS09820	HVO_1067	
NC_013967.1	RefSeq	gene	974821	975294	CDS	-	HVO_RS09825	HVO_1068	
NC_013967.1	RefSeq	gene	975291	977696	CDS	-	HVO_RS09830	HVO_1069	
NC_013967.1	RefSeq	gene	977936	978274	CDS	+	HVO_RS09835	HVO_1070	
NC_013967.1	RefSeq	gene	978529	978930	CDS	+	HVO_RS09840	HVO_1071	
NC_013967.1	RefSeq	gene	979089	979655	CDS	+	HVO_RS09845	HVO_1072	
NC_013967.1	RefSeq	gene	979756	980430	CDS	+	HVO_RS09850	HVO_1073	
NC_013967.1	RefSeq	gene	980512	981357	CDS	+	HVO_RS09855	HVO_1074	
NC_013967.1	RefSeq	gene	981367	981666	CDS	-	HVO_RS09860	HVO_1075	
NC_013967.1	RefSeq	gene	981781	982749	CDS	+	HVO_RS09865	HVO_1076	
NC_013967.1	RefSeq	gene	982791	983513	CDS	-	HVO_RS09870	HVO_1077	
NC_013967.1	RefSeq	pseudogene	983588	984540	CDS	-	HVO_RS09875	HVO_1078	
NC_013967.1	RefSeq	gene	984665	985642	CDS	-	HVO_RS09880	HVO_1079	
NC_013967.1	RefSeq	gene	985780	986346	CDS	-	HVO_RS09885	HVO_1080	
NC_013967.1	RefSeq	gene	986514	986858	CDS	-	HVO_RS09890	HVO_1081	
NC_013967.1	RefSeq	gene	986942	987574	CDS	-	HVO_RS09895	HVO_1082	
NC_013967.1	RefSeq	gene	987571	988644	CDS	-	HVO_RS09900	HVO_1083	
NC_013967.1	RefSeq	gene	988974	990365	CDS	-	HVO_RS09905	HVO_1084	
NC_013967.1	RefSeq	gene	990555	992132	CDS	+	HVO_RS09910	HVO_1085	
NC_013967.1	RefSeq	gene	992246	993001	CDS	+	HVO_RS09915	HVO_1086	
NC_013967.1	RefSeq	gene	993047	993472	CDS	+	HVO_RS09920	HVO_1087	
NC_013967.1	RefSeq	gene	993598	996114	CDS	+	HVO_RS09925	HVO_1088	
NC_013967.1	RefSeq	gene	996181	996933	CDS	+	HVO_RS09930	HVO_1089	
NC_013967.1	RefSeq	gene	996959	997312	CDS	+	HVO_RS09935	HVO_1090	
NC_013967.1	RefSeq	gene	997547	998305	CDS	-	HVO_RS09940	HVO_1091	
NC_013967.1	RefSeq	gene	998312	998791	CDS	-	HVO_RS09945	HVO_1092	
NC_013967.1	RefSeq	gene	998801	999427	CDS	-	HVO_RS09950	HVO_1093	
NC_013967.1	RefSeq	gene	999411	1000106	CDS	-	HVO_RS09955	HVO_1094	
NC_013967.1	RefSeq	gene	1000245	1000799	CDS	-	HVO_RS09960	HVO_1095	
NC_013967.1	RefSeq	gene	1000850	1001947	CDS	-	HVO_RS09965	HVO_1096	
NC_013967.1	RefSeq	gene	1001944	1002810	CDS	-	HVO_RS09970	HVO_1097	
NC_013967.1	RefSeq	gene	1002831	1004078	CDS	-	HVO_RS09975	HVO_1098	
NC_013967.1	RefSeq	gene	1004075	1004917	CDS	-	HVO_RS09980	HVO_1099	
NC_013967.1	RefSeq	gene	1004914	1005675	CDS	-	HVO_RS09985	HVO_1100	
NC_013967.1	RefSeq	gene	1005672	1006589	CDS	-	HVO_RS09990	HVO_1101	
NC_013967.1	RefSeq	gene	1006980	1007477	CDS	+	HVO_RS09995	HVO_1102	
NC_013967.1	RefSeq	gene	1007487	1008407	CDS	-	HVO_RS10000	HVO_1103	
NC_013967.1	RefSeq	gene	1008495	1008662	CDS	-		HVO_1104	
NC_013967.1	RefSeq	gene	1008781	1009260	CDS	+	HVO_RS10005	HVO_1105	
NC_013967.1	RefSeq	gene	1009657	1010955	CDS	-	HVO_RS10010	HVO_1106	
NC_013967.1	RefSeq	gene	1011599	1012627	CDS	-	HVO_RS10020	HVO_1107	
NC_013967.1	RefSeq	gene	1012676	1012900	CDS	-	HVO_RS10025	HVO_1108	
NC_013967.1	RefSeq	gene	1012900	1013178	CDS	-	HVO_RS10030	HVO_1109	
NC_013967.1	RefSeq	gene	1013275	1014423	CDS	-	HVO_RS10035	HVO_1110	
NC_013967.1	RefSeq	gene	1014484	1015578	CDS	+	HVO_RS10040	HVO_1111	
NC_013967.1	RefSeq	gene	1015575	1017005	CDS	+	HVO_RS10045	HVO_1112	
NC_013967.1	RefSeq	gene	1017090	1018259	CDS	+	HVO_RS10050	HVO_1113	
NC_013967.1	RefSeq	gene	1018346	1019044	CDS	+	HVO_RS10055	HVO_1114	
NC_013967.1	RefSeq	gene	1019071	1019271	CDS	-	HVO_RS10060	HVO_1115	
NC_013967.1	RefSeq	gene	1019271	1019618	CDS	-	HVO_RS10065	HVO_1116	
NC_013967.1	RefSeq	gene	1019803	1020444	CDS	+	HVO_RS10070	HVO_1117	
NC_013967.1	RefSeq	gene	1020539	1020673	CDS	+		HVO_1118	
NC_013967.1	RefSeq	gene	1020707	1021228	CDS	-	HVO_RS10075	HVO_1119	
NC_013967.1	RefSeq	gene	1021329	1021658	CDS	+	HVO_RS10080	HVO_1120	
NC_013967.1	RefSeq	gene	1021655	1022863	CDS	+	HVO_RS10085	HVO_1121	
NC_013967.1	RefSeq	gene	1022943	1023128	CDS	+	HVO_RS10090	HVO_1122	
NC_013967.1	RefSeq	gene	1023195	1024244	CDS	-	HVO_RS10095	HVO_1123	
NC_013967.1	RefSeq	gene	1024386	1024670	CDS	+	HVO_RS10100	HVO_1124	
NC_013967.1	RefSeq	gene	1024689	1026173	CDS	-	HVO_RS10105	HVO_1125	
NC_013967.1	RefSeq	gene	1026290	1028068	CDS	-	HVO_RS10110	HVO_1126	
NC_013967.1	RefSeq	gene	1028135	1028629	CDS	-	HVO_RS10115	HVO_1127	
NC_013967.1	RefSeq	gene	1028819	1029697	CDS	+	HVO_RS10120	HVO_1128	
NC_013967.1	RefSeq	gene	1029697	1030869	CDS	+	HVO_RS10125	HVO_1129	
NC_013967.1	RefSeq	gene	1030927	1031508	CDS	-	HVO_RS10130	HVO_1130	
NC_013967.1	RefSeq	gene	1031564	1031749	CDS	-	HVO_RS10135	HVO_1131	
NC_013967.1	RefSeq	gene	1031858	1033189	CDS	-	HVO_RS10140	HVO_1132	
