id	source	region	left	right	feature	strand	new_locus	old_locus
NC_013967.1	RefSeq	gene	730369	731442		-	HVO_RS08590	HVO_0811
NC_013967.1	RefSeq	gene	731572	733857		-	HVO_RS08595	HVO_0812
NC_013967.1	RefSeq	gene	733975	734223		-	HVO_RS08600	HVO_0813
NC_013967.1	RefSeq	gene	734301	734900		+	HVO_RS08605	HVO_0814
NC_013967.1	RefSeq	gene	734938	735717		-	HVO_RS08610	HVO_0815
NC_013967.1	RefSeq	gene	735848	736540		+	HVO_RS08615	HVO_0816
NC_013967.1	RefSeq	gene	736584	737861		-	HVO_RS08620	HVO_0817
NC_013967.1	RefSeq	gene	737956	739125		+	HVO_RS08625	HVO_0818
NC_013967.1	RefSeq	gene	739212	739907		+	HVO_RS08630	HVO_0819
NC_013967.1	RefSeq	gene	739904	740605		+	HVO_RS08635	HVO_0820
NC_013967.1	RefSeq	gene	740728	741375		+	HVO_RS08640	HVO_0821
NC_013967.1	RefSeq	gene	741511	742557		+	HVO_RS08645	HVO_0822
NC_013967.1	RefSeq	gene	742827	743468		+	HVO_RS08650	HVO_0823
NC_013967.1	RefSeq	gene	743574	744632		+	HVO_RS08655	HVO_0824
NC_013967.1	RefSeq	gene	744741	745364		-	HVO_RS08660	HVO_0825
NC_013967.1	RefSeq	gene	745509	746555		-	HVO_RS08665	HVO_0826
NC_013967.1	RefSeq	gene	746707	746964		+	HVO_RS08670	HVO_0827
NC_013967.1	RefSeq	gene	746978	747700		+	HVO_RS08675	HVO_0828
NC_013967.1	RefSeq	gene	747740	749566		+	HVO_RS08680	HVO_0829
NC_013967.1	RefSeq	gene	749624	750043		+	HVO_RS08685	HVO_0830
NC_013967.1	RefSeq	gene	750046	751158		+	HVO_RS08690	HVO_0831
NC_013967.1	RefSeq	gene	751246	752172		+	HVO_RS08695	HVO_0832
NC_013967.1	RefSeq	gene	752204	752347		+		HVO_0833
NC_013967.1	RefSeq	gene	752362	752742		-	HVO_RS08700	HVO_0834
NC_013967.1	RefSeq	gene	752739	753905		-	HVO_RS08705	HVO_0835
NC_013967.1	RefSeq	gene	754108	755415		+	HVO_RS08710	HVO_0836
NC_013967.1	RefSeq	gene	755559	756290		+	HVO_RS08715	HVO_0837
NC_013967.1	RefSeq	gene	756402	756845		-	HVO_RS08720	HVO_0838
NC_013967.1	RefSeq	gene	756983	757264		-	HVO_RS08725	HVO_0839
NC_013967.1	RefSeq	gene	757257	757646		-	HVO_RS08730	HVO_0840
NC_013967.1	RefSeq	gene	757686	758450		-	HVO_RS08735	HVO_0841
NC_013967.1	RefSeq	gene	758461	759255		-	HVO_RS08740	HVO_0842
NC_013967.1	RefSeq	gene	759259	759648		-	HVO_RS08745	HVO_0843
NC_013967.1	RefSeq	gene	759648	760286		-	HVO_RS08750	HVO_0844
NC_013967.1	RefSeq	gene	760372	761202		-	HVO_RS08755	HVO_0845
NC_013967.1	RefSeq	gene	761446	761928		+	HVO_RS08760	HVO_0847
NC_013967.1	RefSeq	gene	761929	762612		-	HVO_RS08765	HVO_0848
NC_013967.1	RefSeq	gene	762725	762859		+		HVO_0849
NC_013967.1	RefSeq	gene	762939	764156		-	HVO_RS08770	HVO_0850
NC_013967.1	RefSeq	gene	764594	764980		-	HVO_RS08780	HVO_0851
NC_013967.1	RefSeq	gene	764328	764597		+	HVO_RS08775	HVO_0852
NC_013967.1	RefSeq	gene	765034	766359		+	HVO_RS08785	HVO_0853
NC_013967.1	RefSeq	gene	766356	769037		+	HVO_RS08790	HVO_0854
NC_013967.1	RefSeq	gene	769063	769500		-	HVO_RS08795	HVO_0855
NC_013967.1	RefSeq	gene	769528	770085		-	HVO_RS08800	HVO_0856
NC_013967.1	RefSeq	gene	770134	770319		-	HVO_RS08805	HVO_0857
NC_013967.1	RefSeq	gene	770425	774432		+	HVO_RS08810	HVO_0858
NC_013967.1	RefSeq	gene	774651	775556		+	HVO_RS08815	HVO_0859
NC_013967.1	RefSeq	gene	775569	776999		+	HVO_RS08820	HVO_0860
NC_013967.1	RefSeq	gene	777003	778211		+	HVO_RS08825	HVO_0861
NC_013967.1	RefSeq	gene	778355	778846		+	HVO_RS08830	HVO_0862
NC_013967.1	RefSeq	gene	778851	779303		+	HVO_RS08835	HVO_0863
NC_013967.1	RefSeq	gene	779373	780371		-	HVO_RS08840	HVO_0864
NC_013967.1	RefSeq	pseudogene	780436	781164		+	HVO_RS20120	HVO_0864A
NC_013967.1	RefSeq	gene	781408	782166		+	HVO_RS08850	HVO_0865
NC_013967.1	RefSeq	gene	782201	782935		-	HVO_RS08855	HVO_0866
NC_013967.1	RefSeq	gene	783131	783823		+	HVO_RS08860	HVO_0867
NC_013967.1	RefSeq	gene	783867	784856		-	HVO_RS08865	HVO_0868
NC_013967.1	RefSeq	gene	784965	789500		-	HVO_RS08870	HVO_0869
NC_013967.1	RefSeq	gene	789658	791124		-	HVO_RS08875	HVO_0870
NC_013967.1	RefSeq	gene	791288	791674		+	HVO_RS08880	HVO_0871
NC_013967.1	RefSeq	gene	791827	792306		-	HVO_RS08885	HVO_0873
NC_013967.1	RefSeq	gene	792555	794477		+	HVO_RS08890	HVO_0874
NC_013967.1	RefSeq	gene	794549	794959		+	HVO_RS08895	HVO_0875
NC_013967.1	RefSeq	gene	795023	795406		+	HVO_RS08900	HVO_0876
NC_013967.1	RefSeq	gene	795543	795974		+	HVO_RS08905	HVO_0877
NC_013967.1	RefSeq	gene	795975	796781		-	HVO_RS08910	HVO_0878
NC_013967.1	RefSeq	gene	796851	797276		-	HVO_RS08915	HVO_0879
NC_013967.1	RefSeq	gene	797576	798499		+	HVO_RS08920	HVO_0880
NC_013967.1	RefSeq	gene	798590	799591		+	HVO_RS08925	HVO_0881
NC_013967.1	RefSeq	gene	799635	800771		+	HVO_RS08930	HVO_0882
NC_013967.1	RefSeq	gene	800808	800999		-	HVO_RS08935	HVO_0883
NC_013967.1	RefSeq	gene	801088	801870		-	HVO_RS08940	HVO_0884
NC_013967.1	RefSeq	gene	802107	802304		+	HVO_RS08945	HVO_0885
NC_013967.1	RefSeq	gene	802517	803380		-	HVO_RS08950	HVO_0887
NC_013967.1	RefSeq	gene	803377	805137		-	HVO_RS08955	HVO_0888
NC_013967.1	RefSeq	gene	805444	806088		+	HVO_RS08960	HVO_0889
NC_013967.1	RefSeq	gene	806141	806962		-	HVO_RS08965	HVO_0890
NC_013967.1	RefSeq	gene	806959	807810		-	HVO_RS08970	HVO_0891
NC_013967.1	RefSeq	gene	807803	809728		-	HVO_RS08975	HVO_0892
NC_013967.1	RefSeq	gene	809951	811651		+	HVO_RS08980	HVO_0893
NC_013967.1	RefSeq	gene	811838	813826		+	HVO_RS08985	HVO_0894
NC_013967.1	RefSeq	gene	813856	814101		-	HVO_RS08990	HVO_0895
NC_013967.1	RefSeq	gene	814278	815900		+	HVO_RS08995	HVO_0896
NC_013967.1	RefSeq	gene	815984	816592		-	HVO_RS09000	HVO_0897
NC_013967.1	RefSeq	gene	817268	818482		+	HVO_RS09005	HVO_0899
NC_013967.1	RefSeq	gene	818606	819574		+	HVO_RS09010	HVO_0900
NC_013967.1	RefSeq	gene	819571	820752		+	HVO_RS09015	HVO_0901
NC_013967.1	RefSeq	gene	820749	821507		+	HVO_RS09020	HVO_0902
NC_013967.1	RefSeq	gene	821504	822247		+	HVO_RS09025	HVO_0903
NC_013967.1	RefSeq	gene	822927	823331		-	HVO_RS09035	HVO_0904
NC_013967.1	RefSeq	gene	822250	822930		+	HVO_RS09030	HVO_0905
NC_013967.1	RefSeq	gene	823386	823640		-	HVO_RS09040	HVO_0906
NC_013967.1	RefSeq	gene	824054	825817		-	HVO_RS09045	HVO_0907
NC_013967.1	RefSeq	gene	825916	826275		-	HVO_RS09050	HVO_0908
NC_013967.1	RefSeq	gene	826378	826743		-	HVO_RS09055	HVO_0909
NC_013967.1	RefSeq	gene	826789	826992		-	HVO_RS09060	HVO_0910
NC_013967.1	RefSeq	gene	827150	828259		+	HVO_RS09065	HVO_0911
NC_013967.1	RefSeq	gene	828256	828747		+	HVO_RS09070	HVO_0912
NC_013967.1	RefSeq	gene	828791	830233		-	HVO_RS09075	HVO_0913
NC_013967.1	RefSeq	gene	830369	831148		+	HVO_RS09080	HVO_0914
NC_013967.1	RefSeq	gene	831303	832214		+	HVO_RS09085	HVO_0915
NC_013967.1	RefSeq	gene	832235	833044		-	HVO_RS09090	HVO_0916
NC_013967.1	RefSeq	gene	833161	833736		+	HVO_RS09095	HVO_0917
NC_013967.1	RefSeq	gene	833824	834033		+	HVO_RS09100	HVO_0918
NC_013967.1	RefSeq	gene	834343	834786		+	HVO_RS09105	HVO_0920
NC_013967.1	RefSeq	gene	834841	835320		-	HVO_RS09110	HVO_0921
NC_013967.1	RefSeq	pseudogene	835405	836572		+	HVO_RS09115	HVO_0922
NC_013967.1	RefSeq	gene	836669	838021		+	HVO_RS09120	HVO_0924
NC_013967.1	RefSeq	gene	838421	838684		+	HVO_RS09125	HVO_0925
NC_013967.1	RefSeq	gene	838824	839990		-	HVO_RS09130	HVO_0926
NC_013967.1	RefSeq	gene	841078	842064		-	HVO_RS09145	HVO_0929
NC_013967.1	RefSeq	gene	842405	842875		-	HVO_RS09150	HVO_0930
NC_013967.1	RefSeq	gene	843073	843501		+	HVO_RS09155	HVO_0931
NC_013967.1	RefSeq	gene	843545	843985		-	HVO_RS09160	HVO_0932
NC_013967.1	RefSeq	gene	844755	847604		-	HVO_RS09170	HVO_0933
NC_013967.1	RefSeq	gene	844064	844780		+	HVO_RS09165	HVO_0934
NC_013967.1	RefSeq	gene	847700	849742		+	HVO_RS09175	HVO_0935
NC_013967.1	RefSeq	gene	849735	850499		+	HVO_RS09180	HVO_0936
NC_013967.1	RefSeq	gene	850537	850977		-	HVO_RS09185	HVO_0937
NC_013967.1	RefSeq	gene	851051	851527		-	HVO_RS09190	HVO_0938
NC_013967.1	RefSeq	gene	851558	851878		-	HVO_RS09195	HVO_0939
NC_013967.1	RefSeq	gene	851945	854425		-	HVO_RS09200	HVO_0940
NC_013967.1	RefSeq	gene	854428	855222		-	HVO_RS09205	HVO_0941
NC_013967.1	RefSeq	gene	855224	855442		-	HVO_RS09210	HVO_0942
NC_013967.1	RefSeq	gene	855608	855835		+	HVO_RS09215	HVO_0943
NC_013967.1	RefSeq	gene	855836	856375		+	HVO_RS09220	HVO_0944
NC_013967.1	RefSeq	gene	856375	858144		+	HVO_RS09225	HVO_0945
NC_013967.1	RefSeq	gene	858141	858335		+	HVO_RS09230	HVO_0946
NC_013967.1	RefSeq	gene	858517	858738		+	HVO_RS09235	HVO_0947
NC_013967.1	RefSeq	gene	858873	859304		+	HVO_RS09240	HVO_0948
NC_013967.1	RefSeq	gene	859328	859729		-	HVO_RS09245	HVO_0949
NC_013967.1	RefSeq	gene	859880	860539		+	HVO_RS09250	HVO_0950
NC_013967.1	RefSeq	gene	860652	861653		-	HVO_RS09255	HVO_0951
NC_013967.1	RefSeq	gene	861842	862537		-	HVO_RS09260	HVO_0952
NC_013967.1	RefSeq	gene	862560	864398		-	HVO_RS09265	HVO_0953
NC_013967.1	RefSeq	gene	864395	864859		-	HVO_RS09270	HVO_0954
NC_013967.1	RefSeq	gene	864943	865719		-	HVO_RS09275	HVO_0955
NC_013967.1	RefSeq	gene	865710	866747		-	HVO_RS09280	HVO_0956
NC_013967.1	RefSeq	gene	866744	866869		-		HVO_0957
NC_013967.1	RefSeq	gene	866976	867422		-	HVO_RS09285	HVO_0958
NC_013967.1	RefSeq	gene	867536	868222		-	HVO_RS09290	HVO_0959
NC_013967.1	RefSeq	gene	868340	869185		+	HVO_RS09295	HVO_0960
NC_013967.1	RefSeq	gene	869187	869798		+	HVO_RS09300	HVO_0961
NC_013967.1	RefSeq	gene	869825	870199		+	HVO_RS09305	HVO_0962
NC_013967.1	RefSeq	gene	870199	870492		+	HVO_RS09310	HVO_0963
NC_013967.1	RefSeq	gene	870707	871132		+	HVO_RS09315	HVO_0964
NC_013967.1	RefSeq	gene	871193	872671		+	HVO_RS09320	HVO_0965
NC_013967.1	RefSeq	gene	872721	873692		+	HVO_RS09325	HVO_0966
NC_013967.1	RefSeq	gene	873723	874385		-	HVO_RS09330	HVO_0967
NC_013967.1	RefSeq	gene	874483	876177		+	HVO_RS09335	HVO_0968
NC_013967.1	RefSeq	gene	876217	879165		-	HVO_RS09340	HVO_0969
NC_013967.1	RefSeq	gene	879448	880692		-	HVO_RS09345	HVO_0970
NC_013967.1	RefSeq	gene	880821	882740		-	HVO_RS09350	HVO_0971
NC_013967.1	RefSeq	gene	882969	883490		-	HVO_RS09355	HVO_0972
NC_013967.1	RefSeq	gene	883706	884860		-	HVO_RS09360	HVO_0973
NC_013967.1	RefSeq	gene	884857	885261		-	HVO_RS09365	HVO_0974
NC_013967.1	RefSeq	gene	885369	887117		+	HVO_RS09370	HVO_0975
NC_013967.1	RefSeq	gene	887289	888434		+	HVO_RS09375	HVO_0976
NC_013967.1	RefSeq	gene	888441	889052		+	HVO_RS09380	HVO_0977
NC_013967.1	RefSeq	gene	889252	889668		+	HVO_RS09385	HVO_0978
NC_013967.1	RefSeq	gene	889665	890366		+	HVO_RS09390	HVO_0979
NC_013967.1	RefSeq	gene	890363	892036		+	HVO_RS09395	HVO_0980
NC_013967.1	RefSeq	gene	892036	893085		+	HVO_RS09400	HVO_0981
NC_013967.1	RefSeq	gene	893082	893543		+	HVO_RS09405	HVO_0982
NC_013967.1	RefSeq	gene	893649	893909		+	HVO_RS09410	HVO_0983
NC_013967.1	RefSeq	gene	893906	894274		+	HVO_RS09415	HVO_0984
NC_013967.1	RefSeq	gene	894274	894576		+	HVO_RS09420	HVO_0985
NC_013967.1	RefSeq	gene	894580	896616		+	HVO_RS09425	HVO_0986
NC_013967.1	RefSeq	gene	896613	898142		+	HVO_RS09430	HVO_0987
NC_013967.1	RefSeq	gene	898143	899663		+	HVO_RS09435	HVO_0988
NC_013967.1	RefSeq	gene	899702	900082		-	HVO_RS09440	HVO_0989
NC_013967.1	RefSeq	gene	900172	901632		+	HVO_RS09445	HVO_0990
NC_013967.1	RefSeq	gene	901676	902458		+	HVO_RS09450	HVO_0991
NC_013967.1	RefSeq	gene	902466	902693		-	HVO_RS09455	HVO_0992
NC_013967.1	RefSeq	gene	902996	904309		+	HVO_RS09460	HVO_0994
NC_013967.1	RefSeq	gene	904367	905404		-	HVO_RS09465	HVO_0995
NC_013967.1	RefSeq	gene	905599	906702		+	HVO_RS09470	HVO_0996
NC_013967.1	RefSeq	gene	906798	907904		+	HVO_RS09475	HVO_0997
NC_013967.1	RefSeq	gene	907962	908150		+	HVO_RS09480	HVO_0998
NC_013967.1	RefSeq	gene	908202	909338		-	HVO_RS09485	HVO_0999
NC_013967.1	RefSeq	gene	909365	911458		-	HVO_RS09490	HVO_1000
NC_013967.1	RefSeq	gene	911666	911926		+	HVO_RS09495	HVO_1001
NC_013967.1	RefSeq	gene	912137	912889		+	HVO_RS09500	HVO_1002
NC_013967.1	RefSeq	gene	913053	913850		+	HVO_RS09505	HVO_1003
NC_013967.1	RefSeq	gene	913947	914231		-	HVO_RS09510	HVO_1004
NC_013967.1	RefSeq	gene	914365	915120		-	HVO_RS09515	HVO_1005
NC_013967.1	RefSeq	gene	915117	916070		-	HVO_RS09520	HVO_1006
NC_013967.1	RefSeq	gene	916212	917606		+	HVO_RS09525	HVO_1007
NC_013967.1	RefSeq	gene	917640	918638		-	HVO_RS09530	HVO_1008
NC_013967.1	RefSeq	gene	918994	920016		+	HVO_RS09540	HVO_1009
NC_013967.1	RefSeq	gene	920072	920476		-	HVO_RS09545	HVO_1010
NC_013967.1	RefSeq	gene	920489	920722		-	HVO_RS09550	HVO_1011
NC_013967.1	RefSeq	gene	920789	921448		-	HVO_RS09555	HVO_1012
NC_013967.1	RefSeq	gene	921476	922882		-	HVO_RS09560	HVO_1013
NC_013967.1	RefSeq	gene	923045	923803		+	HVO_RS09565	HVO_1014
NC_013967.1	RefSeq	gene	923927	924355		-	HVO_RS09570	HVO_1015
NC_013967.1	RefSeq	gene	924352	924837		-	HVO_RS09575	HVO_1016
NC_013967.1	RefSeq	gene	924940	925794		+	HVO_RS09580	HVO_1017
NC_013967.1	RefSeq	gene	925901	927802		+	HVO_RS09585	HVO_1018
NC_013967.1	RefSeq	gene	927833	929494		-	HVO_RS09590	HVO_1019
NC_013967.1	RefSeq	gene	929621	930880		-	HVO_RS09595	HVO_1020
NC_013967.1	RefSeq	gene	930999	931763		+	HVO_RS09600	HVO_1021
NC_013967.1	RefSeq	gene	931827	932915		+	HVO_RS09605	HVO_1022
NC_013967.1	RefSeq	gene	933017	933832		+	HVO_RS09610	HVO_1023
NC_013967.1	RefSeq	gene	933893	934270		-	HVO_RS09615	HVO_1024
NC_013967.1	RefSeq	gene	934270	935421		-	HVO_RS09620	HVO_1025
NC_013967.1	RefSeq	gene	935515	935928		+	HVO_RS09625	HVO_1026
NC_013967.1	RefSeq	gene	936539	936811		-	HVO_RS09630	HVO_1027
NC_013967.1	RefSeq	gene	936980	937750		-	HVO_RS09635	HVO_1028
NC_013967.1	RefSeq	gene	938112	939368		-	HVO_RS09645	HVO_1030
NC_013967.1	RefSeq	gene	939491	940519		-	HVO_RS09650	HVO_1031
NC_013967.1	RefSeq	gene	940639	941292		-	HVO_RS09655	HVO_1032
NC_013967.1	RefSeq	gene	941377	943500		-	HVO_RS09660	HVO_1033
NC_013967.1	RefSeq	gene	943502	945196		-	HVO_RS09665	HVO_1034
NC_013967.1	RefSeq	gene	945296	945793		-	HVO_RS09670	HVO_1035
NC_013967.1	RefSeq	gene	945888	946256		-	HVO_RS09675	HVO_1036
NC_013967.1	RefSeq	gene	946398	946871		+	HVO_RS09680	HVO_1037
NC_013967.1	RefSeq	gene	947001	947627		+	HVO_RS09685	HVO_1038
NC_013967.1	RefSeq	gene	948031	948606		-	HVO_RS09690	HVO_1039
NC_013967.1	RefSeq	gene	948679	949818		-	HVO_RS09695	HVO_1040
NC_013967.1	RefSeq	gene	949985	950983		+	HVO_RS09700	HVO_1041
NC_013967.1	RefSeq	gene	951010	951300		+	HVO_RS09705	HVO_1042
NC_013967.1	RefSeq	gene	951364	951924		-	HVO_RS09710	HVO_1043
NC_013967.1	RefSeq	gene	952064	952876		-	HVO_RS09715	HVO_1044
NC_013967.1	RefSeq	gene	953332	953499		+		HVO_1046
NC_013967.1	RefSeq	gene	953595	954566		+	HVO_RS09720	HVO_1047
NC_013967.1	RefSeq	gene	954615	956723		-	HVO_RS09725	HVO_1048
NC_013967.1	RefSeq	gene	956966	957649		+	HVO_RS09730	HVO_1049
NC_013967.1	RefSeq	gene	957649	958740		+	HVO_RS09735	HVO_1050
NC_013967.1	RefSeq	gene	958762	959244		-	HVO_RS09740	HVO_1051
NC_013967.1	RefSeq	gene	959346	960344		-	HVO_RS09745	HVO_1052
NC_013967.1	RefSeq	gene	960564	960842		+	HVO_RS09750	HVO_1053
NC_013967.1	RefSeq	gene	960843	962114		+	HVO_RS09755	HVO_1054
NC_013967.1	RefSeq	gene	962244	962924		+	HVO_RS09760	HVO_1055
NC_013967.1	RefSeq	gene	962924	964585		+	HVO_RS09765	HVO_1056
NC_013967.1	RefSeq	gene	964613	966217		-	HVO_RS09770	HVO_1057
NC_013967.1	RefSeq	gene	966335	967672		-	HVO_RS09775	HVO_1058
NC_013967.1	RefSeq	gene	967758	968300		-	HVO_RS09780	HVO_1059
NC_013967.1	RefSeq	gene	968419	969378		+	HVO_RS09785	HVO_1060
NC_013967.1	RefSeq	gene	969459	970238		+	HVO_RS09790	HVO_1061
NC_013967.1	RefSeq	gene	970333	971493		+	HVO_RS09795	HVO_1062
NC_013967.1	RefSeq	gene	971509	971904		-	HVO_RS09800	HVO_1063
NC_013967.1	RefSeq	gene	971901	972194		-	HVO_RS09805	HVO_1064
NC_013967.1	RefSeq	gene	972187	972789		-	HVO_RS09810	HVO_1065
NC_013967.1	RefSeq	gene	972789	974486		-	HVO_RS09815	HVO_1066
NC_013967.1	RefSeq	gene	974483	974824		-	HVO_RS09820	HVO_1067
NC_013967.1	RefSeq	gene	974821	975294		-	HVO_RS09825	HVO_1068
NC_013967.1	RefSeq	gene	975291	977696		-	HVO_RS09830	HVO_1069
NC_013967.1	RefSeq	gene	977936	978274		+	HVO_RS09835	HVO_1070
NC_013967.1	RefSeq	gene	978529	978930		+	HVO_RS09840	HVO_1071
NC_013967.1	RefSeq	gene	979089	979655		+	HVO_RS09845	HVO_1072
NC_013967.1	RefSeq	gene	979756	980430		+	HVO_RS09850	HVO_1073
NC_013967.1	RefSeq	gene	980512	981357		+	HVO_RS09855	HVO_1074
NC_013967.1	RefSeq	gene	981367	981666		-	HVO_RS09860	HVO_1075
NC_013967.1	RefSeq	gene	981781	982749		+	HVO_RS09865	HVO_1076
NC_013967.1	RefSeq	gene	982791	983513		-	HVO_RS09870	HVO_1077
NC_013967.1	RefSeq	pseudogene	983588	984540		-	HVO_RS09875	HVO_1078
NC_013967.1	RefSeq	gene	984665	985642		-	HVO_RS09880	HVO_1079
NC_013967.1	RefSeq	gene	985780	986346		-	HVO_RS09885	HVO_1080
NC_013967.1	RefSeq	gene	986514	986858		-	HVO_RS09890	HVO_1081
NC_013967.1	RefSeq	gene	986942	987574		-	HVO_RS09895	HVO_1082
NC_013967.1	RefSeq	gene	987571	988644		-	HVO_RS09900	HVO_1083
NC_013967.1	RefSeq	gene	988974	990365		-	HVO_RS09905	HVO_1084
NC_013967.1	RefSeq	gene	990555	992132		+	HVO_RS09910	HVO_1085
NC_013967.1	RefSeq	gene	992246	993001		+	HVO_RS09915	HVO_1086
NC_013967.1	RefSeq	gene	993047	993472		+	HVO_RS09920	HVO_1087
NC_013967.1	RefSeq	gene	993598	996114		+	HVO_RS09925	HVO_1088
NC_013967.1	RefSeq	gene	996181	996933		+	HVO_RS09930	HVO_1089
NC_013967.1	RefSeq	gene	996959	997312		+	HVO_RS09935	HVO_1090
NC_013967.1	RefSeq	gene	997547	998305		-	HVO_RS09940	HVO_1091
NC_013967.1	RefSeq	gene	998312	998791		-	HVO_RS09945	HVO_1092
NC_013967.1	RefSeq	gene	998801	999427		-	HVO_RS09950	HVO_1093
NC_013967.1	RefSeq	gene	999411	1000106		-	HVO_RS09955	HVO_1094
NC_013967.1	RefSeq	gene	1000245	1000799		-	HVO_RS09960	HVO_1095
NC_013967.1	RefSeq	gene	1000850	1001947		-	HVO_RS09965	HVO_1096
NC_013967.1	RefSeq	gene	1001944	1002810		-	HVO_RS09970	HVO_1097
NC_013967.1	RefSeq	gene	1002831	1004078		-	HVO_RS09975	HVO_1098
NC_013967.1	RefSeq	gene	1004075	1004917		-	HVO_RS09980	HVO_1099
NC_013967.1	RefSeq	gene	1004914	1005675		-	HVO_RS09985	HVO_1100
NC_013967.1	RefSeq	gene	1005672	1006589		-	HVO_RS09990	HVO_1101
NC_013967.1	RefSeq	gene	1006980	1007477		+	HVO_RS09995	HVO_1102
NC_013967.1	RefSeq	gene	1007487	1008407		-	HVO_RS10000	HVO_1103
NC_013967.1	RefSeq	gene	1008495	1008662		-		HVO_1104
NC_013967.1	RefSeq	gene	1008781	1009260		+	HVO_RS10005	HVO_1105
NC_013967.1	RefSeq	gene	1009657	1010955		-	HVO_RS10010	HVO_1106
NC_013967.1	RefSeq	gene	1011599	1012627		-	HVO_RS10020	HVO_1107
NC_013967.1	RefSeq	gene	1012676	1012900		-	HVO_RS10025	HVO_1108
NC_013967.1	RefSeq	gene	1012900	1013178		-	HVO_RS10030	HVO_1109
NC_013967.1	RefSeq	gene	1013275	1014423		-	HVO_RS10035	HVO_1110
NC_013967.1	RefSeq	gene	1014484	1015578		+	HVO_RS10040	HVO_1111
NC_013967.1	RefSeq	gene	1015575	1017005		+	HVO_RS10045	HVO_1112
NC_013967.1	RefSeq	gene	1017090	1018259		+	HVO_RS10050	HVO_1113
NC_013967.1	RefSeq	gene	1018346	1019044		+	HVO_RS10055	HVO_1114
NC_013967.1	RefSeq	gene	1019071	1019271		-	HVO_RS10060	HVO_1115
NC_013967.1	RefSeq	gene	1019271	1019618		-	HVO_RS10065	HVO_1116
NC_013967.1	RefSeq	gene	1019803	1020444		+	HVO_RS10070	HVO_1117
NC_013967.1	RefSeq	gene	1020539	1020673		+		HVO_1118
NC_013967.1	RefSeq	gene	1020707	1021228		-	HVO_RS10075	HVO_1119
NC_013967.1	RefSeq	gene	1021329	1021658		+	HVO_RS10080	HVO_1120
NC_013967.1	RefSeq	gene	1021655	1022863		+	HVO_RS10085	HVO_1121
NC_013967.1	RefSeq	gene	1022943	1023128		+	HVO_RS10090	HVO_1122
NC_013967.1	RefSeq	gene	1023195	1024244		-	HVO_RS10095	HVO_1123
NC_013967.1	RefSeq	gene	1024386	1024670		+	HVO_RS10100	HVO_1124
NC_013967.1	RefSeq	gene	1024689	1026173		-	HVO_RS10105	HVO_1125
NC_013967.1	RefSeq	gene	1026290	1028068		-	HVO_RS10110	HVO_1126
NC_013967.1	RefSeq	gene	1028135	1028629		-	HVO_RS10115	HVO_1127
NC_013967.1	RefSeq	gene	1028819	1029697		+	HVO_RS10120	HVO_1128
NC_013967.1	RefSeq	gene	1029697	1030869		+	HVO_RS10125	HVO_1129
NC_013967.1	RefSeq	gene	1030927	1031508		-	HVO_RS10130	HVO_1130
NC_013967.1	RefSeq	gene	1031564	1031749		-	HVO_RS10135	HVO_1131
NC_013967.1	RefSeq	gene	1031858	1033189		-	HVO_RS10140	HVO_1132
NC_013967.1	RefSeq	gene	1033423	1033728		+	HVO_RS10145	HVO_1133
NC_013967.1	RefSeq	gene	1033994	1036267		-	HVO_RS10150	HVO_1134
NC_013967.1	RefSeq	gene	1036430	1037335		+	HVO_RS10155	HVO_1135
NC_013967.1	RefSeq	gene	1037336	1038160		-	HVO_RS10160	HVO_1136
NC_013967.1	RefSeq	gene	1038438	1040096		+	HVO_RS10165	HVO_1137
NC_013967.1	RefSeq	gene	1040246	1041094		-	HVO_RS10170	HVO_1138
NC_013967.1	RefSeq	gene	1041315	1042391		-	HVO_RS10175	HVO_1139
NC_013967.1	RefSeq	gene	1042509	1043651		+	HVO_RS10180	HVO_1140
NC_013967.1	RefSeq	gene	1043654	1043977		-	HVO_RS10185	HVO_1141
NC_013967.1	RefSeq	gene	1044118	1044393		+	HVO_RS10190	HVO_1142
NC_013967.1	RefSeq	gene	1044422	1045093		-	HVO_RS10195	HVO_1143
NC_013967.1	RefSeq	gene	1045260	1045706		+	HVO_RS10200	HVO_1144
NC_013967.1	RefSeq	gene	1045827	1046489		-	HVO_RS10205	HVO_1145
NC_013967.1	RefSeq	gene	1046482	1046724		-	HVO_RS10210	HVO_1146
NC_013967.1	RefSeq	gene	1046721	1047842		-	HVO_RS10215	HVO_1147
NC_013967.1	RefSeq	gene	1047847	1048314		-	HVO_RS10220	HVO_1148
NC_013967.1	RefSeq	gene	1049190	1049582		+	HVO_RS10230	HVO_1150
NC_013967.1	RefSeq	pseudogene	1049584	1050838		+	HVO_RS10235	HVO_1151
NC_013967.1	RefSeq	gene	1050964	1052475		+	HVO_RS10240	HVO_1153
NC_013967.1	RefSeq	gene	1052529	1053299		-	HVO_RS10245	HVO_1154
NC_013967.1	RefSeq	gene	1053296	1053748		-	HVO_RS10250	HVO_1155
NC_013967.1	RefSeq	gene	1053802	1054797		-	HVO_RS10255	HVO_1156
NC_013967.1	RefSeq	gene	1054785	1055420		-	HVO_RS10260	HVO_1157
NC_013967.1	RefSeq	gene	1055414	1055914		-	HVO_RS10265	HVO_1158
NC_013967.1	RefSeq	gene	1055914	1057956		-	HVO_RS10270	HVO_1159
NC_013967.1	RefSeq	gene	1057957	1061259		-	HVO_RS10275	HVO_1160
